Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Matches
586,Amro Tarek/Amro-Tarek,eg EGY,DF,NY Red Bulls,26,1992,16.3,41.8,5.52,17.7,21.7,4.42,0.92,39.1,0.06,0.12,50,0.06,0,16.9,108.2,49.1,16.8,262,95.6,0.18,0.25,Matches
587,Russell Teibert/Russell-Teibert,ca CAN,MF,Vancouver,26,1992,24.4,44.3,2.46,13,23.7,10.5,1.11,43,0.37,0.66,56.3,0.41,0,32.6,154.5,73.3,37.2,760,83.7,0.82,0.74,Matches
588,Ryan Telfer/Ryan-Telfer,tt TRI,DF,Toronto FC,24,1994,0,4,0,0,0,4,2,3,0,0,,0,0,3,2,1,4,3,75,0,1,Matches
589,Tommy Thompson/Tommy-Thompson,us USA,DF,San Jose,23,1995,25.4,68,3.19,20.3,35,18.8,1.81,58.1,1.77,2.68,66.2,2.01,1,48.6,331.4,192.3,45.7,1071,92.2,1.22,1.34,Matches
590,Anton Tinnerholm/Anton-Tinnerholm,se SWE,DF,NYCFC,27,1991,29.2,61.9,2.16,18.6,28.2,19.3,2.26,52.3,1.03,1.71,60,1.1,4,36,219.9,129.2,42.2,1070,86.8,0.79,0.89,Matches
591,Donny Toia/Donny-Toia,us USA,DF,Real Salt Lake,26,1992,23.8,63.5,4.62,22.8,30.7,13.3,0.8,54.5,0.76,1.01,75,0.84,2,36,153,79,36.7,825,94.4,0.76,0.42,Matches
592,Nouhou Tolo/Nouhou-Tolo,cm CMR,DF,Seattle,21,1997,8.8,72.3,5.45,23.7,33.8,19.9,0.91,64.3,1.48,2.16,68.4,1.48,0,46.4,273.3,158.3,45.8,370,91.8,0.68,1.02,Matches
593,Román Torres/Roman-Torres,pa PAN,DF,Seattle,32,1986,12.6,49.4,6.98,32.4,18,2.22,1.35,48.3,0.16,0.16,100,0.16,0,30,155.7,96.8,32.5,394,96.3,0.4,0.56,Matches
594,Mason Toye/Mason-Toye,us USA,FW,Minnesota,20,1998,9.1,27.7,0.33,1.65,14.8,12.1,4.07,26.5,0.66,0.66,100,0.66,0,16.8,95.7,39.6,47.8,188,43.2,2.2,1.54,Matches
595,Diedie Traoré/Diedie-Traore,fr FRA,DF,LA Galaxy,20,1999,2.4,63.3,3.75,22.9,28.3,15,0.83,55.4,3.33,5,66.7,3.33,1,37.9,212.1,112.9,36.3,74,85.1,0.42,1.25,Matches
596,Wil Trapp/Wil-Trapp,us USA,MF,Columbus,26,1993,25.9,75.2,2.63,23.5,46.2,10.3,0.23,72,0.85,1.35,62.9,0.93,2,52.2,228,108.7,57,1404,95.1,0.42,0.73,Matches
597,Auston Trusty/Auston-Trusty,us USA,DF,Philadelphia,20,1998,21.8,60.3,6.06,28.9,33.6,2.29,0.78,59.6,0.32,0.55,58.3,0.37,0,38.8,236.3,124.8,38,811,97.8,0.6,0.41,Matches
598,Bill Tuiloma/Bill-Tuiloma,nz NZL,DF,Portland,23,1995,21.3,51.6,8.73,29.9,22.1,2.96,1.46,50.6,0.23,0.33,71.4,0.23,0,29.2,173.6,89.6,30.8,636,97,0.38,0.19,Matches
599,Matt Turner/Matt-Turner,us USA,GK,New England,24,1994,19.6,31,26.7,30.9,0.2,0,0,19.2,0,0.05,0,0,0,11.6,71.6,42.1,7.3,137,95.8,0.05,0,Matches
600,Ema Twumasi/Ema-Twumasi,gh GHA,DFMF,FC Dallas,21,1997,0.3,70,0,20,20,36.7,6.67,70,0,0,,0,0,63.3,566.7,273.3,66.7,15,75,0,13.3,Matches
601,Przemysław Tytoń/Przemyslaw-Tyton,pl POL,GK,FC Cincinnati,32,1987,15,33.8,31.3,33.8,0,0,0,21.3,0,0,,0,0,15.7,74.2,34.3,12.5,187,99.5,0,0,Matches
602,Victor Ulloa/Victor-Ulloa,us USA,MF,FC Cincinnati,26,1992,21.6,62.6,2.5,15.7,38.6,11.8,0.65,59.5,0.51,1.11,45.8,0.6,1,43.2,186.3,93.1,47.6,920,89.5,0.88,0.74,Matches
603,Maximiliano Urruti/Maximiliano-Urruti,ar ARG,FW,Montreal,27,1991,27,34.7,0.19,2.22,16,19,4.11,31.5,1.59,2.78,57.3,1.74,0,26.1,188.3,86.1,39.9,596,55.3,1.96,1.85,Matches
604,Zarek Valentin/Zarek-Valentin,us USA,DF,Portland,27,1991,18.1,62.9,3.76,18.5,32.6,14.9,0.61,55,0.33,0.5,66.7,0.33,0,38.2,162.3,89.6,39.1,673,95.2,0.28,0.28,Matches
605,Diego Valeri/Diego-Valeri,ar ARG,MFFW,Portland,32,1986,28.8,67,0.17,4.34,28.7,38.4,5.31,57.2,1.56,2.4,65.2,1.81,1,45.2,247.9,148.4,60.1,1356,78.3,1.94,1.81,Matches
606,Florian Valot/Florian-Valot,fr FRA,MFFW,NY Red Bulls,25,1993,1.4,53.6,2.86,5,25.7,23.6,2.14,51.4,1.43,2.14,66.7,1.43,0,33.6,130,67.9,41.4,44,75.9,0.71,2.14,Matches
607,Peter-Lee Vassell/Peter-Lee-Vassell,jm JAM,MF,Los Angeles FC,20,1998,2,64,1,12,36.5,24,5,63.5,1.5,1.5,100,1.5,0,56,311.5,155.5,56,100,89.3,4,1.5,Matches
608,Brandon Vazquez/Brandon-Vazquez,us USA,FW,Atlanta,20,1998,7.1,36.5,1.41,1.83,15.5,20.7,6.34,34.2,1.41,2.25,62.5,1.55,1,24.2,138.6,67,45.1,193,60.3,3.38,1.97,Matches
609,Carlos Vela/Carlos-Vela,mx MEX,FW,Los Angeles FC,29,1989,30.3,55.3,0.4,2.74,18.2,39.5,8.42,48.2,3.33,5.54,60.1,3.53,13,44.9,384.6,223.1,55.4,1258,74.9,2.01,1.98,Matches
610,Lucas Venuto/Lucas-Venuto,br BRA,FW,Vancouver,24,1995,12.6,40,0.48,4.44,17.9,21.8,4.21,39.1,2.54,3.73,68.1,2.54,1,36.3,282.9,169.1,45.2,403,70.7,2.14,3.25,Matches
611,Matías Vera/Matias-Vera,ar ARG,MF,Houston,23,1995,29.3,59,2.46,18.5,36.4,7.88,0.41,58.2,1.13,1.43,78.6,1.23,0,43.8,193.6,93,43.3,1210,95.4,0.85,0.68,Matches
612,Jorge Villafaña/Jorge-Villafana,us USA,DF,Portland,29,1989,21.6,61.9,2.96,19,27.9,18.4,1.57,54.4,0.51,0.97,52.4,0.6,0,37.6,210,119.7,39.4,784,92,0.97,0.51,Matches
613,Héctor Villalba/Hector-Villalba,py PAR,FWMF,Atlanta,24,1994,10.4,51.9,0,4.62,22,32,6.73,50.4,3.46,6.63,52.2,3.46,6,42.9,407.2,298.6,54.5,417,73.5,2.4,2.69,Matches
614,Sam Vines/Sam-Vines,us USA,DF,Colorado,19,1999,23.9,45.9,4.1,18.5,19.6,11,0.46,38.5,0.59,0.96,60.9,0.59,2,25.5,152,91.5,25.4,573,94.6,0.42,0.29,Matches
615,Kai Wagner/Kai-Wagner,de GER,DF,Philadelphia,21,1997,29.9,67.9,3.68,17.4,33.7,21.4,1.04,58.9,0.57,1.1,51.5,0.57,1,41.4,237.7,143.4,42.4,1151,90.7,0.64,0.6,Matches
616,Rodney Wallace/Rodney-Wallace,cr CRC,DF,Sporting KC,30,1988,0.3,33.3,0,13.3,10,10,0,30,0,0,,0,0,26.7,56.7,13.3,36.7,7,63.6,6.67,0,Matches
617,Akeem Ward/Akeem-Ward,us USA,DF,D.C. United,23,1996,0.5,30,4,22,6,2,0,28,2,2,100,2,0,12,34,4,10,5,100,0,0,Matches
618,Kendall Waston/Kendall-Waston,cr CRC,DF,FC Cincinnati,31,1988,24.2,61,8.31,38.1,23.4,2.69,1.28,59.3,0.21,0.41,50,0.33,0,35.5,181.5,99.6,38.8,903,96.3,0.37,0.25,Matches
619,Quentin Westberg/Quentin-Westberg,us USA,GK,Toronto FC,32,1986,27.8,40.1,35.8,40,0.22,0,0,29.5,0.25,0.25,100,0.25,0,21.4,100.9,52.4,17.3,482,100,0,0.04,Matches
620,Brian White/Brian-White,us USA,FW,NY Red Bulls,22,1996,14.8,33.9,0.74,2.23,12.3,19.9,5.61,32.6,0.34,1.22,27.8,0.47,1,17.5,65.5,26,56.3,358,43,3.38,1.28,Matches
621,JJ Williams/JJ-Williams,us USA,FW,Columbus,21,1998,3.6,29.4,0.28,1.11,9.72,19.4,6.39,28.6,0.56,1.67,33.3,0.83,0,15.3,60.3,15,46.1,78,47,6.11,0.83,Matches
622,Josh Williams/Josh-Williams,us USA,DF,Columbus,30,1988,14.2,58.9,6.48,29.8,27,4.86,0.63,56.4,0.14,0.14,100,0.14,0,37,161.5,89.4,40.8,552,95.3,0.49,0.14,Matches
623,Romario Williams/Romario-Williams,jm JAM,FWDF,Atlanta,24,1994,0.4,60,0,2.5,17.5,42.5,5,57.5,0,0,,0,0,37.5,232.5,77.5,57.5,14,60.9,5,2.5,Matches
624,Romario Williams/Romario-Williams,jm JAM,FWMF,Columbus,24,1994,1.4,34.3,0.71,3.57,16.4,17.9,6.43,34.3,1.43,1.43,100,1.43,0,23.6,213.6,139.3,44.3,34,54.8,6.43,4.29,Matches
625,Eryk Williamson/Eryk-Williamson,us USA,MFFW,Portland,21,1997,2.6,51.9,1.92,8.08,26.5,22.7,2.31,50,1.92,3.46,55.6,2.31,0,37.7,201.5,124.6,42.3,97,88.2,1.92,1.15,Matches
626,Joe Willis/Joe-Willis,us USA,GK,Houston,30,1988,27,31.3,28.4,31.3,0,0.04,0,21.1,0.11,0.11,100,0.11,0,14.2,77,43.1,10.4,280,99.6,0,0,Matches
627,Danny Wilson/Danny-Wilson,sco SCO,MFDF,Colorado,27,1991,14.8,43.4,5.14,19.3,22.6,4.39,0.95,41.7,0.74,0.81,91.7,0.81,0,25.7,113.6,53.2,25.4,347,92.3,0.27,0.47,Matches
628,Henry Wingo/Henry-Wingo,us USA,FW,Seattle,23,1995,2.2,45.9,1.82,8.18,18.6,22.3,4.09,45,2.27,5,45.5,3.18,0,39.5,392.7,273.6,46.8,73,70.9,0.45,4.09,Matches
629,Chris Wondolowski/Chris-Wondolowski,us USA,FW,San Jose,36,1983,22,26.1,0.68,1.82,10.3,15,5.5,24,0.27,0.64,42.9,0.27,0,14.4,51.7,22.4,37.3,407,49.6,1.59,0.55,Matches
630,Andrew Wooten/Andrew-Wooten,us USA,FW,Philadelphia,29,1989,3.9,33.3,0.77,2.82,12.8,19.7,5.38,32.1,1.28,1.79,71.4,1.54,0,22.8,129.2,38.2,41,94,58.8,1.79,1.03,Matches
631,Brian Wright/Brian-Wright,ca CAN,FWMF,New England,23,1995,0.1,40,0,0,20,20,0,40,0,0,,0,0,30,20,20,70,3,42.9,10,0,Matches
632,Bradley Wright-Phillips/Bradley-Wright-Phillips,eng ENG,FW,NY Red Bulls,33,1985,12.3,40.1,0.24,2.03,16.3,23.1,6.1,38.4,0.81,1.46,55.6,0.81,0,25.7,104.7,51.8,71.7,383,43.4,3.74,2.2,Matches
633,Deklan Wynne/Deklan-Wynne,nz NZL,DF,Colorado,23,1995,10.2,48,7.35,29,18.7,1.96,0.1,44.7,0,0.29,0,0.1,0,25.4,112.8,44.4,26.2,260,97.4,0.2,0.1,Matches
634,Griffin Yow/Griffin-Yow,us USA,FW,D.C. United,16,2002,0.6,38.3,0,11.7,18.3,11.7,1.67,38.3,0,1.67,0,1.67,0,20,60,20,36.7,13,59.1,5,3.33,Matches
635,Jackson Yueill/Jackson-Yueill,us USA,MF,San Jose,21,1997,29.7,76.3,2.02,16.4,47.8,18,1.48,73.3,0.91,1.25,73,0.91,0,59,294.2,158.4,62.2,1762,95.4,1.01,0.98,Matches
636,Wilfried Zahibo/Wilfried-Zahibo,cf CTA,MF,New England,25,1993,16.7,58.8,2.4,13.3,40.5,8.14,0.84,57.5,0.84,1.38,60.9,1.02,0,38.4,161.8,92.2,43.1,644,89.6,0.6,1.14,Matches
637,Renzo Zambrano/Renzo-Zambrano,ve VEN,MF,Portland,24,1994,8.7,64.8,2.53,15.1,43.3,10.2,0.69,63.9,0.46,0.92,50,0.46,0,48.7,212.8,111.8,48.6,395,93.4,0.92,0.92,Matches
638,Gyasi Zardes/Gyasi-Zardes,us USA,FW,Columbus,27,1991,27.5,28.8,1.09,3.35,11,15.8,5.24,27.7,0.73,1.89,38.5,0.87,1,17.5,106.4,49.6,46.1,563,44.4,2.76,1.42,Matches
639,Eriq Zavaleta/Eriq-Zavaleta,us USA,DF,Toronto FC,26,1992,11.3,65.7,5.75,33.5,31.6,4.6,0.8,63.8,0.09,0.18,50,0.09,0,45.4,189.9,111.9,47,523,98.5,0.27,0.27,Matches
640,Gedion Zelalem/Gedion-Zelalem,us USA,MF,Sporting KC,22,1997,4.8,54.4,0.63,6.67,31.3,20.4,0.83,53.5,0.63,1.46,42.9,0.63,1,43.8,240.4,106.9,50.8,220,90.2,0.42,1.04,Matches
641,Rodolfo Zelaya/Rodolfo-Zelaya,sv SLV,FW,Los Angeles FC,30,1988,1.3,34.6,1.54,3.08,11.5,23.8,10.8,31.5,3.85,5.38,71.4,3.85,2,29.2,183.1,97.7,39.2,33,64.7,1.54,1.54,Matches
642,Adrian Zendejas/Adrian-Zendejas,mx MEX,GK,Sporting KC,23,1995,1,46,39,46,1,0,0,39,0,0,,0,0,31,131,76,25,25,100,0,0,Matches
643,Reto Ziegler/Reto-Ziegler,ch SUI,DF,FC Dallas,33,1986,32,72.5,9.66,44.4,30,3.13,0.53,69.4,0,0.13,0,0,0,50.6,280.1,155.7,54.8,1717,97.9,0.34,0.16,Matches
644,Walker Zimmerman/Walker-Zimmerman,us USA,DF,Los Angeles FC,25,1993,24.1,65.3,7.01,33,33.3,3.4,1.54,64.1,0.29,0.5,58.3,0.33,0,39.3,211.6,122.7,42.4,988,96.7,0.21,0.29,Matches
645,Ethan Zubak/Ethan-Zubak,us USA,MFFW,LA Galaxy,20,1998,0.5,36,0,2,8,26,14,36,0,0,,0,0,20,72,10,58,15,51.7,6,4,Matches
646,Graham Zusi/Graham-Zusi,us USA,DF,Sporting KC,32,1986,26.1,76.3,3.49,22,38.7,21.5,1.57,66.6,1.38,1.99,69.2,1.42,0,50.1,280.2,151,51.7,1271,94.1,0.84,0.46,Matches
