Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,3-Jan,PPA,CrsPA,Prog,Matches
1,Brenden Aaronson/Brenden-Aaronson,us USA,MFFW,Philadelphia,18,2000,19,25.9,33.3,77.9,389,83.1,0.42,1.16,36.4,23.1,27.4,84.2,2.47,4.79,51.6,0.05,0.12,-0.06,1.37,1.11,1.21,0.37,3.05,Matches
2,Saad Abdul-Salaam/Saad-Abdul-Salaam,us USA,DF,Seattle,27,1991,11.9,36.9,46.3,79.7,731,271,0,0.92,0,28,32.1,87.2,8.91,13.3,67.1,0,0.06,-0.06,0.59,2.02,0.67,0.17,4.54,Matches
3,Lalas Abubakar/Lalas-Abubakar,gh GHA,DF,Colorado,24,1994,22,26.5,31,85.6,605.5,237.4,0.23,0.55,41.7,16.5,18,92.2,9.73,12.5,78.1,0,0,0,0.14,2.73,0.09,0,1.59,Matches
4,Lalas Abubakar/Lalas-Abubakar,gh GHA,DF,Columbus,24,1994,1,50,53,94.3,1170,447,0,0,,28,31,90.3,22,22,100,0,0,0,0,5,0,0,6,Matches
5,David Accam/David-Accam,gh GHA,FW,Philadelphia,28,1990,3.8,15.5,20,77.6,232.1,63.2,0.53,1.32,40,14.2,16.1,88.5,0.79,2.63,30,0.53,0.05,0.47,0.53,0.79,0.53,0.26,1.58,Matches
6,David Accam/David-Accam,gh GHA,FWMF,Columbus,28,1990,7.4,15.7,21.2,73.9,246.4,63.8,0.27,1.08,25,13.5,15.8,85.5,1.89,4.32,43.8,0.14,0.14,0,1.22,0.41,1.22,0.14,2.57,Matches
7,Bryan Acosta/Bryan-Acosta,hn HON,MF,FC Dallas,25,1993,23,61.3,71.8,85.3,1379,348.4,0.39,1.26,31,41,44.3,92.5,19.9,26.2,75.9,0.04,0.1,-0.06,0.96,6.35,0.35,0.09,5.7,Matches
8,Danilo Acosta/Danilo-Acosta,us USA,DF,Orlando City,21,1997,7.4,33.1,47.2,70.2,623.2,223.9,0.41,1.76,23.1,26.2,31.6,82.9,6.49,13.8,47.1,0,0.05,-0.05,0.41,2.16,0.41,0.41,4.19,Matches
9,Kellyn Acosta/Kellyn-Acosta,us USA,MF,Colorado,23,1995,29.1,28.1,34.9,80.6,522.5,158.4,0.31,0.93,33.3,21.7,25.1,86.6,6.12,8.9,68.7,0.03,0.08,-0.04,0.65,3.23,0.41,0.07,3.71,Matches
10,Luciano Acosta/Luciano-Acosta,ar ARG,MFFW,D.C. United,24,1994,23.6,42.7,57.5,74.3,767.8,251.6,0.55,2.25,24.5,33.6,41,81.9,8.52,14.2,60,0.04,0.12,-0.08,1.27,5.76,1.99,0.42,6.91,Matches
11,Mo Adams/Mo-Adams,eng ENG,DFMF,Atlanta,22,1996,1,51,59,86.4,966,387,0,3,0,43,47,91.5,8,9,88.9,0,0.1,-0.1,1,3,0,0,9,Matches
12,Mo Adams/Mo-Adams,eng ENG,MF,Chicago,22,1996,5.4,31.1,36.3,85.7,496.5,120.6,0.74,1.3,57.1,26.5,29.1,91.1,3.89,5.93,65.6,0,0.07,-0.07,1.11,2.22,0,0,2.04,Matches
13,Fanendo Adi/Fanendo-Adi,ng NGA,FW,FC Cincinnati,28,1990,7.8,15.4,20.5,75,238.5,30.1,0.64,1.03,62.5,12.7,16.7,76.2,2.05,2.82,72.7,0,0.01,-0.01,0.51,0.51,0.38,0,1.15,Matches
14,Ali Adnan Kadhim/Ali-Adnan-Kadhim,iq IRQ,DF,Vancouver,25,1993,26.8,41.2,54.2,76,783.7,303.2,0.22,1.34,16.7,32.7,37.8,86.6,8.32,15.1,55.1,0.11,0.07,0.04,0.86,2.69,0.97,0.41,6.64,Matches
15,François Affolter/Francois-Affolter,ch SUI,DF,San Jose,27,1991,1,51,54,94.4,1168,350,0,1,0,34,35,97.1,17,18,94.4,0,0,0,0,0,0,0,3,Matches
16,Harrison Afful/Harrison-Afful,gh GHA,DF,Columbus,32,1986,21.1,44.1,56.2,78.6,824.3,340.9,0.33,1.09,30.4,34.6,39.7,87.2,9.15,15.4,59.6,0.09,0.07,0.03,0.76,3.6,1.09,0.33,6.45,Matches
17,Juan Agudelo/Juan-Agudelo,us USA,MFFW,New England,26,1992,21.7,29.2,36.8,79.4,477.1,124.5,0.65,1.66,38.9,24.8,29.9,82.9,3.78,5.21,72.6,0.05,0.1,-0.06,1.29,2.49,0.83,0.09,3.23,Matches
18,Tesho Akindele/Tesho-Akindele,ca CAN,FW,Orlando City,26,1992,20.8,21.7,27.5,78.7,332.7,55.4,0.43,1.11,39.1,19.1,23.1,82.7,2.12,3.32,63.8,0.05,0.08,-0.03,1.35,1.11,0.87,0.14,2.31,Matches
19,Ayo Akinola/Ayo-Akinola,us USA,FWMF,Toronto FC,19,2000,2.9,17.6,20.7,85,285.2,37.6,0.69,1.03,66.7,14.1,15.9,89.1,2.76,3.79,72.7,0,0.03,-0.03,0.69,0.69,0.34,0,1.72,Matches
20,Fatai Alashe/Fatai-Alashe,us USA,MFDF,FC Cincinnati,25,1993,4.9,23.1,28.2,81.9,378.2,107.6,0,0.61,0,20.4,23.1,88.5,2.65,4.49,59.1,0,0,0,0.2,2.65,0.41,0,2.86,Matches
21,Nazmi Albadawi/Nazmi-Albadawi,ps PLE,MF,FC Cincinnati,27,1991,0.1,40,70,57.1,540,0,0,0,,40,70,57.1,0,0,,0,0,0,0,0,0,0,0,Matches
22,Romain Alessandrini/Romain-Alessandrini,fr FRA,FW,LA Galaxy,29,1989,3.1,43.9,62.3,70.5,721.9,240,2.26,4.19,53.8,34.8,43.2,80.6,6.77,14.8,45.7,0,0.1,-0.1,2.26,2.9,1.61,0.32,6.77,Matches
23,Eric Alexander/Eric-Alexander,us USA,MFFW,FC Cincinnati,30,1988,3.5,34.3,39.7,86.3,644,172.9,0.29,0.86,33.3,25.4,28.6,89,8.57,10.3,83.3,0.29,0.06,0.23,0.86,3.43,0.86,0,5.71,Matches
24,Osvaldo Alonso/Osvaldo-Alonso,cu CUB,MF,Minnesota,33,1985,26.3,52.5,56.9,92.2,1056.3,313.1,0.42,0.8,52.4,39.8,42.2,94.3,12.2,13.9,88,0,0.04,-0.04,0.61,6.58,0.38,0.04,6.2,Matches
25,Jozy Altidore/Jozy-Altidore,us USA,FW,Toronto FC,29,1989,18.8,20.2,26,77.5,351.1,59,0.32,1.33,24,16.2,19.9,81.3,3.62,4.73,76.4,0.27,0.15,0.12,1.17,1.81,1.06,0.05,2.71,Matches
26,Efrain Alvarez/Efrain-Alvarez,mx MEX,MFFW,LA Galaxy,16,2002,5.8,34,46.6,73,663.1,222.6,0.69,1.38,50,25.5,29.7,86,7.76,15.5,50,0.52,0.16,0.36,1.72,3.97,2.41,0.34,7.24,Matches
27,Fabio Álvarez/Fabio-Alvarez,ar ARG,MFFW,LA Galaxy,26,1993,14,39.6,48.5,81.7,683.1,142,0.71,1.43,50,32.2,37.4,86.1,6.71,9.64,69.6,0.29,0.15,0.14,1.71,3.64,1.36,0.07,3.71,Matches
28,Quincy Amarikwa/Quincy-Amarikwa,us USA,FW,D.C. United,31,1987,4.8,15,22.7,66.1,221.9,51.3,0.63,1.88,33.3,12.9,18.1,71.3,1.46,2.71,53.8,0,0.13,-0.13,1.25,1.04,1.04,0.21,2.71,Matches
29,Frankie Amaya/Frankie-Amaya,us USA,MF,FC Cincinnati,18,2000,13.8,35.2,41.4,85.1,656.8,161.8,0.43,0.87,50,27.7,29.8,92.9,7.1,10.7,66.2,0,0.12,-0.12,1.74,2.46,0.58,0.14,3.99,Matches
30,Mikey Ambrose/Mikey-Ambrose,us USA,DF,Atlanta,25,1993,3,40.3,54.7,73.8,693.7,264.7,0.33,2.67,12.5,33.7,39.3,85.6,6.33,12.7,50,0,0.03,-0.03,0.33,4.33,0.67,0.33,7.67,Matches
31,Michael Amir Murillo/Michael-Amir-Murillo,pa PAN,DF,NY Red Bulls,22,1996,18.8,35.6,51.9,68.6,574.9,331.6,0.53,2.5,21.3,30.3,38.1,79.4,4.84,11.3,42.9,0.16,0.1,0.06,0.96,3.3,1.38,0.53,9.57,Matches
32,Sebastian Anderson/Sebastian-Anderson,us USA,DFFW,Colorado,16,2002,3.5,21.4,36.9,58.1,370.9,146.9,0.29,0.86,33.3,18.6,25.4,73,2.57,10.6,24.3,0,0.03,-0.03,0.86,1.14,0.86,0.86,4.29,Matches
33,Jalil Anibaba/Jalil-Anibaba,us USA,DF,New England,30,1988,19.6,22.1,30.2,73.1,529.7,227.2,0.2,0.66,30.8,13.6,15.7,86.7,8.27,13.8,59.8,0,0.01,-0.01,0.1,2.19,0.31,0.2,3.21,Matches
34,Uriel Antuna/Uriel-Antuna,mx MEX,FWMF,LA Galaxy,21,1997,26.8,22.5,29,77.6,376,87.3,0.41,1.08,37.9,18.6,21.9,84.8,3.47,5.97,58.1,0.19,0.16,0.03,1.34,1.08,1.64,1.01,2.95,Matches
35,Pablo Aránguiz/Pablo-Aranguiz,cl CHI,MFFW,FC Dallas,21,1997,6.2,38.5,50.8,75.9,682.1,183.1,0.48,1.29,37.5,31.6,38.1,83.1,6.45,11.5,56.3,0,0.06,-0.06,1.29,4.35,0.97,0,5.32,Matches
36,Julian Araujo/Julian-Araujo,us USA,DFFW,LA Galaxy,17,2001,9.9,32.5,43.6,74.5,589.7,252.8,0.4,1.92,21.1,26,30.8,84.3,6.16,10.9,56.5,0.1,0.06,0.04,0.91,2.32,1.72,0.71,6.26,Matches
37,Joaquín Ardaiz/Joaquin-Ardaiz,uy URU,FW,Vancouver,20,1999,4.6,9.35,14.8,63.2,159.6,27.6,0,0.43,0,8.26,12.2,67.9,1.09,2.17,50,0,0.02,-0.02,0.43,0.65,0.43,0,0.65,Matches
38,Luis Argudo/Luis-Argudo,us USA,FWMF,Columbus,23,1995,11.8,30,36.2,82.9,509.1,121.3,0.34,1.27,26.7,24.8,28.3,87.7,4.83,6.61,73.1,0.25,0.13,0.13,0.76,2.71,1.02,0.51,3.05,Matches
39,Xavier Arreaga/Xavier-Arreaga,ec ECU,DF,Seattle,24,1994,12.4,42.8,47.1,90.9,976.5,334.8,0.08,0.24,33.3,25.9,27.3,95,16.9,19.6,86,0,0,0,0.08,2.74,0.08,0,2.58,Matches
40,Luis Arriaga/Luis-Arriaga,us USA,DFMF,Real Salt Lake,18,2001,0.1,30,30,100,450,100,0,0,,30,30,100,0,0,,0,0,0,0,0,0,0,0,Matches
41,Paul Arriola/Paul-Arriola,us USA,FWMF,D.C. United,23,1995,26.9,28.8,38.8,74.2,444.2,139.6,0.37,1.82,20.4,25.6,31,82.5,2.79,5.91,47.2,0.07,0.13,-0.06,1.49,1.97,0.67,0.3,3.61,Matches
42,Artur/Artur,br BRA,MF,Columbus,22,1996,27.2,49.9,58.5,85.3,1018.4,239.8,0.26,1.29,20,36.3,40.4,89.8,13.4,16.8,79.5,0,0.01,-0.01,0.51,4.71,0.48,0.07,4.52,Matches
43,Carlos Ascues/Carlos-Ascues,pe PER,MFDF,Orlando City,26,1992,12.3,27.4,34.6,79.3,485.5,124,0.41,0.98,41.7,21.8,26.1,83.5,5.2,7.48,69.6,0.08,0.07,0.01,0.57,2.85,0.08,0,2.44,Matches
44,Dairon Asprilla/Dairon-Asprilla,co COL,FWMF,Portland,26,1992,6.3,20.8,28.1,74,375.7,79.7,0.16,1.27,12.5,17.6,21.6,81.6,3.02,5.24,57.6,0,0.08,-0.08,0.63,0.48,0.95,0.48,2.54,Matches
45,Jeff Attinella/Jeff-Attinella,us USA,GK,Portland,30,1988,10,20.6,31.8,64.8,735.7,510.2,0,0,,7.6,7.6,100,13,24.2,53.7,0,0,0,0,0.6,0,0,0,Matches
46,Francis Atuahene/Francis-Atuahene,gh GHA,FW,FC Dallas,22,1996,0.3,13.3,16.7,80,160,26.7,0,0,,13.3,13.3,100,0,3.33,0,0,0,0,0,0,3.33,0,3.33,Matches
47,Eduard Atuesta/Eduard-Atuesta,co COL,MF,Los Angeles FC,21,1997,29.2,70.8,82.6,85.7,1345.1,422.3,0.75,2.29,32.8,54.8,59.9,91.5,15.2,20.4,74.3,0.27,0.16,0.11,1.64,9.32,2.26,0.07,9.83,Matches
48,Auro/Auro,br BRA,DF,Toronto FC,23,1996,20.9,56.8,66.1,86,952,337.4,0.57,1.77,32.4,47.6,52.3,90.9,8.66,12,72.4,0.14,0.14,0,0.96,3.83,1.15,0.62,6.99,Matches
49,Micheal Azira/Micheal-Azira,ug UGA,MF,Chicago,31,1987,2.4,30,34.6,86.7,574.2,210.8,0.42,0.42,100,24.2,27.9,86.6,5.42,6.25,86.7,0,0.04,-0.04,0.42,2.92,0.42,0,3.75,Matches
50,Micheal Azira/Micheal-Azira,ug UGA,MF,Montreal,31,1987,16,35.9,41.4,86.7,703.8,160.4,0.5,0.94,53.3,27.1,29.7,91.4,8.25,10.8,76.7,0.06,0.04,0.03,0.81,5.06,0.5,0.13,3.44,Matches
51,Dominique Badji/Dominique-Badji,sn SEN,FW,FC Dallas,26,1992,22.5,17.2,21.8,79,266.1,37.2,0.49,0.8,61.1,14.7,17.6,83.5,2.04,3.42,59.7,0.13,0.1,0.03,1.02,0.67,0.36,0.09,1.2,Matches
52,Theo Bair/Theo-Bair,ca CAN,FWMF,Vancouver,19,1999,9.1,16,24.1,66.7,225.2,50.9,0.11,0.66,16.7,14.8,20.2,73.4,1.1,3.19,34.5,0.22,0.08,0.14,1.21,0.44,0.55,0.33,1.43,Matches
53,Corey Baird/Corey-Baird,us USA,FWMF,Real Salt Lake,23,1996,23.3,23.3,29.6,79,384.5,81.3,0.21,1.16,18.5,19.9,24,82.8,3.26,4.42,73.8,0.13,0.09,0.04,1.03,1.37,0.56,0.17,2.19,Matches
54,Lass Bangoura/Lass-Bangoura,gn GUI,FW,Vancouver,26,1992,7,27.9,36.3,76.8,460.1,131.6,1,1.71,58.3,22.7,28.1,80.7,4.14,6.43,64.4,0.14,0.11,0.03,0.86,2.29,1,0.43,3.57,Matches
55,Botond Baráth/Botond-Barath,hu HUN,DF,Sporting KC,26,1992,19.4,46,51.4,89.5,1057.5,304.7,0.26,0.41,62.5,28.7,30.2,94.9,17.1,20.8,82.1,0,0.02,-0.02,0.1,2.11,0.1,0,2.01,Matches
56,Ezequiel Barco/Ezequiel-Barco,ar ARG,FWMF,Atlanta,19,1999,10.8,35.9,45.6,78.7,650.9,192.1,0.56,1.94,28.6,28,32.8,85.3,7.41,10.9,67.8,0.19,0.24,-0.06,2.87,3.89,1.48,0.28,5.83,Matches
57,Tom Barlow/Tom-Barlow,us USA,FW,NY Red Bulls,23,1995,6.7,12.4,18.8,65.9,163,36.3,0.45,1.79,25,11.2,15.8,70.8,0.75,1.19,62.5,0,0.06,-0.06,0.9,0.6,0.6,0.3,1.64,Matches
58,Michael Barrios/Michael-Barrios,co COL,FW,FC Dallas,27,1991,30.3,25.1,34.8,72,429.1,130,0.3,1.52,19.6,20.6,25.3,81.3,4.22,8.02,52.7,0.43,0.35,0.08,2.57,1.42,1.95,0.69,5.05,Matches
59,Cole Bassett/Cole-Bassett,us USA,MF,Colorado,17,2001,11.8,34.7,43.8,79.3,603.6,133.4,0.25,1.1,23.1,28.6,33.2,86.2,5.85,9.49,61.6,0.08,0.07,0.02,0.93,3.05,0.51,0.17,3.64,Matches
60,Clement Bayiha/Clement-Bayiha,ca CAN,FWMF,Montreal,19,1999,5.3,27.4,35.1,78,397,107.9,0,1.89,0,25.7,30,85.5,1.7,3.21,52.9,0.19,0.09,0.09,1.13,1.51,0.94,0,3.58,Matches
61,DaMarcus Beasley/DaMarcus-Beasley,us USA,DF,Houston,36,1982,11.4,48.9,58.5,83.7,889.7,348.7,0.35,1.67,21.1,41.1,46.3,88.6,7.54,10.5,71.7,0.18,0.08,0.1,0.7,3.77,0.79,0.35,7.37,Matches
62,Kyle Beckerman/Kyle-Beckerman,us USA,MF,Real Salt Lake,36,1982,23.6,48.6,57,85.2,991.4,257.5,0.59,1.53,38.9,35.2,38.8,90.7,12.8,16.7,76.6,0.17,0.02,0.15,0.47,5.51,0.38,0.04,4.11,Matches
63,Alejandro Bedoya/Alejandro-Bedoya,us USA,MF,Philadelphia,31,1987,31.5,45.9,52.8,86.9,752.5,207.6,0.63,1.65,38.5,39.9,43.9,90.9,5.4,7.3,73.9,0.1,0.1,0,1.14,3.75,1.3,0.32,4.95,Matches
64,Dan Bedoya/Dan-Bedoya,co COL,FW,NYCFC,24,1994,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,Matches
65,Steven Beitashour/Steven-Beitashour,ir IRN,DF,Los Angeles FC,31,1987,20.8,48.6,56.4,86.2,858.6,272.4,0.38,1.35,28.6,40.8,45,90.7,7.45,10.1,73.8,0.1,0.08,0.01,0.77,3.08,0.87,0.29,5.24,Matches
66,Joe Bendik/Joe-Bendik,us USA,GK,Columbus,29,1989,6,19.7,28,70.2,578.3,357.2,0.17,0.17,100,10,10,100,9.5,17.8,53.3,0,0,0,0,0.33,0,0,0,Matches
67,Nicolas Benezet/Nicolas-Benezet,fr FRA,FWMF,Toronto FC,27,1991,4.9,39.8,50.8,78.3,634.3,182.4,0.2,2.24,9.1,34.1,39.8,85.6,5.51,8.78,62.8,0,0.04,-0.04,1.02,4.08,1.02,0.2,5.92,Matches
68,Leonardo Bertone/Leonardo-Bertone,ch SUI,MF,FC Cincinnati,24,1994,22.8,39.6,50.8,78.1,874.6,254.2,0.22,0.88,25,26.8,31.4,85.2,12.6,18.5,68.4,0.04,0.07,-0.03,0.83,4.78,0.79,0.09,5.88,Matches
69,Matt Besler/Matt-Besler,us USA,DF,Sporting KC,31,1987,23.5,56.4,64.9,86.9,1249.7,457,0.26,0.55,46.2,38,41,92.7,18.1,23.4,77.6,0,0.02,-0.02,0.3,5.23,0.3,0,5.28,Matches
70,Nick Besler/Nick-Besler,us USA,MF,Real Salt Lake,25,1993,8.2,35,43.2,81.1,708.4,206.3,0.61,1.1,55.6,25.6,29.1,87.9,8.78,12.9,67.9,0.12,0.09,0.04,0.85,5,0.24,0.12,4.76,Matches
71,Vincent Bezecourt/Vincent-Bezecourt,fr FRA,MF,NY Red Bulls,25,1993,5,17.8,30.2,58.9,255.2,100.2,0.4,2,20,15.8,22.8,69.3,1.6,5.4,29.6,0,0.08,-0.08,1.2,1.6,1,0.2,3.2,Matches
72,David Bingham/David-Bingham,us USA,GK,LA Galaxy,29,1989,33,20.6,31.2,66.1,805.4,607.2,0.06,0.09,66.7,7.06,7.09,99.6,13.5,24,56.3,0,0,0,0.06,0.91,0.03,0,0.06,Matches
73,Steve Birnbaum/Steve-Birnbaum,us USA,DF,D.C. United,28,1991,33.7,34.2,41.5,82.4,704.4,301.8,0.15,0.42,35.7,24.8,28,88.5,9.23,13,70.8,0,0.01,-0.01,0.21,2.05,0.06,0,3.32,Matches
74,José Bizama/Jose-Bizama,cl CHI,DF,Houston,24,1994,3.9,35.9,47.7,75.3,634.6,203.1,0.77,2.31,33.3,28.5,34.4,82.8,6.67,11,60.5,0,0,0,0,3.08,0,0,3.59,Matches
75,Tristan Blackmon/Tristan-Blackmon,us USA,DF,Los Angeles FC,22,1996,15.3,58.3,65.4,89.2,1079,430.5,0.65,1.57,41.7,46.5,50,93.1,11.1,13.8,80.6,0.26,0.1,0.16,0.92,5.62,0.52,0.07,5.95,Matches
