"Team","TotalTackles","DribbledPast","TotalAttemptedTackles","Interceptions","Fouled","Fouls","Yellow","Red","CaughtOffside","Clearances","ShotsBlocked","CrossesBlocked","PassesBlocked","TotalSaves","SixYardBoxSaves","PenaltyAreaSaves","OutOfBoxSaves","TotalShots","OutOfBoxShots","SixYardBoxShots","PenaltyAreaShots","TotalGoals","SixYardBoxGoals","PenaltyAreaGoals","OutOfBoxGoals","Unsuccessful","Successful","TotalDribbles","UnsuccessfulTouches","Dispossessed","TotalAerial","AerialWon","AerialLost","TotalPasses","AccLB","InAccLB","AccSP","InAccSP","TotalKeyPasses","LongKeyPasses","ShortKeyPasses","CrossAss","CornerAss","ThroughballAss","FreekickAss","OtherAss","TotalAss","OpenPlayShots","CounterShots","SetPieceShots","PenaltyShots","CrossKP","CornerKP","ThroughballKP","FreekickKP","ThrowinKP","OtherKP","League","percOppThird","percMiddleThird","attackMiddle","percOutofBoxShots","percSixYardBoxShots","percPenaltyAreaShots","percOutofBoxGoals","percSixYardBoxGoals","percPenaltyAreaGoals","percAerial","TotalLB","accLB","percLB","TotalSP","accSP","percLongKeyPasses","percCrossAss","percCornerAss","percThroughballAss","percFreekickAss","percSetPieceAss","percDribbles","percSetPieceShots","percCounterShots","percLongKP","percTBKP","percCrossKP","percSetPieceKP","team"
"Fiorentina",15.7,11.2,26.9,9.3,13.3,14.6,2.5,0.2,1.4,17.1,2.6,1.9,6.3,3.1,0.1,1.7,1.3,14.5,5.7,0.9,7.8,1.2,0.1,0.9,0.2,5.7,11,16.7,15.5,10.2,28.3,13.7,14.5,400.1,24.9,26.9,297,51.2,10.8,2.2,8.7,0.2,0.1,0,0,0.4,0.7,9.5,0.5,4.3,0.3,2.8,1,0.2,0.8,0,7.4,"Serie A",29,44,25,0.393103448275862,0.0620689655172414,0.537931034482759,0.166666666666667,0.0833333333333333,0.75,0.484098939929329,51.8,0.480694980694981,0.129467633091727,348.2,0.85295807007467,0.203703703703704,0.285714285714286,0.142857142857143,0,0,0.142857142857143,0.658682634730539,0.311594202898551,0.0526315789473684,0.203703703703704,0.0192307692307692,0.269230769230769,0.166666666666667,"Fiorentina"
"Cagliari",14.8,10.4,25.2,8.5,11.5,14.6,2.9,0.1,1.5,21.4,4.4,2.6,7.2,3.4,0.2,2.2,1,12,5.5,0.7,5.8,1.6,0.2,1,0.4,5.6,8.7,14.4,14.8,9.2,33.9,15,18.8,414.3,30.1,28.7,304.4,51.1,9.4,1.2,8.2,0.4,0,0.1,0,0.5,1,9.2,0.5,2.2,0.2,2.4,0.7,0.2,0.3,0.2,6.5,"Serie A",25,45,26,0.458333333333333,0.0583333333333333,0.483333333333333,0.25,0.125,0.625,0.442477876106195,58.8,0.511904761904762,0.141926140477915,355.5,0.856258790436006,0.127659574468085,0.4,0,0.1,0,0,0.604166666666667,0.192982456140351,0.0543478260869565,0.127659574468085,0.021978021978022,0.263736263736264,0.106382978723404,"Cagliari"
"Bologna",15.6,10.5,26.1,10.7,15,15.5,3.2,0.2,2.1,16.8,3.5,1.7,6.7,2.8,0.2,1.7,1,14.6,5.7,1.4,7.5,1.5,0.4,0.8,0.1,7.5,8.6,16.1,16.2,8.9,38.7,19.3,19.3,439.6,24.8,26.3,332.2,56.2,11,1.6,9.4,0.2,0,0,0,0.6,0.9,10.8,0.5,3.1,0.2,2.4,0.8,0.3,0.4,0,8,"Serie A",29,45,25,0.39041095890411,0.0958904109589041,0.513698630136986,0.0666666666666667,0.266666666666667,0.533333333333333,0.498708010335917,51.1,0.4853228962818,0.116242038216561,388.4,0.855303810504634,0.145454545454545,0.222222222222222,0,0,0,0,0.53416149068323,0.223021582733813,0.0462962962962963,0.145454545454545,0.0280373831775701,0.224299065420561,0.109090909090909,"Bologna"
"Udinese",16.2,8.9,25,10,11.5,13.6,2.1,0.1,1.8,20.4,4,1.7,7.6,3.3,0.1,2,1.2,13.1,5.5,0.7,7,0.8,0.1,0.6,0.1,5.3,10.2,15.5,14.3,9.3,29.7,14,15.8,396.6,25,29.1,292.7,49.8,10,1.4,8.6,0.2,0,0,0,0.3,0.5,9.5,0.7,2.9,0,2.4,0.5,0.3,0.3,0,7.1,"Serie A",25,47,26,0.419847328244275,0.0534351145038168,0.534351145038168,0.125,0.125,0.75,0.471380471380471,54.1,0.462107208872458,0.136409480584972,342.5,0.854598540145985,0.14,0.4,0,0,0,0,0.658064516129032,0.233870967741935,0.0736842105263158,0.14,0.0306122448979592,0.244897959183673,0.08,"Udinese"
"Sampdoria",17,10.6,27.6,10.2,12.2,15,2.8,0.2,1.9,17.3,2.7,1.8,7.4,2.8,0.1,1.8,0.9,14.8,6.8,0.5,7.5,1.1,0,0.9,0.2,5.1,8.4,13.6,14.4,8.4,34,15.9,18.1,367.8,23.3,30.4,258.8,55.3,10.4,1.3,9.1,0.2,0,0,0,0.4,0.6,10.5,0.3,3.7,0.3,2.6,0.8,0.2,0.3,0.2,7.2,"Serie A",29,45,29,0.459459459459459,0.0337837837837838,0.506756756756757,0.181818181818182,0,0.818181818181818,0.467647058823529,53.7,0.43389199255121,0.146003262642741,314.1,0.823941419929959,0.125,0.333333333333333,0,0,0,0,0.617647058823529,0.26056338028169,0.0285714285714286,0.125,0.02,0.26,0.105769230769231,"Sampdoria"
"Genoa",15.1,10.5,25.6,10.1,13.9,15.7,2.8,0.3,1.4,20.5,4,1.7,6.9,3.8,0.3,1.8,1.8,12,5.1,0.9,6,1.2,0.2,0.8,0.2,6,9.2,15.2,14.6,9.5,31.6,16.3,15.3,433.2,25.3,27.7,327.1,53.2,8.2,1.3,6.9,0.2,0,0,0,0.5,0.8,7.9,0.3,3.4,0.3,2.3,0.5,0.1,0.2,0,5.7,"Serie A",26,43,27,0.425,0.075,0.5,0.166666666666667,0.166666666666667,0.666666666666667,0.515822784810127,53,0.477358490566038,0.122345337026777,380.3,0.860110439127005,0.158536585365854,0.25,0,0,0,0,0.605263157894737,0.300884955752212,0.0379746835443038,0.158536585365854,0.0123456790123457,0.283950617283951,0.0853658536585366,"Genoa"
"Lecce",14.2,11.6,25.8,10.2,13.8,13.4,2.7,0.2,1.6,21.3,4,2,6.6,4.5,0.3,2.8,1.3,13.4,6,0.8,6.6,1.3,0.3,0.7,0.3,4.3,8,12.3,13,9.1,28.2,13.2,15,391.5,31.2,27,282.5,50.9,10,1.3,8.7,0.2,0,0,0,0.5,0.7,10,0.5,2.6,0.3,2.3,0.2,0.2,0.5,0.2,7.1,"Serie A",23,43,25,0.447761194029851,0.0597014925373134,0.492537313432836,0.230769230769231,0.230769230769231,0.538461538461538,0.468085106382979,58.2,0.536082474226804,0.148659003831418,333.4,0.847330533893221,0.13,0.285714285714286,0,0,0,0,0.650406504065041,0.206349206349206,0.05,0.13,0.0208333333333333,0.239583333333333,0.07,"Lecce"
"SPAL 2013",15,9.3,24.3,9.8,14.3,15,2.8,0.1,1.6,19,4.3,1.2,5.7,4,0.1,2.5,1.5,13.3,5.7,0.6,7.1,0.8,0.1,0.6,0.1,4,9.5,13.6,13.4,10.7,30.5,15.3,15.2,392,26,28.8,288.8,48.5,9.5,1.4,8,0.1,0,0,0,0.3,0.4,9.2,0.1,3.8,0.3,3,1.1,0.2,0.7,0.2,5.9,"Serie A",25,44,25,0.428571428571429,0.0451127819548872,0.533834586466165,0.125,0.125,0.75,0.501639344262295,54.8,0.474452554744526,0.139795918367347,337.3,0.856211088052179,0.147368421052632,0.25,0,0,0,0,0.698529411764706,0.292307692307692,0.0108695652173913,0.147368421052632,0.021978021978022,0.32967032967033,0.189473684210526,"SPAL 2013"
"Brescia",14.2,8.5,22.7,9.3,15.8,13.2,2.4,0.2,2.3,23.5,5,2.3,6,3.9,0.2,2.3,1.3,10.7,4.3,0.9,5.4,0.8,0.3,0.4,0.2,4.3,7.6,12,15,8.9,31,15.3,15.7,334.5,21,28.3,227.5,57.7,7,1.5,5.5,0.2,0.1,0,0,0.3,0.5,6.6,0.4,3.5,0.1,2.2,0.9,0.2,0.6,0.1,4.2,"Serie A",25,43,24,0.401869158878505,0.0841121495327103,0.504672897196262,0.25,0.375,0.5,0.493548387096774,49.3,0.425963488843813,0.147384155455904,285.2,0.797685834502104,0.214285714285714,0.4,0.2,0,0,0.2,0.633333333333333,0.346534653465347,0.0606060606060606,0.214285714285714,0.0303030303030303,0.333333333333333,0.214285714285714,"Brescia"
"Bayern Munich",14.8,8.5,23.3,9.5,10.8,9,1.7,0.1,2.2,9.9,2.3,1.4,5.8,2.4,0.2,1.3,0.9,18.8,5.8,1.8,11.2,2.9,0.4,2.1,0.4,8.3,15.4,23.7,15.2,9.2,26.1,14,12.2,673.4,39.6,20.4,549.4,64,14.7,2.1,12.6,0.6,0.2,0.4,0,1.3,2.3,14.3,0.4,3.9,0.2,4.3,1.3,0.8,0.4,0,9.2,"Bundesliga",34,42,26,0.308510638297872,0.0957446808510638,0.595744680851064,0.137931034482759,0.137931034482759,0.724137931034483,0.53639846743295,60,0.66,0.0891000891000891,613.4,0.895663514835344,0.142857142857143,0.260869565217391,0.0869565217391304,0.173913043478261,0,0.0869565217391304,0.649789029535865,0.214285714285714,0.027972027972028,0.142857142857143,0.055944055944056,0.300699300699301,0.115646258503401,"Bayern Munich"
"Borussia Dortmund",15.3,8.2,23.5,10.7,9.8,8.8,1,0,1.7,12.8,2.4,1.1,7.8,1.7,0.2,0.9,0.6,13.8,4.4,0.9,8.5,2.7,0.6,2,0.2,9.4,13.8,23.2,14.4,10.1,22.5,11.6,11,659.3,30.9,24.1,540,64.3,11.2,1.4,9.8,0.4,0.1,0.3,0,1.6,2.4,9.8,0.8,3.1,0.1,2.3,1.2,0.6,0.3,0,8.1,"Bundesliga",28,46,21,0.318840579710145,0.0652173913043478,0.615942028985507,0.0740740740740741,0.222222222222222,0.740740740740741,0.515555555555556,55,0.561818181818182,0.0834218110116791,604.3,0.893595896078107,0.125,0.166666666666667,0.0416666666666667,0.125,0,0.0416666666666667,0.594827586206897,0.24031007751938,0.0816326530612245,0.125,0.0545454545454545,0.209090909090909,0.133928571428571,"Borussia Dortmund"
"RasenBallsport Leipzig",18.8,11.5,30.3,11.1,10.6,10.9,1.4,0,2.6,16.4,2.7,1.6,9.6,2.6,0.2,1.7,0.7,16.3,5.4,1.3,9.6,2.5,0.6,1.4,0.5,7.1,12.1,19.2,17,8.8,29.6,15.4,14.2,534.4,25.6,25.6,412.6,70.5,12.6,2.1,10.5,0.4,0.2,0.1,0,1.1,1.6,11.1,0.8,4.2,0.2,3.4,1.5,0.4,0.4,0,8.7,"Bundesliga",30,46,27,0.331288343558282,0.0797546012269939,0.588957055214724,0.2,0.24,0.56,0.52027027027027,51.2,0.5,0.0958083832335329,483.1,0.854067480852825,0.166666666666667,0.25,0.125,0.0625,0,0.125,0.630208333333333,0.274509803921569,0.0720720720720721,0.166666666666667,0.032,0.272,0.150793650793651,"RasenBallsport Leipzig"
"Borussia M.Gladbach",16.7,10.9,27.6,12.4,12.8,12.6,2.3,0.1,2.7,16.8,3.5,1.5,8.6,3.6,0,2.5,1,13.7,4,1.2,8.5,2,0.4,1.4,0.1,8,12.6,20.5,14.4,9.5,35.2,17.4,17.7,465.6,26.5,26,350,63.1,10.2,1.8,8.4,0.4,0,0.1,0.2,1,1.6,9.2,0.6,3.7,0.2,2.5,0.7,0.6,0.9,0,6.6,"Bundesliga",28,43,26,0.291970802919708,0.0875912408759124,0.62043795620438,0.05,0.2,0.7,0.494318181818182,52.5,0.504761904761905,0.112757731958763,413.1,0.847252481239409,0.176470588235294,0.25,0,0.0625,0.125,0.125,0.614634146341463,0.286821705426357,0.0652173913043478,0.176470588235294,0.0618556701030928,0.257731958762887,0.156862745098039,"Borussia M.Gladbach"
"Bayer Leverkusen",17.2,9.4,26.6,10.4,10.4,11.3,1.5,0.2,2.8,13.8,1.9,0.9,9,3,0.2,1.8,1,15.5,5.2,1.3,9,1.8,0.5,1,0.2,7.5,13.4,20.9,17.4,11.3,31,16.2,14.8,617.8,32.7,29.6,491,64.5,12.4,2.2,10.2,0.4,0.1,0.2,0,0.8,1.5,10.4,1.1,4,0,3.2,1.4,0.5,0.3,0.2,8.2,"Bundesliga",26,48,26,0.335483870967742,0.0838709677419355,0.580645161290323,0.111111111111111,0.277777777777778,0.555555555555556,0.52258064516129,62.3,0.524879614767255,0.100841696341858,555.5,0.883888388838884,0.17741935483871,0.266666666666667,0.0666666666666667,0.133333333333333,0,0.0666666666666667,0.641148325358852,0.277777777777778,0.105769230769231,0.17741935483871,0.0420168067226891,0.26890756302521,0.137096774193548,"Bayer Leverkusen"
"Wolfsburg",17.6,10.8,28.4,11.2,12,14.3,1.7,0.1,2.4,18.8,2.6,1.9,8.4,3.3,0.2,2.2,0.9,13.9,5.5,0.6,7.8,1.4,0.3,0.8,0.3,7.8,10.5,18.3,16,11.1,39.1,19.6,19.4,417.2,30.9,35.4,284.1,66.8,10.7,2.3,8.4,0.2,0,0.1,0,0.7,1,8.6,0.6,4.5,0.1,3,1.2,0.4,0.7,0.1,6.8,"Bundesliga",29,43,25,0.39568345323741,0.0431654676258993,0.561151079136691,0.214285714285714,0.214285714285714,0.571428571428572,0.501278772378517,66.3,0.46606334841629,0.158916586768936,350.9,0.809632373895697,0.214953271028037,0.2,0,0.1,0,0,0.573770491803279,0.343511450381679,0.0697674418604651,0.214953271028037,0.0392156862745098,0.294117647058824,0.177570093457944,"Wolfsburg"
"Eintracht Frankfurt",17.8,11.5,29.2,11,10.6,12,1.8,0.1,1.9,15.3,3.1,1.7,8.6,3.6,0,2.1,1.5,15,4.8,1.5,8.7,1.6,0.6,0.9,0,6,9.7,15.7,15.8,8.6,39.8,19.9,19.8,407.1,31.1,34.8,274.2,67.1,11.3,2.6,8.6,0.6,0.2,0,0,0.6,1.2,10,0.5,4.5,0,4.3,1.3,0.2,0.5,0,6.5,"Bundesliga",30,44,26,0.32,0.1,0.58,0,0.375,0.5625,0.5,65.9,0.471927162367223,0.161876688774257,341.3,0.803398769411075,0.230088495575221,0.5,0.166666666666667,0,0,0.166666666666667,0.617834394904459,0.310344827586207,0.05,0.230088495575221,0.0181818181818182,0.390909090909091,0.15929203539823,"Eintracht Frankfurt"
"FC Koln",18.4,11.5,29.9,13.6,12.5,13.8,2.4,0.1,2.3,20.1,3.2,1.6,8.6,2.5,0,1.2,1.4,13,4.4,1.2,7.4,1.6,0.4,0.9,0.2,5.7,8.2,13.9,16,9,39.9,20.4,19.4,387.6,32.6,32.5,262.1,60.4,9.8,1.4,8.4,0.4,0.1,0.2,0.1,0.6,1.2,8.2,0.7,4.1,0,3,0.8,0.4,0.6,0.1,6.2,"Bundesliga",27,45,28,0.338461538461538,0.0923076923076923,0.569230769230769,0.125,0.25,0.5625,0.511278195488722,65.1,0.500768049155146,0.167956656346749,322.5,0.812713178294574,0.142857142857143,0.333333333333333,0.0833333333333333,0.166666666666667,0.0833333333333333,0.166666666666667,0.589928057553957,0.333333333333333,0.0853658536585366,0.142857142857143,0.0416666666666667,0.3125,0.142857142857143,"FC Koln"
"Schalke 04",17,11.4,28.4,11.7,11.1,11.4,1.7,0,2.4,18.4,3.6,1,10.4,3.6,0.1,2.2,1.3,11.7,4.6,0.5,6.6,1.3,0.2,0.8,0.2,7.9,11.9,19.8,18.8,12.4,37.2,19,18.2,434.8,28.2,34.4,312,60.2,8.5,1.6,6.9,0.1,0,0,0,0.7,0.8,7.7,0.6,3.4,0,2.2,1,0.3,0.6,0,5.8,"Bundesliga",28,43,24,0.393162393162393,0.0427350427350427,0.564102564102564,0.153846153846154,0.153846153846154,0.615384615384615,0.510752688172043,62.6,0.450479233226837,0.143974241030359,372.2,0.838259000537346,0.188235294117647,0.125,0,0,0,0,0.601010101010101,0.306306306306306,0.0779220779220779,0.188235294117647,0.036144578313253,0.265060240963855,0.188235294117647,"Schalke 04"
"Union Berlin",16.3,10.4,26.7,13,10.5,15.6,2,0.2,1.9,21.7,3.4,1.8,8.4,3.5,0.3,2.1,1.2,12.6,4.7,1,6.8,1.3,0.2,0.8,0.2,5.6,7.9,13.5,15.3,7.9,53.4,28.2,25.2,357.3,30.5,40.7,219.3,66.8,8.7,1.8,7,0.3,0.2,0,0.1,0.5,0.8,7.4,0.5,4.4,0.2,2.8,1,0.1,0.7,0,5.4,"Bundesliga",28,44,24,0.373015873015873,0.0793650793650794,0.53968253968254,0.153846153846154,0.153846153846154,0.615384615384615,0.528089887640449,71.2,0.428370786516854,0.199272320179121,286.1,0.76651520447396,0.206896551724138,0.375,0.25,0,0.125,0.375,0.585185185185185,0.372881355932203,0.0675675675675676,0.206896551724138,0.0120481927710843,0.337349397590361,0.195402298850575,"Union Berlin"
"Freiburg",13.6,9.8,23.5,9.8,12.9,9.6,1.3,0.1,1.4,21.9,4.7,2,7.5,4,0.1,2.4,1.6,13.4,4.6,1.3,7.5,1.4,0.3,0.7,0.2,5.8,7.4,13.2,15.2,8.3,40.9,19.6,21.3,421,30,35.5,299,56.5,9.7,2,7.7,0.2,0.1,0.1,0.1,0.4,0.8,8.6,0.2,4.4,0.2,3.4,1.1,0.6,0.6,0.1,5.4,"Bundesliga",26,42,26,0.343283582089552,0.0970149253731343,0.559701492537313,0.142857142857143,0.214285714285714,0.5,0.47921760391198,65.5,0.458015267175573,0.155581947743468,355.5,0.841068917018284,0.206185567010309,0.25,0.125,0.125,0.125,0.25,0.560606060606061,0.338461538461538,0.0232558139534884,0.206185567010309,0.0638297872340425,0.361702127659574,0.175257731958763,"Freiburg"
"Hoffenheim",16.2,10.5,26.7,9.5,12,11,1.9,0,1.9,19.5,3.4,1.6,7.3,3.5,0.1,2.4,1,12.6,4.2,1,7.5,1.4,0.2,0.9,0.2,5.9,8.8,14.8,14,10.6,33.8,17.3,16.4,490,26.8,30.8,374.2,58.2,9.7,2.7,7,0.4,0.2,0.1,0,0.5,1,7.7,0.6,4.3,0.1,3.5,1.4,0.3,0.6,0,5.7,"Bundesliga",24,45,26,0.333333333333333,0.0793650793650794,0.595238095238095,0.142857142857143,0.142857142857143,0.642857142857143,0.511834319526627,57.6,0.465277777777778,0.117551020408163,432.4,0.865402405180389,0.278350515463918,0.4,0.2,0.1,0,0.2,0.594594594594595,0.358333333333333,0.0779220779220779,0.278350515463918,0.0315789473684211,0.368421052631579,0.206185567010309,"Hoffenheim"
"Hertha Berlin",16.6,9.2,25.8,12,11,13.1,2,0.1,1.3,22.2,3.4,1.8,7.9,3.7,0.2,2.1,1.4,10.8,3.9,0.6,6.2,1.3,0.1,0.9,0.2,5.3,10.8,16.1,16.2,10.6,36.3,19.7,16.6,398.6,33.4,33.6,272.8,58.7,8,1.5,6.6,0.3,0.1,0,0,0.6,1,7,0.6,3.1,0,2.6,0.8,0.1,0.6,0,5.2,"Bundesliga",24,47,26,0.361111111111111,0.0555555555555556,0.574074074074074,0.153846153846154,0.0769230769230769,0.692307692307692,0.542699724517906,67,0.498507462686567,0.168088309081786,331.5,0.822926093514329,0.1875,0.3,0.1,0,0,0.1,0.670807453416149,0.306930693069307,0.0857142857142857,0.1875,0.0126582278481013,0.329113924050633,0.175,"Hertha Berlin"
"Mainz 05",18.3,9.7,28,10.9,10.8,13.6,2,0.1,2,21.1,3.1,1.7,9,3.6,0.2,1.8,1.6,13.6,6,0.7,6.9,1.4,0.2,0.9,0.1,6.4,10.6,17,18.4,10,36,17,19.1,359,24.7,33.6,242.9,57.8,10.1,1.6,8.4,0.2,0.1,0.2,0,0.7,1,8.9,0.6,4.1,0.1,2.8,1,0.4,0.6,0.1,6.6,"Bundesliga",28,43,29,0.441176470588235,0.0514705882352941,0.507352941176471,0.0714285714285714,0.142857142857143,0.642857142857143,0.472222222222222,58.3,0.423670668953688,0.162395543175487,300.7,0.807781842367808,0.158415841584158,0.2,0.1,0.2,0,0.1,0.623529411764706,0.315384615384615,0.0674157303370786,0.158415841584158,0.0408163265306122,0.285714285714286,0.158415841584158,"Mainz 05"
"Paderborn",20.4,13.5,33.9,10.6,10.2,12.6,2.3,0.1,2,22.4,3.4,2.1,9.6,3.2,0.2,2.2,0.7,12.6,5.6,0.7,6.2,1.2,0.3,0.6,0.2,9.6,12.3,21.9,19.2,10.9,32.2,14.6,17.6,394.2,26,29.3,278.4,60.4,9,2.2,6.8,0.2,0,0,0,0.6,0.9,8,0.7,3.7,0.1,1.7,0.6,0.2,0.4,0.2,6.8,"Bundesliga",27,41,22,0.444444444444444,0.0555555555555556,0.492063492063492,0.166666666666667,0.25,0.5,0.453416149068323,55.3,0.470162748643761,0.140284119736175,338.8,0.82172373081464,0.244444444444444,0.222222222222222,0,0,0,0,0.561643835616438,0.316239316239316,0.0875,0.244444444444444,0.0229885057471264,0.195402298850575,0.111111111111111,"Paderborn"
"Augsburg",15,10.3,25.3,13.4,10.6,11.4,1.8,0.1,2.6,22.1,3.4,1.6,7,3,0.2,1.6,1.2,10.9,4.5,0.7,5.7,1.4,0.3,0.8,0.3,6.4,6.6,13,14.7,8.5,32.6,15.2,17.3,308,22,38.6,191.9,55.5,8,1.6,6.3,0.2,0,0.1,0,0.6,1,7.4,0.4,3,0.2,1.9,0.8,0.3,0.4,0.1,5.5,"Bundesliga",27,44,23,0.412844036697248,0.0642201834862385,0.522935779816514,0.214285714285714,0.214285714285714,0.571428571428572,0.466257668711656,60.6,0.363036303630363,0.196753246753247,247.4,0.775666936135813,0.2,0.2,0,0.1,0,0,0.507692307692308,0.288461538461538,0.0540540540540541,0.2,0.038961038961039,0.246753246753247,0.15,"Augsburg"
"Fortuna Duesseldorf",14.8,10.6,25.4,10.7,12.6,12.4,2.5,0,1.8,17.2,3.3,2,7,3.7,0.2,2.3,1.2,12.4,6,0.5,5.9,1.1,0.2,0.8,0.1,6.2,8.2,14.5,14.4,7.7,36.3,16.9,19.4,381.1,34.3,32.6,258.2,55.9,8.6,2.2,6.4,0.3,0.1,0.1,0,0.4,0.8,8.2,0.4,3.7,0.1,2.6,0.8,0.2,0.6,0.2,5.4,"Bundesliga",27,46,24,0.483870967741935,0.0403225806451613,0.475806451612903,0.0909090909090909,0.181818181818182,0.727272727272727,0.465564738292011,66.9,0.51270553064275,0.17554447651535,314.1,0.822031200254696,0.255813953488372,0.375,0.125,0.125,0,0.125,0.56551724137931,0.310924369747899,0.0487804878048781,0.255813953488372,0.024390243902439,0.317073170731707,0.162790697674419,"Fortuna Duesseldorf"
"Werder Bremen",15.5,10.2,25.7,12.1,13,12.6,2.1,0.1,1.5,21,3.6,2.4,6.9,3.1,0.1,1.7,1.3,12.9,5.2,0.6,7.1,1.1,0.2,0.6,0.2,5.9,7.7,13.6,16.8,10.7,36.7,17.2,19.5,448.7,26.5,30.3,327.1,64.8,9.6,1.8,7.9,0.3,0.1,0.1,0,0.4,0.8,9.2,0.4,3.2,0.2,2.6,1,0.1,0.5,0,6.7,"Bundesliga",25,45,29,0.403100775193798,0.0465116279069767,0.550387596899225,0.181818181818182,0.181818181818182,0.545454545454545,0.46866485013624,56.8,0.466549295774648,0.126587920659684,391.9,0.834651696861444,0.1875,0.375,0.125,0.125,0,0.125,0.566176470588235,0.258064516129032,0.0434782608695652,0.1875,0.0106382978723404,0.276595744680851,0.15625,"Werder Bremen"
"Real Madrid",16,10.6,26.6,10.7,11.9,12.9,2,0.1,2.1,14.2,2,1.9,7.2,1.9,0.1,1.3,0.4,16.1,6.4,1.3,8.4,1.8,0.3,1.3,0.2,7.4,12.5,19.9,14.4,8.3,27.3,15.9,11.4,562.6,40.3,22.2,446.5,53.6,12.6,2.3,10.3,0.3,0,0,0.1,1,1.4,11.5,0.4,4,0.2,3.2,0.9,0.5,0.4,0.1,8.6,"La Liga",32,43,24,0.397515527950311,0.0807453416149068,0.521739130434783,0.111111111111111,0.166666666666667,0.722222222222222,0.582417582417582,62.5,0.6448,0.111091361535727,500.1,0.892821435712857,0.182539682539683,0.214285714285714,0,0,0.0714285714285714,0.0714285714285714,0.628140703517588,0.258064516129032,0.0347826086956522,0.182539682539683,0.040650406504065,0.260162601626016,0.103174603174603,"Real Madrid"
"Barcelona",14.7,7.5,22.2,9.1,13.6,11.2,2.3,0.2,2.4,13.4,2.3,1.2,5.7,2.1,0.1,1,0.9,12.7,4.2,0.7,7.8,2.3,0.2,1.7,0.4,6.9,14,20.9,12.7,9.4,21.9,11.8,10,684.3,30.1,17,574.5,62.7,10,0.9,9.1,0.1,0,0.4,0.1,1.1,1.7,9.8,0.5,2.3,0.1,1.1,0.5,0.9,0.3,0,7.8,"La Liga",30,44,31,0.330708661417323,0.0551181102362205,0.614173228346457,0.173913043478261,0.0869565217391304,0.739130434782609,0.538812785388128,47.1,0.639065817409766,0.0688294607628233,637.2,0.901600753295668,0.09,0.0588235294117647,0,0.235294117647059,0.0588235294117647,0.0588235294117647,0.669856459330144,0.190082644628099,0.0510204081632653,0.09,0.0918367346938775,0.112244897959184,0.08,"Barcelona"
"Sevilla",16,10.3,26.3,8.9,12.3,14.3,2.7,0,2.6,18.1,2.1,1.4,6.5,1.9,0.1,0.9,0.9,13.1,3.8,1.1,8.2,1.4,0.4,0.9,0.1,7.1,11.2,18.4,14.5,9.3,40,20.4,19.7,508.7,39.4,31.1,378.7,59.5,9.6,2.4,7.2,0.2,0.1,0.1,0.1,0.6,1,8.4,0.6,4,0.1,3.6,1.1,0.4,0.3,0,5.4,"La Liga",29,43,23,0.290076335877863,0.083969465648855,0.625954198473282,0.0714285714285714,0.285714285714286,0.642857142857143,0.51,70.5,0.55886524822695,0.138588559072145,438.2,0.864217252396166,0.25,0.2,0.1,0.1,0.1,0.2,0.608695652173913,0.32258064516129,0.0714285714285714,0.25,0.0425531914893617,0.382978723404255,0.145833333333333,"Sevilla"
"Atletico Madrid",16.9,9.3,26.1,10.9,13.2,13.9,2.3,0.1,3,18.3,2.9,1.7,7.4,2.2,0.2,0.8,1.3,12.1,4.1,1,7.1,1.1,0.2,0.8,0.1,5.5,9.5,15,15.1,9.5,43,23.1,19.8,412.4,25.2,32.5,297.4,57.2,8.9,1.8,7.1,0.2,0,0.2,0,0.4,0.9,7.9,0.4,3.6,0.1,2.7,1.1,0.6,0.6,0.1,5.2,"La Liga",27,47,27,0.338842975206612,0.0826446280991736,0.586776859504132,0.0909090909090909,0.181818181818182,0.727272727272727,0.537209302325581,57.7,0.436741767764298,0.139912706110572,354.6,0.838691483361534,0.202247191011236,0.222222222222222,0,0.222222222222222,0,0,0.633333333333333,0.31304347826087,0.0506329113924051,0.202247191011236,0.0705882352941176,0.317647058823529,0.191011235955056,"Atletico Madrid"
"Villarreal",15.3,9.7,25,8.5,11,12.6,2.3,0,1.9,21.1,3.4,1.4,6,3,0.1,1.6,1.3,14.1,5.3,0.9,7.9,1.6,0.3,1.1,0.2,7,12,19.1,15.2,8.1,33.3,15.9,17.5,475.2,36.1,29.4,354.2,55.4,10.8,1.9,8.9,0.1,0,0.1,0,0.9,1,10.3,0.7,2.8,0.3,2.3,0.7,0.6,0.1,0.1,7.7,"La Liga",27,44,25,0.375886524822695,0.0638297872340426,0.560283687943262,0.125,0.1875,0.6875,0.477477477477478,65.5,0.551145038167939,0.1378367003367,409.6,0.86474609375,0.175925925925926,0.1,0,0.1,0,0,0.628272251308901,0.213740458015267,0.0679611650485437,0.175925925925926,0.0566037735849057,0.216981132075472,0.0740740740740741,"Villarreal"
