"Team"	"TotalTackles"	"DribbledPast"	"TotalAttemptedTackles"	"R"	"Interceptions"	"Fouled"	"Fouls"	"Yellow"	"Red"	"CaughtOffside"	"Clearances"	"ShotsBlocked"	"CrossesBlocked"	"PassesBlocked"	"TotalSaves"	"SixYardBoxSaves"	"PenaltyAreaSaves"	"OutOfBoxSaves"	"TotalShots"	"OutOfBoxShots"	"SixYardBoxShots"	"PenaltyAreaShots"	"TotalGoals"	"SixYardBoxGoals"	"PenaltyAreaGoals"	"OutOfBoxGoals"	"Unsuccessful"	"Successful"	"TotalDribbles"	"UnsuccessfulTouches"	"Dispossessed"	"TotalAerial"	"AerialWon"	"AerialLost"	"TotalPasses"	"AccLB"	"InAccLB"	"AccSP"	"InAccSP"	"TotalKeyPasses"	"LongKeyPasses"	"ShortKeyPasses"	"CrossAss"	"CornerAss"	"ThroughballAss"	"FreekickAss"	"OtherAss"	"TotalAss"	"OpenPlayShots"	"CounterShots"	"SetPieceShots"	"PenaltyShots"	"CrossKP"	"CornerKP"	"ThroughballKP"	"FreekickKP"	"ThrowinKP"	"OtherKP"	"League"	"SA"	"Tackles.pg"	"Ints.pg"	"Fouls.pg"	"Offsides"	"GF"	"Discipline"	"Possesion"	"percPass"	"AerialsWon"	"percOppThird"	"percMiddleThird"	"attackMiddle"	"npxG"	"npxGA"	"ppda_coef"	"oppda_coef"	"deep"	"deep_allowed"	"xG_diff"	"xGA_diff"	"xGA"	"xG"	"FastSF"	"FastSA"	"FastGF"	"FastGA"	"FastxG"	"FastxGA"	"FastxGperShot"	"FastxGAperShot"	"NormalSF"	"NormalSA"	"NormalGF"	"NormalGA"	"NormalxG"	"NormalxGA"	"NormalxGperShot"	"NormalxGAperShot"	"StandardSF"	"StandardSA"	"StandardGF"	"StandardGA"	"StandardxG"	"StandardxGA"	"StandardxGperShot"	"StandardxGAperShot"	"SlowSF"	"SlowSA"	"SlowGF"	"SlowGA"	"SlowxG"	"SlowxGA"	"SlowxGperShot"	"SlowxGAperShot"	"GP"	"GA"	"percOutofBoxShots"	"percSixYardBoxShots"	"percPenaltyAreaShots"	"percOutofBoxGoals"	"percSixYardBoxGoals"	"percPenaltyAreaGoals"	"percAerial"	"TotalLB"	"accLB"	"percLB"	"TotalSP"	"accSP"	"percLongKeyPasses"	"percCrossAss"	"percCornerAss"	"percThroughballAss"	"percFreekickAss"	"percSetPieceAss"	"percDribbles"	"percSetPieceShots"	"percCounterShots"	"percLongKP"	"percTBKP"	"percCrossKP"	"percSetPieceKP"	"xGper"	"xGdiffper"	"xGAper"	"xGAdiffper"	"SuccessDA"	"CounterDA"	"npXGAperShot"	"xGshot"
"Atletico Madrid"	16.9	9.3	26.1	4	10.9	13.2	13.9	2.3	0.1	3	18.3	2.9	1.7	7.4	2.2	0.2	0.8	1.3	12.1	4.1	1	7.1	1.1	0.2	0.8	0.1	5.5	9.5	15	15.1	9.5	43	23.1	19.8	412.4	25.2	32.5	297.4	57.2	8.9	1.8	7.1	0.2	0	0.2	0	0.4	0.9	7.9	0.4	3.6	0.1	2.7	1.1	0.6	0.6	0.1	5.2	"La Liga"	10.7	16.9	10.9	13.9	3	31	632	48.6	78.2	23.1	27	47	27	38.931025	21.321362	9.37398481524091	9.82962221268737	191	124	10.919552	1.807397	22.807397	41.919552	26	6	2	1	6.37291990406811	0.873574487864971	0.24511230400262	0.145595747977495	196	165	21	8	24.3816204089671	11.6920518041588	0.12439602249473	0.0708609200252051	95	96	7	10	11.2175689646974	9.85290985833853	0.118079673312604	0.102634477691026	10	19	1	2	0.606906308792531	1.45523158833385	0.0606906308792532	0.0765911362280971	27	21	0.338842975206612	0.0826446280991736	0.586776859504132	0.0909090909090909	0.181818181818182	0.727272727272727	0.537209302325581	57.7	0.436741767764298	0.139912706110572	354.6	0.838691483361534	0.202247191011236	0.222222222222222	0	0.222222222222222	0	0	0.633333333333333	0.31304347826087	0.0506329113924051	0.202247191011236	0.0705882352941176	0.317647058823529	0.191011235955056	1.552576	-0.404427851851852	0.844718407407407	-0.0669406296296297	27.8	0.0143884892086331	1.99265065420561	0.128312066115702
"Villarreal"	15.3	9.7	25	5	8.5	11	12.6	2.3	0	1.9	21.1	3.4	1.4	6	3	0.1	1.6	1.3	14.1	5.3	0.9	7.9	1.6	0.3	1.1	0.2	7	12	19.1	15.2	8.1	33.3	15.9	17.5	475.2	36.1	29.4	354.2	55.4	10.8	1.9	8.9	0.1	0	0.1	0	0.9	1	10.3	0.7	2.8	0.3	2.3	0.7	0.6	0.1	0.1	7.7	"La Liga"	13.6	15.3	8.5	12.6	1.9	44	610	53	82.1	15.9	27	44	25	41.76176	31.0183654	9.75924712576871	11.6086379557856	160	154	3.70786300000002	-0.967602999999997	37.032397	47.707863	17	17	5	1	3.30063631478697	2.12389626353979	0.19415507734041	0.12493507432587	263	221	25	20	29.9229994327761	20.7844038410112	0.113775663242495	0.0940470762036707	84	103	12	15	13.4490554044023	14.2679690942168	0.160107802433361	0.138523971788513	18	23	2	2	2.57536325510591	1.94511972554028	0.143075736394773	0.0845704228495774	27	38	0.375886524822695	0.0638297872340426	0.560283687943262	0.125	0.1875	0.6875	0.477477477477478	65.5	0.551145038167939	0.1378367003367	409.6	0.86474609375	0.175925925925926	0.1	0	0.1	0	0	0.628272251308901	0.213740458015267	0.0679611650485437	0.175925925925926	0.0566037735849057	0.216981132075472	0.0740740740740741	1.76695788888889	-0.13732825925926	1.37157025925926	0.035837148148148	23.8	0.0294117647058823	2.28076216176471	0.125316162332545
"Real Sociedad"	14.3	8.9	23.2	6	8.1	12	13.7	1.9	0	2	18.5	2.5	1.5	7.1	2.7	0.1	1.6	1	11.6	3.8	1.1	6.7	1.7	0.2	1.3	0.2	6.1	9.6	15.7	15	9.4	41	21.9	19.1	479.6	25.9	27.5	362.8	63.4	8.7	1	7.7	0.3	0	0.1	0	0.7	1.1	7.9	0.7	2.8	0.2	2.1	0.7	0.4	0.5	0	5.8	"La Liga"	11.3	14.3	8.1	13.7	2	45	511	54.5	81	21.9	28	44	27	38.082414	27.859941	8.46649601288179	11.8308016713975	190	161	-3.201458	-1.423794	31.576206	41.798542	25	19	3	3	3.78582786768675	3.32380855362862	0.15143311470747	0.174937292296243	191	185	30	19	25.1111871455796	18.0718040252104	0.13147218400827	0.0976854271632997	80	88	12	9	13.5600583776832	9.68891759775579	0.16950072972104	0.110101336338134	18	15	0	2	0.763835267163813	1.82947472622618	0.0424352926202118	0.121964981748412	27	33	0.327586206896552	0.0948275862068966	0.577586206896552	0.117647058823529	0.117647058823529	0.764705882352941	0.534146341463415	53.4	0.48501872659176	0.111342785654712	426.2	0.851243547630221	0.114942528735632	0.272727272727273	0	0.0909090909090909	0	0	0.611464968152866	0.261682242990654	0.0886075949367088	0.114942528735632	0.0481927710843373	0.253012048192771	0.137931034482759	1.54809414814815	0.118572518518518	1.16948911111111	0.052733111111111	22.4	0.03125	2.46548150442478	0.133456392081737
"Athletic Bilbao"	14.5	10.3	24.7	7	9.5	12.3	13.8	2.5	0	2.6	19.1	2	1.9	6.4	2.4	0.2	1.4	0.9	11.1	4.3	0.7	6.1	1.1	0.1	0.7	0.2	7.1	8.7	15.9	14.7	8.6	44.1	25.7	18.4	392.6	34.9	37	263.4	57.3	7.8	2	5.8	0.2	0	0	0.1	0.3	0.6	6.6	0.4	3.8	0.3	2.8	1.1	0.1	0.7	0	4.6	"La Liga"	9.6	14.5	9.5	13.8	2.6	29	671	49.4	76	25.7	29	44	21	23.396078	30.775818	8.84940054205178	10.0603964510732	91	135	0.409989000000003	10.005648	33.005648	29.409989	19	11	3	1	1.7346414104104	3.54901394248009	0.0912969163373897	0.322637631134553	160	153	13	13	14.2937596747652	17.8038274976425	0.0893359979672823	0.116364885605506	107	84	12	7	12.4699894208461	11.2232190277427	0.116541957204169	0.133609750330271	16	11	1	2	2.2132871709764	2.75951583590358	0.138330448186025	0.250865075991235	27	23	0.387387387387387	0.0630630630630631	0.549549549549549	0.181818181818182	0.0909090909090909	0.636363636363636	0.582766439909297	71.9	0.485396383866481	0.183138053998981	320.7	0.82132834424696	0.256410256410256	0.333333333333333	0	0	0.166666666666667	0.166666666666667	0.547169811320755	0.365384615384615	0.0606060606060606	0.256410256410256	0.0133333333333333	0.373333333333333	0.230769230769231	1.08925885185185	-0.0151847777777779	1.22243140740741	-0.370579555555556	24	0.0166666666666667	3.205814375	0.0981314280947614
"Valencia"	14	9.5	23.5	8	9.9	14.8	11.3	2.2	0.2	2.4	18.9	3.6	1.8	5.4	3.6	0	2.2	1.4	9.2	3.3	0.8	5.1	1.4	0.3	0.9	0.1	5.6	9.3	14.9	14.2	7.9	31.8	15.2	16.6	429.5	28.7	30.1	321.3	49.4	6.9	1.2	5.7	0.2	0	0.1	0.1	0.6	1	5.9	0.5	2.5	0.3	2	0.7	0.3	0.4	0	4.5	"La Liga"	15.2	14	9.9	11.3	2.4	38	595	48.8	81.5	15.2	24	43	27	30.65303	39.366006	13.7416795829298	10.1165600645423	164	192	-2.14414199999999	4.82553899999999	43.825539	35.855858	12	12	2	1	2.56523104943335	1.49201684445143	0.213769254119446	0.124334737037619	146	276	22	23	20.5138184204698	28.7728562727571	0.140505605619656	0.10424947924912	75	99	13	12	12.9395834058523	12.8697300422937	0.172527778744698	0.129997273154481	15	24	1	3	1.02541282074526	1.38244544994086	0.0683608547163506	0.0576018937475358	27	39	0.358695652173913	0.0869565217391304	0.554347826086957	0.0714285714285714	0.214285714285714	0.642857142857143	0.477987421383648	58.8	0.488095238095238	0.136903376018626	370.7	0.866738602643647	0.173913043478261	0.2	0	0.1	0.1	0.1	0.624161073825503	0.297619047619048	0.0847457627118644	0.173913043478261	0.0441176470588235	0.294117647058824	0.159420289855072	1.32799474074074	0.0794126666666662	1.62316811111111	-0.178723666666666	23.9	0.0209205020920502	2.58986881578947	0.144347254428341
"Getafe"	14.5	8.6	23.1	9	9.4	12.9	19	3.4	0.1	3	14.9	1.6	1.2	8.4	2.1	0.2	1.3	0.6	10.7	4	0.9	5.8	1.4	0.3	0.9	0.1	5.7	7.6	13.3	16.7	8.2	50	23.6	26.4	298.5	30	49.7	155.2	63.5	7.5	1.5	6	0.5	0.1	0	0	0.4	1	6.7	0.3	3.4	0.2	2.8	0.4	0.1	0.4	0	4.2	"La Liga"	7.4	14.5	9.4	19	3	37	933	45	62.1	23.6	34	44	23	31.109053	27.1057934	7.29326298001157	6.19257348508322	126	83	-2.17470200000001	3.5923504	28.5923504	34.825298	13	16	3	2	2.5246941652149	4.33729556947947	0.194207243478069	0.271080973092467	168	112	19	16	19.4059371845797	16.8698527715169	0.115511530860593	0.150623685459972	94	64	14	6	13.3655267301947	9.61289433017373	0.142186454576539	0.150201473908965	13	8	1	1	0.796698605641723	0.319057747721672	0.0612845081262864	0.039882218465209	27	25	0.373831775700935	0.0841121495327103	0.542056074766355	0.0714285714285714	0.214285714285714	0.642857142857143	0.472	79.7	0.376411543287327	0.267001675041876	218.7	0.709647919524463	0.2	0.5	0.1	0	0	0.1	0.571428571428571	0.336633663366337	0.0447761194029851	0.2	0.0140845070422535	0.394366197183099	0.106666666666667	1.28982585185185	0.0805445185185189	1.05897594074074	-0.133050014814815	23.9	0.0125523012552301	3.66294505405405	0.120544472135687
"Real Betis"	13.4	8.1	21.5	10	8.6	15.1	12.2	2.8	0.3	2.3	18.7	3.5	1.7	5.7	2.7	0.2	1.6	0.9	12.3	4.4	0.9	7.1	1.4	0.3	0.9	0.1	7.3	11.6	19	14.6	9.7	30.5	15.4	15.1	457.4	28.4	28.4	349.7	50.9	9.3	1.2	8.1	0.1	0.1	0	0	0.8	1	8.7	0.5	2.9	0.2	2.2	0.6	0.3	0.2	0	6.7	"La Liga"	12.6	13.4	8.6	12.2	2.3	38	757	54.1	82.7	15.4	27	42	24	31.054476	33.842654	10.9385273474885	10.4312855297306	162	158	-2.48610600000001	-2.46796800000001	40.532032	35.513894	21	22	5	1	4.44472609832883	3.16229846002534	0.211653623729944	0.143740839092061	202	200	18	26	18.5558493537828	22.6683352477849	0.0918606403652616	0.113341676238924	83	105	13	16	11.4260619468987	15.626258706674	0.137663396950587	0.148821511492133	26	14	2	0	1.38690622569993	0.632091720588505	0.0533425471423051	0.0451494086134647	27	43	0.357723577235772	0.0731707317073171	0.577235772357723	0.0714285714285714	0.214285714285714	0.642857142857143	0.504918032786885	56.8	0.5	0.124180148666375	400.6	0.872940589116326	0.129032258064516	0.1	0.1	0	0	0.1	0.610526315789474	0.25	0.0574712643678161	0.129032258064516	0.0326086956521739	0.239130434782609	0.0860215053763441	1.31532940740741	0.0920780000000002	1.50118637037037	0.0914062222222224	22	0.0227272727272727	2.68592492063492	0.106937350195724
"Granada"	16.1	8.7	24.8	11	10.1	13	15.6	2.9	0	2	17.4	3.3	1.5	7.2	3	0.1	1.7	1.1	10.3	4.7	0.9	4.6	1.2	0.3	0.7	0.1	7	7.9	14.9	12.6	7.8	42.4	19.2	23.3	328.1	27.2	38.7	209.2	53	6.9	1.3	5.6	0.3	0.1	0.1	0	0.5	0.9	6.5	0.1	3.5	0.1	2.2	0.9	0.1	0.2	0	4.3	"La Liga"	12	16.1	10.1	15.6	2	33	771	45.4	72.1	19.2	29	43	23	27.730258	29.956155	10.0861087396472	8.06416806803963	84	155	-2.296626	0.185985000000002	32.185985	30.703374	11	22	5	1	2.25770906731486	2.13637132197618	0.205246278846806	0.0971077873625539	156	185	15	22	17.360323949717	19.2628140472807	0.111284127882801	0.10412331917449	95	93	11	7	10.4597572749481	9.30715819541365	0.110102708157348	0.100076969843158	16	23	2	2	1.87925033364445	1.60092826839536	0.117453145852778	0.069605576886755	27	32	0.45631067961165	0.087378640776699	0.446601941747573	0.0833333333333333	0.25	0.583333333333333	0.452830188679245	65.9	0.412746585735964	0.20085339835416	262.2	0.797864225781846	0.188405797101449	0.333333333333333	0.111111111111111	0.111111111111111	0	0.111111111111111	0.530201342281879	0.35	0.0153846153846154	0.188405797101449	0.0151515151515152	0.333333333333333	0.159420289855072	1.137162	0.0850602222222221	1.19207351851852	-0.00688833333333342	26.2	0.00381679389312977	2.49634625	0.110404077669903
"Osasuna"	15.7	9.2	24.9	12	10.1	11.4	14.6	2.8	0.2	2.3	17.3	2.7	1.8	7.3	2.3	0.1	1.2	1	13.2	5.2	1.3	6.7	1.3	0.3	0.9	0.1	5.3	8.5	13.7	16.3	8.4	44	21.9	22.1	371	31.1	40.1	235	64.9	9.4	1.8	7.7	0.3	0.1	0	0.1	0.3	0.6	8.7	0.3	4	0.3	2.9	1.1	0.1	0.4	0.1	6	"La Liga"	11.1	15.7	10.1	14.6	2.3	34	765	49.1	71.7	21.9	29	45	24	33.241109	32.792833	8.51135291777743	8.59012985656455	152	134	4.444057	-1.490787	36.509213	38.444057	26	22	4	5	3.56716158939525	4.56702184583992	0.137198522669048	0.207591902083633	209	171	16	18	22.3215618091635	19.4787521157414	0.106801731144323	0.113910831086207	111	93	13	13	12.3201123056933	12.0618899520487	0.110992002753994	0.129697741419878	13	13	1	2	0.888760513626039	0.984037145972252	0.0683661933558492	0.0756951650747886	27	38	0.393939393939394	0.0984848484848485	0.507575757575758	0.0769230769230769	0.230769230769231	0.692307692307692	0.497727272727273	71.2	0.436797752808989	0.191913746630728	299.9	0.783594531510504	0.191489361702128	0.5	0.166666666666667	0	0.166666666666667	0.333333333333333	0.62043795620438	0.31496062992126	0.0344827586206897	0.191489361702128	0.0111111111111111	0.322222222222222	0.159574468085106	1.42385396296296	-0.164594703703704	1.35219307407407	0.0552143333333335	25.8	0.0116279069767442	2.95430927927928	0.107867724466891
"Celta Vigo"	15.1	9.5	24.6	13	10.3	14.1	12.1	2.7	0.2	1.9	20.6	2.4	1.9	6.8	2.9	0.3	1.5	1.1	9.6	3.7	0.5	5.4	0.8	0.1	0.6	0.1	6.1	10.1	16.3	14.9	10.1	36.7	18.4	18.3	452.1	24.3	29.3	340	58.5	7.3	1.1	6.1	0.1	0	0.2	0	0.4	0.7	6.9	0.3	2.2	0.1	2	0.7	0.4	0.2	0	4.8	"La Liga"	12.1	15.1	10.3	12.1	1.9	22	725	51.7	80.6	18.4	25	44	26	25.5155465	30.442609	10.8923643606065	9.71483077228444	128	166	6.488649	-0.584410000000005	33.41559	28.488649	17	12	4	3	3.79110636934638	2.53769659996033	0.223006257020375	0.211474716663361	168	196	10	17	16.281837515533	19.1372443810105	0.0969156994972201	0.0976390019439313	65	99	8	11	7.89643126167357	10.3228965196759	0.121483557871901	0.104271682016928	12	19	0	3	0.723743938840926	1.61753011727706	0.0603119949034105	0.0851331640672135	27	34	0.385416666666667	0.0520833333333333	0.5625	0.125	0.125	0.75	0.501362397820163	53.6	0.453358208955224	0.118557841185578	398.5	0.853199498117942	0.150684931506849	0.142857142857143	0	0.285714285714286	0	0	0.619631901840491	0.241758241758242	0.0434782608695652	0.150684931506849	0.0555555555555556	0.277777777777778	0.123287671232877	1.05513514814815	-0.240320333333333	1.23761444444444	0.021644814814815	25.4	0.0118110236220472	2.51591809917355	0.109909911265432
"Levante"	13.3	8.7	22	14	8.4	12.6	12	2.1	0.1	2.3	19	3	1.9	5.4	4.6	0.3	2.8	1.4	11.5	4.8	0.9	5.8	1.2	0.3	0.7	0.2	6.3	9.5	15.8	14	7.7	29.1	14.3	14.9	373.1	28.4	33.1	258.2	53.4	8.7	1.4	7.2	0.2	0	0.1	0	0.5	0.8	8.4	0.4	2.6	0.1	1.8	0.4	0.3	0.4	0.1	6.2	"La Liga"	16.2	13.3	8.4	12	2.3	32	573	48.3	76.8	14.3	26	41	23	31.693064	47.087678	12.2800588730589	8.38368927566022	128	207	2.66592000000001	10.860438	50.860438	34.66592	23	32	1	4	2.94382422696799	4.53286243136972	0.12799235769426	0.141651950980304	199	264	21	22	22.5099323978648	31.6902897316031	0.113115238180225	0.120038976256072	73	115	10	13	9.39875654038042	14.6171494722366	0.128750089594252	0.127105647584666	15	28	0	1	0.632626539096236	2.35449771676213	0.0421751026064157	0.0840892041700759	27	40	0.417391304347826	0.0782608695652174	0.504347826086956	0.166666666666667	0.25	0.583333333333333	0.491408934707904	61.5	0.461788617886179	0.164835164835165	311.6	0.828626444159179	0.160919540229885	0.25	0	0.125	0	0	0.60126582278481	0.236363636363636	0.0476190476190476	0.160919540229885	0.036144578313253	0.216867469879518	0.0919540229885058	1.28392296296296	-0.098737777777778	1.88371992592593	-0.402238444444444	21.7	0.0184331797235023	2.90664679012346	0.111645475040258
"Deportivo Alaves"	15.9	9.4	25.2	15	10.6	11	16	3	0.1	1.6	20	3.3	1.9	6.7	2.4	0.1	1.6	0.7	8.7	2.5	1	5.3	1.1	0.1	0.9	0	6.2	6.9	13.1	14.4	7.8	44.2	24.5	19.7	338.3	29.4	38.1	209.6	61.1	6.6	1.4	5.2	0.2	0.1	0	0	0.4	0.6	4.6	0.5	3.4	0.2	2.4	0.8	0.2	0.7	0.1	3.7	"La Liga"	12.4	15.9	10.6	16	1.6	29	823	44.4	70.7	24.5	25	47	22	25.827145	31.414416	10.9603654692804	8.28239413159103	98	148	0.543153000000004	2.590099	39.590099	29.543153	21	19	1	4	4.35412283055484	3.94779569283128	0.207339182407373	0.20777872067533	111	188	16	17	13.6650538835675	20.0878641223535	0.123108593545653	0.106850341076348	93	119	12	15	12.3683760645799	15.5127070536837	0.132993291016989	0.130358882804065	10	11	0	1	0.300149924121797	0.739941444247961	0.0300149924121797	0.0672674040225419	27	37	0.28735632183908	0.114942528735632	0.609195402298851	0	0.0909090909090909	0.818181818181818	0.554298642533937	67.5	0.435555555555556	0.199527046999704	270.7	0.774288880679719	0.212121212121212	0.333333333333333	0.166666666666667	0	0	0.166666666666667	0.526717557251908	0.425	0.108695652173913	0.212121212121212	0.0317460317460317	0.380952380952381	0.227272727272727	1.09419085185185	-0.0201167777777779	1.46629996296296	-0.0959295925925927	26.5	0.0188679245283019	2.53342064516129	0.125769063431247
"Eibar"	14.8	9.4	24.2	16	11.1	11.2	14.4	2.6	0.1	2.1	16.3	2.1	1.4	6.4	2.1	0.1	1.3	0.6	11.3	4.7	0.8	5.8	1	0.2	0.6	0.1	5.4	7.5	12.9	15	9.9	53.1	25.2	27.9	368.8	34	47.9	226.4	60.5	8	1.6	6.5	0.2	0	0	0	0.4	0.7	7.3	0.1	3.6	0.2	3.1	1	0.1	0.4	0	4.7	"La Liga"	9.9	14.8	11.1	14.4	2.1	27	693	47.7	70.6	25.2	35	42	24	24.965924	36.9625765	8.86417897039783	9.69768822376639	111	150	2.42558	-1.064448	39.935552	29.42558	16	26	2	6	2.7315947432071	6.3157544080168	0.170724671450444	0.242913631077569	166	167	10	25	12.8151705772616	24.4226798247546	0.0771998227545879	0.146243591764998	99	70	12	9	12.4760233620182	9.33314572833478	0.126020438000184	0.133330653261926	20	6	3	1	1.45461716223508	1.32998996414244	0.0727308581117541	0.22166499402374	27	41	0.415929203539823	0.0707964601769911	0.513274336283186	0.1	0.2	0.6	0.474576271186441	81.9	0.415140415140415	0.2220715835141	286.9	0.789125130707564	0.2	0.285714285714286	0	0	0	0	0.581395348837209	0.330275229357798	0.0136986301369863	0.2	0.0126582278481013	0.392405063291139	0.175	1.0898362962963	-0.0898362962962962	1.47909451851852	0.039424	25.9	0.00386100386100386	3.73359358585859	0.0964456899377253
"Real Valladolid"	14.9	11.6	26.5	17	10.3	13.9	12.3	2.2	0	2.1	18	3	2	6.9	2.6	0.1	1.6	0.9	9.9	4.7	0.4	4.7	0.9	0.1	0.4	0.2	6.3	9.3	15.5	14.9	9	36.3	16.6	19.7	375.8	30.4	38.6	251.4	55.4	6.7	1.6	5.1	0.1	0	0	0	0.4	0.6	6.6	0.4	2.7	0.1	1.8	0.4	0.3	0.3	0	4.5	"La Liga"	12.9	14.9	10.3	12.3	2.1	23	590	47.3	75	16.6	24	47	23	23.526451	39.897534	11.4555284584272	8.47660239965121	80	170	2.75564300000001	9.870653	42.870653	25.755643	14	16	0	3	2.11524882167578	3.28276695404202	0.15108920154827	0.205172934627626	169	213	15	20	15.7342729568481	27.1573893623427	0.0931022068452553	0.127499480574379	76	102	7	10	7.5483006099239	12.4462803397328	0.0993197448674197	0.12202235627189	8	18	1	0	1.41160052781925	0.584972546435893	0.176450065977406	0.032498474801994	27	33	0.474747474747475	0.0404040404040404	0.474747474747475	0.222222222222222	0.111111111111111	0.444444444444444	0.457300275482094	69	0.440579710144928	0.183608302288451	306.8	0.819426336375489	0.238805970149254	0.166666666666667	0	0	0	0	0.6	0.290322580645161	0.0606060606060606	0.238805970149254	0.0454545454545455	0.272727272727273	0.104477611940299	0.953912703703704	-0.102060851851852	1.58780196296296	-0.365579740740741	25.2	0.0158730158730159	3.09283209302326	0.0963548185559297
"Leganes"	16.5	8.9	25.4	18	11	13.1	15.4	3.2	0.1	2	19.3	2.3	1.4	6.4	2.3	0.1	1.6	0.7	11.3	4.7	0.6	5.9	0.8	0.1	0.4	0.3	6.4	8.7	15.1	14.4	7.4	46.6	21.6	25	332.5	25.4	40.6	212.3	54.2	7.6	1.8	5.7	0.2	0	0	0	0.3	0.5	6.9	0.4	3.9	0.1	2.7	0.6	0.1	0.4	0.1	4.6	"La Liga"	9.7	16.5	11	15.4	2	21	873	44.9	71.5	21.6	29	45	22	25.852869	33.08285	10.8792312761245	7.6253032417318	109	128	6.395939	-2.20102200000001	36.798978	27.395939	19	16	4	2	3.07940987031907	4.19052416831255	0.162074203701004	0.261907760519534	182	157	11	22	15.7167267976329	20.421227379702	0.0863556417452356	0.130071511972624	97	75	6	14	9.38873225450516	11.6955304318108	0.0967910541701563	0.155940405757477	4	15	0	1	0.23031765408814	1.71701049059629	0.0575794135220349	0.114467366039753	27	39	0.415929203539823	0.0530973451327434	0.52212389380531	0.375	0.125	0.5	0.463519313304721	66	0.384848484848485	0.198496240601504	266.5	0.796622889305816	0.236842105263158	0.4	0	0	0	0	0.576158940397351	0.361111111111111	0.0579710144927536	0.236842105263158	0.0135135135135135	0.364864864864865	0.131578947368421	1.01466440740741	-0.23688662962963	1.36292511111111	0.0815193333333337	27.5	0.0145454545454545	3.4106030927835	0.089793310390036
"Mallorca"	14.9	10	24.8	19	9.8	13.9	13.7	2.2	0.1	1.8	17.2	2.8	1.8	6.2	3.4	0.3	2	1	10.3	4.2	0.8	5.4	1	0.2	0.7	0.1	8.6	9.1	17.7	17.2	9.7	38.7	17.7	21	353.1	22.8	30.4	246.3	53.5	7.6	1	6.6	0.1	0	0.1	0	0.4	0.6	6.8	0.2	3	0.3	2.1	0.8	0.3	0.5	0.1	4.6	"La Liga"	13.1	14.9	9.8	13.7	1.8	28	593	46	76.2	17.7	27	43	27	24.0976228	37.484692	12.5202870108882	7.3763107792045	99	210	2.0438504	2.40349700000001	46.403497	30.0438504	8	23	1	4	1.27768592536449	3.52527385577559	0.159710740670562	0.153272776338069	170	220	17	22	16.3252302277833	26.0580212781206	0.0960307660457843	0.118445551264184	88	94	8	18	11.9150509014726	17.0383631605655	0.135398305698552	0.181259182559207	14	17	2	0	1.9682890959084	1.02922024158761	0.140592078279172	0.0605423671522123	27	44	0.407766990291262	0.0776699029126214	0.524271844660194	0.1	0.2	0.7	0.457364341085271	53.2	0.428571428571429	0.150665533843104	299.8	0.821547698465644	0.131578947368421	0.166666666666667	0	0.166666666666667	0	0	0.514124293785311	0.306122448979592	0.0294117647058824	0.131578947368421	0.0428571428571429	0.3	0.171052631578947	1.1127352	-0.0756981629629631	1.71864803703704	-0.0890184074074077	24.7	0.00809716599190283	2.86142687022901	0.10803254368932
"Espanyol"	17.3	12.9	30.2	20	9.6	12.2	15.7	2.5	0.2	1.6	18.3	2.6	1.6	7.4	2.7	0.1	1.5	1.1	11	4.3	0.8	6	0.9	0.1	0.6	0.1	5.1	7.5	12.6	15.6	9.3	43.6	20.6	23	384	28.6	41.9	253.7	59.9	7.7	1.6	6.2	0.1	0	0	0	0.3	0.5	7.5	0.1	3.3	0.1	2.8	0.9	0.1	0.6	0	4.6	"La Liga"	12.2	17.3	9.6	15.7	1.6	23	686	47.6	73.5	20.6	27	44	29	24.501848	34.996051	8.64772359129666	9.4457416485531	113	143	4.47495	-7.28767900000001	38.712321	27.47495	21	26	2	6	4.13488081889227	4.96097348444164	0.196899086613918	0.190806672478525	163	207	9	29	13.0414718547836	26.5092783365399	0.0800090297839484	0.128064146553333	84	84	10	10	9.69301502779126	7.24960327986628	0.115393036045134	0.086304800950789	31	13	2	1	3.32020565588027	1.44383012596518	0.107103408254202	0.111063855843475	27	46	0.390909090909091	0.0727272727272727	0.545454545454545	0.111111111111111	0.111111111111111	0.666666666666667	0.472477064220183	70.5	0.405673758865248	0.18359375	313.6	0.808992346938776	0.207792207792208	0.2	0	0	0	0	0.595238095238095	0.305555555555556	0.0133333333333333	0.207792207792208	0.0133333333333333	0.373333333333333	0.194805194805195	1.01759074074074	-0.165738888888889	1.43378966666667	0.269914037037037	26.9	0.00371747211895911	2.8685287704918	0.0925082491582492
