Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,3-Jan,PPA,CrsPA,Prog,Matches
546,Jonathan Spector/Jonathan-Spector,us USA,DF,Orlando City,31,1986,11.8,34.4,41.7,82.5,744.6,318.8,0.25,0.34,75,23.4,26.1,89.6,10.8,15.3,70.6,0.08,0.05,0.03,0.25,2.71,0.34,0,2.63,Matches
547,Ben Spencer/Ben-Spencer,us USA,FW,Toronto FC,22,1995,0.9,26.7,38.9,68.6,354.4,18.9,1.11,2.22,50,24.4,28.9,84.6,1.11,7.78,14.3,0,0.11,-0.11,1.11,1.11,0,0,1.11,Matches
548,Mac Steeves/Mac-Steeves,us USA,MFFW,Houston,23,1994,0.3,30,46.7,64.3,406.7,66.7,3.33,3.33,100,23.3,33.3,70,3.33,10,33.3,0,0.67,-0.67,3.33,0,3.33,3.33,3.33,Matches
549,Zack Steffen/Zack-Steffen,us USA,GK,Columbus,22,1995,29,27.2,33.2,82.1,779,468.9,0.07,0.1,66.7,14.1,14.4,97.9,13,18.6,70,0,0.01,-0.01,0.07,0.24,0,0,0,Matches
550,Daniel Steres/Daniel-Steres,us USA,DF,LA Galaxy,27,1990,14.7,36.6,45.3,80.8,815.5,343.3,0.34,1.02,33.3,24.5,28.1,87.2,11.8,16.2,72.7,0.07,0.03,0.04,0.34,3.33,0.2,0,3.4,Matches
551,Zoltán Stieber/Zoltan-Stieber,hu HUN,MFFW,D.C. United,29,1988,20.3,37,48,77,615.4,196.2,0.94,2.22,42.2,30.9,35.6,87,5.12,10.2,50,0.3,0.16,0.13,1.63,2.36,1.67,0.49,5.67,Matches
552,Brad Stuver/Brad-Stuver,us USA,GK,NYCFC,26,1991,2,27.5,33,83.3,782,424.5,0,0,,15,15,100,12.5,18,69.4,0,0,0,0,0,0,0,0,Matches
553,Sunny/Sunny,ng NGA,MF,Real Salt Lake,29,1988,15.7,56,62.5,89.6,1100.4,245.1,0.32,1.02,31.3,41.5,45.6,91.1,14.1,15.9,89.2,0.06,0.03,0.03,0.7,5.1,0.32,0,3.76,Matches
554,Scott Sutter/Scott-Sutter,ch SUI,DF,Orlando City,31,1986,17.4,38.7,48.8,79.4,718.3,264.3,0.4,0.98,41.2,30.9,35.1,87.9,7.47,12.7,58.8,0.11,0.07,0.04,0.52,2.99,0.75,0.23,5.98,Matches
555,Gustav Svensson/Gustav-Svensson,se SWE,MFDF,Seattle,30,1987,23,45.7,53.7,85,923.1,302.7,0.35,1.17,29.6,33.7,37.8,89.1,11.7,14.7,79.1,0.04,0.04,0,0.61,5.26,0.3,0.04,3.52,Matches
556,Ben Sweat/Ben-Sweat,us USA,DF,NYCFC,26,1991,24.4,50.6,61.8,81.8,912,358.4,0.66,1.48,44.4,41.2,47.2,87.3,8.77,13.2,66.5,0.04,0.09,-0.05,0.9,3.07,0.74,0.29,6.72,Matches
557,Saphir Taïder/Saphir-Taider,dz ALG,MF,Montreal,25,1992,31.7,52.1,62.8,83,1135.3,277.3,0.41,1.48,27.7,36.1,39.5,91.3,15.6,21.8,71.6,0.16,0.14,0.02,2.15,5.93,1.1,0.19,7.13,Matches
558,Mitchell Taintor/Mitchell-Taintor,us USA,DF,Toronto FC,23,1994,1,18,31,58.1,513,206,0,1,0,6,13,46.2,12,17,70.6,0,0.1,-0.1,1,2,0,0,3,Matches
559,Ismael Tajouri-Shradi/Ismael-Tajouri-Shradi,ly LBY,FWMF,NYCFC,23,1994,17.2,36.9,45.6,80.9,634.5,171.9,0.58,1.86,31.3,30.2,34.4,87.8,6.16,9.42,65.4,0.06,0.21,-0.15,1.8,2.21,1.63,0.35,6.22,Matches
560,Andrew Tarbell/Andrew-Tarbell,us USA,GK,San Jose,24,1993,29,18.2,30.8,59,675,461.1,0,0.03,0,6.31,6.45,97.9,11.9,24.3,48.8,0,0.01,-0.01,0.07,0.45,0.03,0,0,Matches
561,Amro Tarek/Amro-Tarek,eg EGY,DF,Orlando City,25,1992,18.8,32.2,41.4,77.8,704.1,320.9,0.11,0.59,18.2,22.1,24.7,89.4,10.1,16.2,62.2,0,0.01,-0.01,0.16,2.02,0.16,0.05,1.86,Matches
562,Tony Tchani/Tony-Tchani,cm CMR,MF,Chicago,28,1989,9.2,46.6,56.2,83,919.5,250.5,0.76,1.41,53.8,33.6,38,88.3,12.3,16.7,73.4,0,0.02,-0.02,0.65,5,0.98,0.11,5.11,Matches
563,Cristian Techera/Cristian-Techera,uy URU,FWMF,Vancouver,25,1992,14.9,17.6,28.1,62.7,324.8,101.2,0.2,1.28,15.8,13.6,17,79.5,3.83,9.73,39.3,0.07,0.17,-0.11,1.28,1.41,0.87,0.34,3.09,Matches
564,Russell Teibert/Russell-Teibert,ca CAN,MF,Vancouver,25,1992,17.8,45.9,52.9,86.8,887.1,252.4,0.51,1.29,39.1,35.2,38.5,91.4,10.2,13.1,78.1,0,0.07,-0.07,0.67,4.16,0.67,0.11,3.99,Matches
565,Ryan Telfer/Ryan-Telfer,tt TRI,DFFW,Toronto FC,23,1994,9.1,28.2,41.1,68.7,515.7,155.7,0.22,2.2,10,22.6,28.6,79.2,5.38,10.3,52.1,0.11,0.18,-0.07,1.32,1.76,0.88,0.66,3.41,Matches
566,Jérôme Thiesson/Jerome-Thiesson,ch SUI,DF,Minnesota,30,1987,12.3,39.4,52.4,75.2,705.9,330.7,0.33,1.38,23.5,31.8,37.5,84.8,7.32,13.6,53.9,0,0.1,-0.1,0.98,2.44,1.06,0.73,6.26,Matches
567,Tommy Thompson/Tommy-Thompson,us USA,MFFW,San Jose,22,1995,7,33.1,40.1,82.6,543.3,126,0.29,1.71,16.7,28.7,32.3,88.9,4.14,6.14,67.4,0,0.11,-0.11,1,2.14,1,0,3.29,Matches
568,Chris Tierney/Chris-Tierney,us USA,DF,New England,32,1986,3.5,42,59.7,70.3,850,494.6,0.57,1.43,40,32.3,38,85,9.14,20.3,45.1,0,0.17,-0.17,1.14,3.14,0.57,0,12.3,Matches
569,Anton Tinnerholm/Anton-Tinnerholm,se SWE,DF,NYCFC,26,1991,30,47.4,59.8,79.3,912.7,353.6,0.3,1.33,22.5,36.8,43.5,84.7,10.2,15,68.4,0.17,0.09,0.08,1.03,3.93,1.2,0.43,8.43,Matches
570,Donny Toia/Donny-Toia,us USA,DF,Orlando City,25,1992,2.6,40.4,50.8,79.5,715.4,290.4,0,1.54,0,33.5,39.2,85.3,6.92,10,69.2,0.38,0.04,0.35,0.38,4.23,0.38,0,7.31,Matches
571,Nouhou Tolo/Nouhou-Tolo,cm CMR,DF,Seattle,20,1997,22.6,48.5,61,79.5,836,251.4,0.66,2.3,28.8,40.1,46.4,86.5,7.65,12.3,62.2,0,0.05,-0.05,0.71,2.65,0.62,0.44,4.56,Matches
572,Román Torres/Roman-Torres,pa PAN,DF,Seattle,31,1986,7.7,32.2,41.3,78,730,304.7,0.39,0.52,75,20.6,23.5,87.8,11.2,17.3,64.7,0,0.01,-0.01,0.13,2.6,0.13,0.13,2.34,Matches
573,Mason Toye/Mason-Toye,us USA,FW,Minnesota,19,1998,3.9,14.1,21.5,65.5,208.5,20.3,1.03,2.31,44.4,11.8,16.4,71.9,1.28,2.82,45.5,0,0.03,-0.03,0.51,0,1.03,0,1.03,Matches
574,Wil Trapp/Wil-Trapp,us USA,MF,Columbus,25,1993,29.1,62.9,71.1,88.4,1350,454.1,0.24,0.79,30.4,44,47.5,92.6,18.6,22.8,81.6,0.03,0.04,-0.01,0.72,8.38,0.76,0,7.56,Matches
575,Auston Trusty/Auston-Trusty,us USA,DF,Philadelphia,19,1998,34,34.2,44.1,77.5,806.8,284.1,0.15,0.76,19.2,20.7,24.1,86.1,13.3,19.3,69.1,0,0.01,-0.01,0.09,3,0.06,0,2.79,Matches
576,Bill Tuiloma/Bill-Tuiloma,nz NZL,DF,Portland,22,1995,8,30.6,37,82.8,715.3,252.3,0.38,0.75,50,19.8,22.8,86.8,10.5,13.5,77.8,0,0,0,0.13,2,0.13,0,2.5,Matches
577,Matt Turner/Matt-Turner,us USA,GK,New England,23,1994,27,21.4,29.2,73.3,728.2,448.2,0.04,0.04,100,8.33,8.52,97.8,13,20.7,63.1,0,0,0,0.04,0.56,0,0,0.07,Matches
578,Ema Twumasi/Ema-Twumasi,gh GHA,FW,FC Dallas,20,1997,0.5,16,24,66.7,244,56,2,4,50,14,18,77.8,0,2,0,0,0,0,0,2,0,0,4,Matches
579,Victor Ulloa/Victor-Ulloa,us USA,MF,FC Dallas,25,1992,24.1,42.8,51.9,82.5,756.3,221.1,0.33,0.71,47.1,35.1,39.3,89.3,7.34,11.9,61.9,0.08,0.07,0.02,1.29,3.78,0.5,0,4.69,Matches
580,Marco Ureña/Marco-Urena,cr CRC,FW,Los Angeles FC,27,1990,11.3,18.2,24.8,73.6,288.1,31.9,0.71,1.5,47.1,15,19.8,75.4,2.57,3.45,74.4,0.35,0.19,0.17,2.3,0.97,0.44,0.09,1.15,Matches
581,Maximiliano Urruti/Maximiliano-Urruti,ar ARG,FWMF,FC Dallas,26,1991,30.4,19,25.3,75.2,354.5,104.3,0.46,1.12,41.2,14.7,18,81.9,3.85,6.22,61.9,0.23,0.13,0.1,1.35,2.24,1.25,0.1,3.45,Matches
582,Zarek Valentin/Zarek-Valentin,us USA,DF,Portland,26,1991,30.3,39.8,49.2,80.9,855.8,352.4,0.17,0.79,20.8,28.6,32.6,87.7,11.1,15.8,69.9,0,0.05,-0.05,0.86,4.42,0.96,0.3,6.9,Matches
583,Milton Valenzuela/Milton-Valenzuela,ar ARG,DF,Columbus,19,1998,28.4,43.5,56.6,76.9,826.2,321.3,0.46,1.76,26,33.3,39.5,84.2,9.75,15.3,63.7,0.11,0.14,-0.04,1.16,2.85,1.48,0.77,7.08,Matches
584,Diego Valeri/Diego-Valeri,ar ARG,MFFW,Portland,31,1986,30.5,36.8,51.4,71.5,729.2,249.5,0.2,1.67,11.8,27.5,33.9,81.1,9.08,15.9,57.2,0.36,0.27,0.1,3.28,4.1,1.9,0.33,8.85,Matches
585,Florian Valot/Florian-Valot,fr FRA,FWMF,NY Red Bulls,24,1993,12.7,31.9,49,65.1,475.7,180.3,1.26,3.07,41,26.8,37.2,71.9,3.86,8.66,44.5,0.31,0.15,0.17,0.87,2.68,0.94,0.08,4.88,Matches
586,Jeisson Vargas/Jeisson-Vargas,cl CHI,FWMF,Montreal,20,1997,9.7,20.6,27.8,74.1,363.4,76.4,0.1,0.82,12.5,17.1,20.3,84.3,3.4,6.7,50.8,0,0.06,-0.06,1.03,2.16,0.41,0,2.78,Matches
587,Brandon Vazquez/Brandon-Vazquez,us USA,FW,Atlanta,19,1998,1,35,46,76.1,579,108,1,3,33.3,29,32,90.6,5,11,45.5,0,0.1,-0.1,3,0,1,0,3,Matches
588,Víctor Vázquez/Victor-Vazquez,es ESP,MFFW,Toronto FC,31,1987,15.9,48.7,61.3,79.4,908.9,271.3,1.32,2.39,55.3,36.4,41.6,87.3,11,17.3,63.6,0.25,0.23,0.02,2.58,5.85,2.08,0.25,8.43,Matches
589,Carlos Vela/Carlos-Vela,mx MEX,FWMF,Los Angeles FC,28,1989,26.4,34.1,45.1,75.7,663.4,224,0.11,1.06,10.7,25.8,30,85.9,8.22,14,58.8,0.34,0.34,0,2.92,4.36,2.31,0.3,7.84,Matches
590,David Villa/David-Villa,es ESP,FW,NYCFC,36,1981,19.4,21.1,30.4,69.5,364.1,91.2,0.41,1.44,28.6,17.3,23.2,74.7,3.4,5.77,58.9,0.26,0.28,-0.03,2.06,1.29,2.01,0.15,3.56,Matches
591,Jorge Villafaña/Jorge-Villafana,us USA,DF,Portland,28,1989,7.3,34.7,42.9,80.8,623,250.3,0.55,1.1,50,27.8,31.9,87.1,6.3,9.86,63.9,0.14,0.15,-0.01,0.96,2.19,1.1,0.82,5.34,Matches
592,Héctor Villalba/Hector-Villalba,py PAR,FW,Atlanta,23,1994,19.7,22.5,31.9,70.4,392.4,98.2,0.15,1.42,10.7,18.1,23.6,76.6,4.26,6.9,61.8,0.3,0.3,0.01,1.47,1.32,1.37,0.46,2.99,Matches
593,Jose Villarreal/Jose-Villarreal,us USA,MF,Orlando City,24,1993,0.5,46,58,79.3,796,258,2,6,33.3,36,42,85.7,8,10,80,0,0.4,-0.4,4,2,4,2,10,Matches
594,Brandon Vincent/Brandon-Vincent,us USA,DF,Chicago,23,1994,31.4,35.5,47,75.6,682.5,239.7,0.35,1.21,28.9,27.7,32,86.6,7.52,13.9,54.3,0.1,0.04,0.05,0.45,2.23,0.38,0.29,3.85,Matches
595,Sam Vines/Sam-Vines,us USA,DF,Colorado,18,1999,0.5,28,38,73.7,462,236,0,0,,24,24,100,4,14,28.6,0,0,0,0,0,0,0,0,Matches
596,Rodney Wallace/Rodney-Wallace,cr CRC,FW,NYCFC,29,1988,9.1,25.9,34.3,75.6,381.5,89.5,0.66,2.42,27.3,22.6,27,83.7,2.64,4.84,54.5,0.11,0.07,0.04,0.44,1.65,0.33,0.11,1.76,Matches
597,Collen Warner/Collen-Warner,us USA,MF,Minnesota,29,1988,13.7,36.4,44.2,82.3,712.6,216.6,0.66,0.95,69.2,26.9,30.7,87.6,8.91,12.6,70.5,0,0.04,-0.04,0.51,3.72,0.44,0,4.16,Matches
598,Kendall Waston/Kendall-Waston,cr CRC,DF,Vancouver,30,1988,24.6,30.5,38,80.1,747,300.9,0.12,0.37,33.3,18,20,89.7,12.4,17.6,70.3,0.08,0.06,0.02,0.33,3.46,0.28,0.04,2.24,Matches
599,Jared Watts/Jared-Watts,us USA,DF,Houston,25,1992,5.9,36.4,41.4,88.1,926.8,265.8,0.17,0.34,50,18.1,19.8,91.5,18.1,21.2,85.6,0,0.02,-0.02,0.17,0.51,0,0,1.02,Matches
600,Chris Wehan/Chris-Wehan,us USA,FWDF,San Jose,24,1994,2.1,27.1,41,66.3,541.4,182.9,0.48,1.43,33.3,20,27.1,73.7,6.67,12.4,53.8,0,0.33,-0.33,3.81,1.9,1.43,0.48,6.19,Matches
601,Andrew Wenger/Andrew-Wenger,us USA,DFFW,Houston,27,1990,19,31.7,43.3,73.3,604.8,241.8,0.26,1.21,21.7,25.4,31.2,81.4,6.11,10.9,55.8,0.05,0.07,-0.02,0.42,2.21,0.37,0.11,5.11,Matches
602,Andrew Wheeler-Omiunu/Andrew-Wheeler-Omiunu,us USA,MF,Atlanta,23,1994,0.2,15,25,60,145,90,0,0,,15,25,60,0,0,,0,0,0,0,5,0,0,5,Matches
603,Brian White/Brian-White,us USA,FW,NY Red Bulls,21,1996,2.4,10.8,21.3,51,157.9,36.3,0.42,2.08,20,9.58,17.5,54.8,0.83,1.67,50,0,0,0,0,2.08,0.83,0,1.25,Matches
604,Josh Williams/Josh-Williams,us USA,DF,Columbus,29,1988,16.5,51.2,56.1,91.3,1082.1,406.7,0.36,0.61,60,35.4,37.9,93.4,15.5,17.6,87.6,0,0.02,-0.02,0.24,4,0.18,0.06,3.76,Matches
605,Romario Williams/Romario-Williams,jm JAM,FWMF,Atlanta,23,1994,2.5,18.4,24.8,74.2,287.6,80,0.4,0.4,100,14.4,19.2,75,3.6,5.2,69.2,0,0.28,-0.28,0.8,1.6,0,0,2.8,Matches
606,Sheanon Williams/Sheanon-Williams,us USA,DFFW,LA Galaxy,27,1990,1.8,27.8,35,79.4,479.4,193.3,0,1.67,0,23.9,25.6,93.5,3.89,7.78,50,0,0,0,0,4.44,0.56,0,3.33,Matches
607,Joe Willis/Joe-Willis,us USA,GK,Houston,29,1988,26,19.8,32.3,61.5,732.6,503.6,0,0,,6.77,6.88,98.3,13.1,25.4,51.5,0,0,0,0.12,0.5,0,0,0.04,Matches
608,Danny Wilson/Danny-Wilson,sco SCO,DFMF,Colorado,26,1991,21.5,33.9,41.1,82.4,830.7,238.6,0.09,0.42,22.2,19.8,21.8,90.8,14,18.9,73.9,0,0.01,-0.01,0.14,2.47,0.28,0,1.72,Matches
609,Henry Wingo/Henry-Wingo,us USA,FWDF,Seattle,22,1995,1.6,41.9,50.6,82.7,702.5,209.4,1.88,2.5,75,35.6,41.3,86.4,4.38,6.88,63.6,0,0.25,-0.25,1.25,1.88,1.88,1.25,5,Matches
610,Magnus Wolff Eikrem/Magnus-Wolff-Eikrem,no NOR,FWMF,Seattle,27,1990,6.7,32.1,48.7,66,559.7,207.6,0.45,2.09,21.4,25.5,32.4,78.8,6.12,14.2,43.2,0.15,0.18,-0.03,1.94,3.43,2.09,0.3,5.97,Matches
611,Chris Wondolowski/Chris-Wondolowski,us USA,FWMF,San Jose,35,1983,25.5,17.2,23.2,74.3,295.1,63.5,0.55,1.14,48.3,13.9,17.5,79.4,2.78,4.55,61.2,0.2,0.08,0.11,0.71,1.49,0.43,0.12,1.96,Matches
612,Brian Wright/Brian-Wright,ca CAN,FW,New England,22,1995,2.9,9.66,14.8,65.1,171.4,42.8,0,0,,7.93,12.8,62.2,1.72,2.07,83.3,0,0.03,-0.03,1.03,0.69,0.34,0,2.07,Matches
613,Bradley Wright-Phillips/Bradley-Wright-Phillips,eng ENG,FW,NY Red Bulls,32,1985,28.1,15.5,23.9,65,220.1,62.2,0.43,1.42,30,13.5,18.9,71.5,1.6,3.59,44.6,0.25,0.23,0.02,1.39,1.1,1.39,0.11,2.56,Matches
614,Deklan Wynne/Deklan-Wynne,nz NZL,DF,Colorado,22,1995,22.3,35.8,45.2,79.2,727.5,328.7,0.18,0.85,21.1,27.4,32,85.8,8.16,12.4,65.9,0,0.01,-0.01,0.22,2.2,0.36,0.13,3.41,Matches
615,Yoshimar Yotún/Yoshimar-Yotun,pe PER,MFFW,Orlando City,27,1990,21.9,55.7,70.5,79,1222.1,441.9,0.55,1.74,31.6,38.9,44.2,87.9,16.3,24.6,66.2,0.32,0.25,0.07,2.65,7.44,2.05,0.46,10.6,Matches
616,Jackson Yueill/Jackson-Yueill,us USA,MF,San Jose,20,1997,14.3,46.8,55.3,84.6,877.3,250,0.63,1.12,56.3,35.3,39.6,89.2,10.8,14.6,74.2,0.14,0.1,0.04,1.19,6.22,1.26,0.21,6.5,Matches
617,Wilfried Zahibo/Wilfried-Zahibo,cf CTA,MF,New England,24,1993,21.6,38.5,49.5,77.8,804.2,268.3,0.56,0.97,57.1,27.6,33,83.8,10.3,15.6,66.4,0.09,0.04,0.05,0.69,7.27,0.65,0,7.31,Matches
618,Gyasi Zardes/Gyasi-Zardes,us USA,FW,Columbus,26,1991,32.7,9.63,13.2,73.1,133.5,20.4,0.28,0.7,39.1,8.62,11.2,77,0.73,1.28,57.1,0,0.06,-0.06,0.76,0.4,0.18,0.03,0.58,Matches
619,Eriq Zavaleta/Eriq-Zavaleta,us USA,DF,Toronto FC,25,1992,16.5,50.5,57.2,88.2,1065.6,345.8,0.48,0.79,61.5,35.5,38.3,92.6,14.5,18.1,80.3,0,0.02,-0.02,0.12,3.09,0.06,0,3.39,Matches
620,Reto Ziegler/Reto-Ziegler,ch SUI,DF,FC Dallas,32,1986,28.5,47.6,56.4,84.3,1169.1,420.3,0.14,0.46,30.8,26.8,29.5,91.1,20.6,26.5,77.7,0,0.02,-0.02,0.35,4.84,0.28,0.04,4.25,Matches
621,Walker Zimmerman/Walker-Zimmerman,us USA,DF,Los Angeles FC,24,1993,25.8,43.5,50.4,86.3,909.9,358,0.39,0.74,52.6,30.2,33.4,90.4,12.9,16.2,79.5,0.04,0.03,0.01,0.08,2.33,0,0,2.79,Matches
622,Sal Zizzo/Sal-Zizzo,us USA,DF,Atlanta,30,1987,1.8,28.3,36.1,78.5,491.1,190.6,0,0.56,0,23.9,29.4,81.1,4.44,6.11,72.7,0,0.06,-0.06,0.56,2.22,1.67,1.11,6.11,Matches
623,Graham Zusi/Graham-Zusi,us USA,DF,Sporting KC,31,1986,34,59.7,74,80.6,1208.8,398,0.65,1.97,32.8,44.7,49.6,90.1,14.4,22.5,63.8,0.12,0.18,-0.06,2.06,5.94,1.35,0.5,9.29,Matches
