Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,PK,PKatt,Sh,SoT,FK,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
222,Erickson Gallardo/Erickson-Gallardo,ve VEN,MFFW,Toronto FC,25,1993,2.7,0,0,0,1.11,0,0,0,0.41,0,0,,0.15,0.15,0.13,-0.15,-0.15,Matches
223,Boniek García/Boniek-Garcia,hn HON,MF,Houston,34,1984,28.6,0,0,0,0.52,0.1,0,20,0.02,0,0,0,0.03,0.03,0.05,-0.03,-0.03,Matches
224,Kevin Garcia/Kevin-Garcia,us USA,DF,Houston,28,1990,9.1,0,0,0,0.11,0,0,0,0.01,0,0,,0.01,0.01,0.05,-0.01,-0.01,Matches
225,Greg Garza/Greg-Garza,us USA,DF,FC Cincinnati,27,1991,10.1,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
226,Chase Gasper/Chase-Gasper,us USA,DF,Minnesota,23,1996,14.4,0,0,0,0.35,0.07,0,20,0.02,0,0,0,0.02,0.02,0.07,-0.02,-0.02,Matches
227,Carles Gil/Carles-Gil,es ESP,MFFW,New England,26,1992,33.9,0.29,0.12,0.15,1.8,0.56,0.15,31.1,0.05,0.02,0.1,0.32,0.23,0.12,0.06,0.06,0.06,Matches
228,Justen Glad/Justen-Glad,us USA,DF,Real Salt Lake,21,1997,22.9,0,0,0,0.35,0.09,0,25,0.02,0,0,0,0.04,0.04,0.13,-0.04,-0.04,Matches
229,Aníbal Godoy/Anibal-Godoy,pa PAN,MF,San Jose,28,1990,14.9,0,0,0,0.34,0.13,0,40,0.02,0.01,0,0,0.01,0.01,0.03,-0.01,-0.01,Matches
230,Erik Godoy/Erik-Godoy,ar ARG,DF,Vancouver,25,1993,28.9,0.03,0,0,0.45,0.07,0,15.4,0.02,0,0.08,0.5,0.03,0.03,0.07,0.01,0.01,Matches
231,Leandro González Pirez/Leandro-Gonzalez-Pirez,ar ARG,DF,Atlanta,26,1992,30,0.03,0,0,0.83,0.2,0,24,0.03,0.01,0.04,0.17,0.07,0.07,0.09,-0.04,-0.04,Matches
232,Giancarlo González/Giancarlo-Gonzalez,cr CRC,DF,LA Galaxy,30,1988,15.9,0.06,0,0,0.38,0.13,0,33.3,0.02,0.01,0.17,0.5,0.04,0.04,0.11,0.02,0.02,Matches
233,Jesse Gonzalez/Jesse-Gonzalez,mx MEX,GK,FC Dallas,23,1995,32,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
234,Omar Gonzalez/Omar-Gonzalez,us USA,DF,Toronto FC,30,1988,14,0.07,0,0,0.93,0.29,0,30.8,0.07,0.02,0.08,0.25,0.04,0.04,0.04,0.04,0.04,Matches
235,Ján Greguš/Jan-Gregus,sk SVK,MF,Minnesota,28,1991,29.7,0.03,0,0,1.92,0.47,0.13,24.6,0.06,0.02,0.02,0.07,0.05,0.05,0.03,-0.02,-0.02,Matches
236,Julian Gressel/Julian-Gressel,de GER,DFFW,Atlanta,25,1993,29.8,0.2,0,0,2.32,0.84,0.03,36.2,0.08,0.03,0.09,0.24,0.16,0.16,0.07,0.04,0.04,Matches
237,Carlos Gruezo/Carlos-Gruezo,ec ECU,MF,FC Dallas,23,1995,8.7,0.11,0,0,0.8,0.11,0,14.3,0.09,0.01,0.14,1,0.07,0.07,0.08,0.05,0.05,Matches
238,Felipe Gutiérrez/Felipe-Gutierrez,cl CHI,MF,Sporting KC,28,1990,30.2,0.4,0.17,0.2,1.92,0.76,0.17,39.7,0.06,0.03,0.12,0.3,0.31,0.16,0.08,0.09,0.07,Matches
239,Jeremiah Gutjahr/Jeremiah-Gutjahr,us USA,DF,Chicago,21,1997,5.6,0,0,0,0.18,0,0,0,0.03,0,0,,0,0,0.03,0,0,Matches
240,Andrew Gutman/Andrew-Gutman,us USA,DF,FC Cincinnati,22,1996,5.4,0,0,0,0.56,0,0,0,0.1,0,0,,0.04,0.04,0.06,-0.04,-0.04,Matches
241,Brad Guzan/Brad-Guzan,us USA,GK,Atlanta,34,1984,34,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
242,David Guzmán/David-Guzman,cr CRC,MF,Portland,28,1990,3.9,0,0,0,1.28,0,0,0,0.33,0,0,,0.05,0.05,0.03,-0.05,-0.05,Matches
243,David Guzmán/David-Guzman,cr CRC,MF,Columbus,28,1990,12.6,0,0,0,1.35,0.24,0.16,17.6,0.11,0.02,0,0,0.06,0.06,0.05,-0.06,-0.06,Matches
244,Edwin Gyasi/Edwin-Gyasi,gh GHA,FW,FC Dallas,27,1991,0.9,0,0,0,2.22,1.11,0,50,2.38,1.19,0,0,0.11,0.11,0.04,-0.11,-0.11,Matches
245,Joe Gyau/Joe-Gyau,us USA,FWMF,FC Cincinnati,26,1992,5.1,0,0,0,2.35,0.98,0,41.7,0.46,0.19,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
246,Justin Haak/Justin-Haak,us USA,MF,NYCFC,17,2001,0.1,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
247,Nick Hagglund/Nick-Hagglund,us USA,DF,FC Cincinnati,26,1992,20,0,0,0,0.4,0.05,0,12.5,0.02,0,0,0,0.06,0.06,0.13,-0.06,-0.06,Matches
248,Marlon Hairston/Marlon-Hairston,us USA,FW,Houston,24,1994,4.6,0,0,0,1.3,0.87,0,66.7,0.28,0.19,0,0,0.15,0.15,0.12,-0.15,-0.15,Matches
249,Siad Haji/Siad-Haji,us USA,DFMF,San Jose,19,1999,0.5,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
250,Niko Hämäläinen/Niko-Hamalainen,fi FIN,DF,Los Angeles FC,21,1997,1.1,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
251,Bill Hamid/Bill-Hamid,us USA,GK,D.C. United,28,1990,33,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
252,Jordan Hamilton/Jordan-Hamilton,ca CAN,FW,Toronto FC,22,1996,6.9,0.58,0,0,3.19,1.74,0,54.5,0.46,0.25,0.18,0.33,0.61,0.61,0.19,-0.03,-0.03,Matches
253,Jordan Hamilton/Jordan-Hamilton,ca CAN,FW,Columbus,22,1996,0.7,0,0,0,1.43,0,0,0,2.14,0,0,,0.14,0.14,0.11,-0.14,-0.14,Matches
254,Niko Hansen/Niko-Hansen,dk DEN,MFDF,Columbus,24,1994,2.8,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
255,Niko Hansen/Niko-Hansen,dk DEN,MFFW,Houston,24,1994,0.4,0,0,0,2.5,0,0,0,5.92,0,0,,0.25,0.25,0.05,-0.25,-0.25,Matches
256,Jordan Harvey/Jordan-Harvey,us USA,DF,Los Angeles FC,35,1984,26.2,0.04,0,0,0.42,0.08,0,18.2,0.02,0,0.09,0.5,0.04,0.04,0.11,0,0,Matches
257,Nicolas Hasler/Nicolas-Hasler,li LIE,DF,Sporting KC,27,1991,7.1,0,0,0,0.28,0,0,0,0.04,0,0,,0,0,0.02,0,0,Matches
258,Nicolas Hasler/Nicolas-Hasler,li LIE,DF,Chicago,27,1991,0.8,0,0,0,1.25,1.25,0,100,1.52,1.52,0,0,0,0,0.02,0,0,Matches
259,Jacori Hayes/Jacori-Hayes,us USA,MF,FC Dallas,23,1995,9.5,0,0,0,0.84,0.21,0,25,0.09,0.02,0,0,0.04,0.04,0.05,-0.04,-0.04,Matches
260,Héber/Heber,br BRA,FW,NYCFC,27,1991,17.5,0.86,0,0,3.09,1.49,0,48.1,0.18,0.09,0.28,0.58,0.6,0.6,0.19,0.26,0.26,Matches
261,Matt Hedges/Matt-Hedges,us USA,DF,FC Dallas,28,1990,32,0.03,0,0,0.31,0.09,0,30,0.01,0,0.1,0.33,0.05,0.05,0.16,-0.02,-0.02,Matches
262,Doneil Henry/Doneil-Henry,ca CAN,DF,Vancouver,25,1993,23.6,0.17,0,0,0.47,0.25,0,54.5,0.02,0.01,0.36,0.67,0.05,0.05,0.11,0.12,0.12,Matches
263,Fabian Herbers/Fabian-Herbers,de GER,MFFW,Chicago,25,1993,8.7,0.34,0,0,2.07,0.69,0,33.3,0.24,0.08,0.17,0.5,0.22,0.22,0.11,0.13,0.13,Matches
264,Felipe Hernandez/Felipe-Hernandez,us USA,MF,Sporting KC,20,1998,1.1,0,0,0,0.91,0,0,0,0.85,0,0,,0,0,0.03,0,0,Matches
265,Aaron Herrera/Aaron-Herrera,us USA,DF,Real Salt Lake,21,1997,30.8,0,0,0,0.58,0.16,0,27.8,0.02,0.01,0,0,0.02,0.02,0.04,-0.02,-0.02,Matches
266,Federico Higuaín/Federico-Higuain,ar ARG,MF,Columbus,34,1984,12.5,0.08,0,0.08,1.52,0.4,0.16,26.3,0.12,0.03,0.05,0.2,0.18,0.11,0.08,-0.1,-0.03,Matches
267,Cristian Higuita/Cristian-Higuita,co COL,MF,Orlando City,25,1994,7.1,0,0,0,0.85,0.14,0,16.7,0.12,0.02,0,0,0.03,0.03,0.04,-0.03,-0.03,Matches
268,Danny Hoesen/Danny-Hoesen,nl NED,FW,San Jose,28,1991,16.4,0.3,0,0,3.78,1.65,0.18,43.5,0.23,0.1,0.08,0.19,0.53,0.53,0.14,-0.23,-0.23,Matches
269,Ryan Hollingshead/Ryan-Hollingshead,us USA,DF,FC Dallas,27,1991,32.9,0.18,0,0,1.22,0.52,0,42.5,0.04,0.02,0.15,0.35,0.11,0.11,0.09,0.07,0.07,Matches
270,Erik Holt/Erik-Holt,us USA,DF,Real Salt Lake,22,1996,4.1,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
271,Shandon Hopeau/Shandon-Hopeau,us USA,FW,Seattle,20,1998,0.4,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
272,André Horta/Andre-Horta,pt POR,MF,Los Angeles FC,22,1996,2,0,0,0,2,0,0,0,0.98,0,0,,0.1,0.1,0.06,-0.1,-0.1,Matches
273,Tim Howard/Tim-Howard,us USA,GK,Colorado,39,1979,24,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
274,Justin Hoyte/Justin-Hoyte,tt TRI,DF,FC Cincinnati,34,1984,16.4,0,0,0,0.12,0,0,0,0.01,0,0,,0.01,0.01,0.03,-0.01,-0.01,Matches
275,Erik Hurtado/Erik-Hurtado,us USA,FW,Sporting KC,28,1990,9.1,0.22,0,0,2.31,0.99,0,42.9,0.25,0.11,0.1,0.22,0.37,0.37,0.16,-0.15,-0.15,Matches
276,Emerson Hyndman/Emerson-Hyndman,us USA,MFFW,Atlanta,22,1996,11,0.09,0,0,1.36,0.55,0,40,0.12,0.05,0.07,0.17,0.15,0.15,0.11,-0.05,-0.05,Matches
277,Miguel Ibarra/Miguel-Ibarra,us USA,FWMF,Minnesota,28,1990,16.7,0.06,0,0,1.44,0.24,0,16.7,0.09,0.01,0.04,0.25,0.14,0.14,0.1,-0.08,-0.08,Matches
278,Romario Ibarra/Romario-Ibarra,ec ECU,FW,Minnesota,24,1994,4.2,0.48,0,0,2.62,1.67,0,63.6,0.62,0.4,0.18,0.29,0.29,0.29,0.11,0.19,0.19,Matches
279,Sebastien Ibeagha/Sebastien-Ibeagha,us USA,DF,NYCFC,27,1992,12.4,0,0,0,0.24,0.08,0,33.3,0.02,0.01,0,0,0.01,0.01,0.02,-0.01,-0.01,Matches
280,Zlatan Ibrahimović/Zlatan-Ibrahimovic,se SWE,FW,LA Galaxy,37,1981,29,1.03,0.21,0.24,4.93,2.03,0.45,41.3,0.17,0.07,0.17,0.41,0.81,0.62,0.13,0.23,0.21,Matches
281,Ilsinho/Ilsinho,br BRA,FWMF,Philadelphia,33,1985,12.2,0.41,0,0,1.89,0.9,0.08,47.8,0.15,0.07,0.22,0.45,0.19,0.18,0.09,0.22,0.23,Matches
282,Hwang In-beom/Hwang-In-beom,kr KOR,MF,Vancouver,22,1996,31.2,0.1,0.03,0.03,1.51,0.45,0.1,29.8,0.05,0.01,0.04,0.14,0.09,0.07,0.05,0,-0.01,Matches
283,Clint Irwin/Clint-Irwin,us USA,GK,Colorado,29,1989,10,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
284,Andreas Ivan/Andreas-Ivan,ro ROU,FWMF,NY Red Bulls,24,1995,5.4,0.19,0,0,3.7,0.93,0.56,25,0.68,0.17,0.05,0.2,0.22,0.22,0.06,-0.04,-0.04,Matches
285,Niki Jackson/Niki-Jackson,us USA,FWMF,Colorado,23,1995,0.4,0,0,0,5,2.5,0,50,11.5,5.77,0,0,0.25,0.25,0.05,-0.25,-0.25,Matches
286,Anthony Jackson-Hamel/Anthony-Jackson-Hamel,ca CAN,FW,Montreal,25,1993,6.9,0.43,0,0,2.32,0.87,0,37.5,0.33,0.13,0.19,0.5,0.26,0.26,0.11,0.17,0.17,Matches
287,Modou Jadama/Modou-Jadama,us USA,DF,Portland,24,1994,1,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
288,Dejan Jakovic/Dejan-Jakovic,ca CAN,DF,Los Angeles FC,33,1985,2,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
289,Robin Jansson/Robin-Jansson,se SWE,DF,Orlando City,27,1991,26.9,0,0,0,0.37,0,0.04,0,0.01,0,0,,0.03,0.03,0.07,-0.03,-0.03,Matches
290,Leonardo Jara/Leonardo-Jara,ar ARG,DF,D.C. United,27,1991,25.4,0.04,0,0,1.3,0.16,0,12.1,0.05,0.01,0.03,0.25,0.06,0.06,0.05,-0.02,-0.02,Matches
291,Hector Jiménez/Hector-Jimenez,us USA,DF,Columbus,30,1988,18,0.06,0,0,0.39,0.17,0,42.9,0.02,0.01,0.14,0.33,0.03,0.03,0.07,0.03,0.03,Matches
292,Sam Johnson/Sam-Johnson,lr LBR,FW,Real Salt Lake,25,1993,14.4,0.63,0,0,2.29,0.83,0,36.4,0.16,0.06,0.27,0.75,0.33,0.33,0.14,0.29,0.29,Matches
293,Sean Johnson/Sean-Johnson,us USA,GK,NYCFC,29,1989,29,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
294,Will Johnson/Will-Johnson,ca CAN,MF,Orlando City,32,1987,18.8,0.05,0,0,1.49,0.32,0,21.4,0.08,0.02,0.04,0.17,0.1,0.09,0.06,-0.04,-0.04,Matches
295,DeJuan Jones/DeJuan-Jones,us USA,DFMF,New England,21,1997,14.4,0.07,0,0,0.97,0.35,0,35.7,0.07,0.02,0.07,0.2,0.09,0.05,0.05,-0.02,0.02,Matches
296,Derrick Jones/Derrick-Jones,us USA,MF,Philadelphia,21,1997,0.6,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
297,Joevin Jones/Joevin-Jones,tt TRI,FWDF,Seattle,27,1991,10.3,0,0,0,1.26,0.58,0,46.2,0.12,0.06,0,0,0.04,0.04,0.03,-0.04,-0.04,Matches
298,Judson/Judson,br BRA,MF,San Jose,25,1993,21.2,0.05,0,0,0.71,0.19,0,26.7,0.03,0.01,0.07,0.25,0.04,0.04,0.05,0.01,0.01,Matches
299,Florian Jungwirth/Florian-Jungwirth,de GER,DF,San Jose,30,1989,29.7,0,0,0,0.61,0.2,0.07,33.3,0.02,0.01,0,0,0.04,0.04,0.06,-0.04,-0.04,Matches
300,Vitor Junior/Vitor-Junior,br BRA,DF,LA Galaxy,30,1989,0.1,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
301,Mathias Jørgensen/Mathias-Jorgensen,dk DEN,FWMF,NY Red Bulls,18,2000,1.3,0,0,0,3.08,0.77,0,25,2.31,0.58,0,0,0.15,0.15,0.05,-0.15,-0.15,Matches
302,Kaku/Kaku,py PAR,MF,NY Red Bulls,24,1995,21.4,0.23,0,0,1.68,0.56,0.09,33.3,0.08,0.03,0.14,0.42,0.17,0.17,0.1,0.06,0.06,Matches
303,Brent Kallman/Brent-Kallman,us USA,DF,Minnesota,28,1990,14.3,0,0,0,0.07,0,0,0,0,0,0,,0.01,0.01,0.15,-0.01,-0.01,Matches
304,Kei Kamara/Kei-Kamara,sl SLE,FW,Colorado,34,1984,28.2,0.5,0.14,0.25,3.12,1.24,0.07,39.8,0.11,0.04,0.11,0.29,0.59,0.4,0.13,-0.09,-0.05,Matches
305,Ola Kamara/Ola-Kamara,no NOR,FW,D.C. United,29,1989,2.8,1.07,0,0,2.86,2.14,0,75,1,0.75,0.38,0.5,0.54,0.54,0.18,0.54,0.54,Matches
306,Johan Kappelhof/Johan-Kappelhof,nl NED,DF,Chicago,28,1990,28.4,0,0,0,0.21,0,0,0,0.01,0,0,,0.02,0.02,0.09,-0.02,-0.02,Matches
307,Guram Kashia/Guram-Kashia,ge GEO,DF,San Jose,31,1987,21.2,0,0,0,0.52,0.14,0,27.3,0.02,0.01,0,0,0.07,0.07,0.14,-0.07,-0.07,Matches
308,Aleksandar Katai/Aleksandar-Katai,rs SRB,FWMF,Chicago,27,1991,23.3,0.26,0,0,4.38,1.33,0.26,30.4,0.19,0.06,0.06,0.19,0.24,0.24,0.06,0.01,0.01,Matches
309,Mark-Anthony Kaye/Mark-Anthony-Kaye,ca CAN,MF,Los Angeles FC,24,1994,27.8,0.14,0,0,1.26,0.43,0,34.3,0.05,0.02,0.11,0.33,0.11,0.11,0.09,0.04,0.04,Matches
310,Kim Kee-hee/Kim-Kee-hee,kr KOR,DF,Seattle,29,1989,28.9,0,0,0,0.48,0.03,0,7.1,0.02,0,0,0,0.06,0.06,0.13,-0.06,-0.06,Matches
311,Aboubacar Keita/Aboubacar-Keita,us USA,DF,Columbus,18,2000,8.9,0,0,0,0.22,0,0,0,0.02,0,0,,0.02,0.02,0.08,-0.02,-0.02,Matches
312,Jon Kempin/Jon-Kempin,us USA,GK,Columbus,25,1993,3,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
313,Jasser Khemiri/Jasser-Khemiri,tn TUN,DF,Vancouver,21,1997,1,0,0,0,1,0,0,0,1,0,0,,0,0,0.01,0,0,Matches
314,Daniel Kinumbe/Daniel-Kinumbe,ca CAN,DF,Montreal,19,1999,0.7,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
315,Perry Kitchen/Perry-Kitchen,us USA,MF,LA Galaxy,26,1992,6.4,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
316,Sacha Kljestan/Sacha-Kljestan,us USA,MFFW,Orlando City,33,1985,15.1,0.07,0,0,1.26,0.46,0,36.8,0.08,0.03,0.05,0.14,0.14,0.14,0.12,-0.07,-0.07,Matches
317,Brad Knighton/Brad-Knighton,us USA,GK,New England,33,1985,7.4,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
318,Kevin Kratz/Kevin-Kratz,de GER,MF,Atlanta,32,1987,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
319,Damir Kreilach/Damir-Kreilach,hr CRO,MFFW,Real Salt Lake,29,1989,29.5,0.2,0.03,0.03,1.86,0.44,0.1,23.6,0.06,0.01,0.09,0.38,0.18,0.15,0.08,0.02,0.02,Matches
320,Bojan Krkić/Bojan-Krkic,es ESP,MFFW,Montreal,28,1990,6.7,0.45,0,0,2.54,0.9,0,35.3,0.38,0.13,0.18,0.5,0.33,0.33,0.13,0.12,0.12,Matches
321,Ken Krolicki/Ken-Krolicki,us USA,MF,Montreal,22,1996,5.9,0,0,0,0.34,0,0,0,0.06,0,0,,0.02,0.02,0.06,-0.02,-0.02,Matches
322,Kenneth Kronholm/Kenneth-Kronholm,de GER,GK,Chicago,33,1985,20,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
323,Connor Lade/Connor-Lade,us USA,DF,NY Red Bulls,29,1989,9.4,0.11,0,0,0.53,0.11,0,20,0.06,0.01,0.2,1,0.02,0.02,0.04,0.09,0.09,Matches
324,Roland Lamah/Roland-Lamah,be BEL,MFFW,FC Cincinnati,31,1987,19.8,0.05,0,0,1.52,0.56,0,36.7,0.08,0.03,0.03,0.09,0.11,0.11,0.07,-0.06,-0.06,Matches
325,Matt Lampson/Matt-Lampson,us USA,GK,LA Galaxy,29,1989,1,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
326,Foster Langsdorf/Foster-Langsdorf,us USA,FW,Portland,23,1995,0.3,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
327,Lassi Lappalainen/Lassi-Lappalainen,fi FIN,MFFW,Montreal,20,1998,7.6,0.66,0,0,2.24,1.18,0,52.9,0.29,0.16,0.29,0.56,0.38,0.38,0.17,0.28,0.28,Matches
328,Jeff Larentowicz/Jeff-Larentowicz,us USA,MF,Atlanta,35,1983,16.4,0,0,0,0.67,0.06,0,9.1,0.04,0,0,0,0.02,0.02,0.04,-0.02,-0.02,Matches
329,Richie Laryea/Richie-Laryea,ca CAN,DF,Toronto FC,24,1995,16.3,0.06,0,0,1.04,0.25,0,23.5,0.06,0.02,0.06,0.25,0.08,0.08,0.08,-0.02,-0.02,Matches
330,Forrest Lasso/Forrest-Lasso,us USA,DF,FC Cincinnati,25,1993,4.4,0,0,0,0.45,0.23,0,50,0.1,0.05,0,0,0,0,0.02,0,0,Matches
331,Kemar Lawrence/Kemar-Lawrence,jm JAM,DF,NY Red Bulls,26,1992,19.2,0.05,0,0,0.26,0.05,0.05,20,0.01,0,0.2,1,0.04,0.04,0.16,0.01,0.01,Matches
332,Emmanuel Ledesma/Emmanuel-Ledesma,ar ARG,FWMF,FC Cincinnati,30,1988,19.6,0.31,0.15,0.2,2.24,0.41,0.26,18.2,0.11,0.02,0.07,0.38,0.27,0.11,0.05,0.04,0.04,Matches
333,Kelvin Leerdam/Kelvin-Leerdam,nl NED,DF,Seattle,28,1990,26.7,0.19,0,0,0.82,0.22,0.04,27.3,0.03,0.01,0.23,0.83,0.08,0.08,0.1,0.11,0.11,Matches
334,Brooks Lennon/Brooks-Lennon,us USA,DFFW,Real Salt Lake,21,1997,17.2,0,0,0,0.58,0.12,0,20,0.03,0.01,0,0,0.06,0.06,0.1,-0.06,-0.06,Matches
335,Brett Levis/Brett-Levis,ca CAN,DFFW,Vancouver,25,1993,3.7,0,0,0,0.27,0,0,0,0.07,0,0,,0.03,0.03,0.07,-0.03,-0.03,Matches
336,Jonathan Lewis/Jonathan-Lewis,us USA,MFFW,NYCFC,21,1997,2.4,0,0,0,0.42,0.42,0,100,0.17,0.17,0,0,0,0,0.04,0,0,Matches
337,Jonathan Lewis/Jonathan-Lewis,us USA,FWMF,Colorado,21,1997,10,0.5,0,0,1.6,0.8,0,50,0.16,0.08,0.31,0.63,0.2,0.2,0.12,0.3,0.3,Matches
338,Danny Leyva/Danny-Leyva,us USA,MF,Seattle,15,2003,4.6,0,0,0,0.87,0,0,0,0.19,0,0,,0.02,0.02,0.04,-0.02,-0.02,Matches
339,Grant Lillard/Grant-Lillard,us USA,DF,Chicago,23,1995,2.3,0,0,0,0.43,0,0,0,0.19,0,0,,0.04,0.04,0.1,-0.04,-0.04,Matches
340,Nick Lima/Nick-Lima,us USA,DF,San Jose,24,1994,20.1,0.05,0,0,0.9,0.15,0,16.7,0.04,0.01,0.06,0.33,0.02,0.02,0.03,0.02,0.02,Matches
341,Jaylin Lindsey/Jaylin-Lindsey,us USA,DF,Sporting KC,18,2000,1,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
342,Sebastian Lletget/Sebastian-Lletget,us USA,MFFW,LA Galaxy,26,1992,25.7,0.12,0,0,1.28,0.43,0,33.3,0.05,0.02,0.09,0.27,0.09,0.09,0.07,0.03,0.03,Matches
343,Robin Lod/Robin-Lod,fi FIN,FWMF,Minnesota,25,1993,6.5,0,0,0,2,0.77,0,38.5,0.31,0.12,0,0,0.18,0.18,0.09,-0.18,-0.18,Matches
344,Nicolás Lodeiro/Nicolas-Lodeiro,uy URU,MF,Seattle,29,1989,27.8,0.25,0.07,0.07,1.83,0.58,0.18,31.4,0.07,0.02,0.1,0.31,0.23,0.17,0.09,0.03,0.01,Matches
345,Aaron Long/Aaron-Long,us USA,DF,NY Red Bulls,26,1992,23.5,0.09,0,0,0.77,0.21,0,27.8,0.03,0.01,0.11,0.4,0.07,0.07,0.09,0.02,0.02,Matches
346,Marcos López/Marcos-Lopez,pe PER,DF,San Jose,19,1999,12.9,0,0,0,0.78,0.31,0,40,0.06,0.02,0,0,0.05,0.05,0.06,-0.05,-0.05,Matches
347,Marvin Loría/Marvin-Loria,cr CRC,FW,Portland,21,1997,7.8,0.26,0,0,2.69,1.67,0,61.9,0.34,0.21,0.1,0.15,0.14,0.14,0.05,0.12,0.12,Matches
348,Daniel Lovitz/Daniel-Lovitz,us USA,DF,Montreal,27,1991,28,0,0,0,0.46,0.21,0.11,46.2,0.02,0.01,0,0,0.02,0.02,0.04,-0.02,-0.02,Matches
349,Jorge Luis Corrales/Jorge-Luis-Corrales,cu CUB,DF,Montreal,27,1991,1.1,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
350,Jorge Luis Corrales/Jorge-Luis-Corrales,cu CUB,DF,Chicago,27,1991,11.5,0,0,0,0.17,0,0,0,0.01,0,0,,0,0,0.02,0,0,Matches
351,Everton Luiz/Everton-Luiz,br BRA,MF,Real Salt Lake,30,1988,23.4,0,0,0,0.38,0.09,0,22.2,0.02,0,0,0,0.03,0.03,0.09,-0.03,-0.03,Matches
352,Adam Lundqvist/Adam-Lundqvist,se SWE,DF,Houston,24,1994,26.5,0,0,0,0.23,0,0.04,0,0.01,0,0,,0.01,0.01,0.04,-0.01,-0.01,Matches
353,Larrys Mabiala/Larrys-Mabiala,cd COD,DF,Portland,31,1987,21.1,0.09,0,0,1,0.38,0,38.1,0.05,0.02,0.1,0.25,0.09,0.09,0.08,0.01,0.01,Matches
354,Gary Mackay-Steven/Gary-Mackay-Steven,sco SCO,FWMF,NYCFC,28,1990,5.9,0.17,0,0,2.88,1.19,0,41.2,0.49,0.2,0.06,0.14,0.34,0.34,0.12,-0.17,-0.17,Matches
355,Zac MacMath/Zac-MacMath,us USA,GK,Vancouver,27,1991,8,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
356,Connor Maloney/Connor-Maloney,us USA,DF,Columbus,23,1995,8.8,0,0,0,0.45,0.11,0,25,0.05,0.01,0,0,0.01,0.01,0.03,-0.01,-0.01,Matches
357,Michael Mancienne/Michael-Mancienne,eng ENG,DF,New England,31,1988,13.2,0.08,0,0,0.15,0.08,0,50,0.01,0.01,0.5,1,0.02,0.02,0.14,0.05,0.05,Matches
358,Carter Manley/Carter-Manley,us USA,DF,Minnesota,22,1996,1,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
359,Kekuta Manneh/Kekuta-Manneh,us USA,FWMF,FC Cincinnati,24,1994,16.7,0.24,0,0,1.74,0.6,0,34.5,0.1,0.04,0.14,0.4,0.16,0.16,0.09,0.08,0.08,Matches
360,Vito Mannone/Vito-Mannone,it ITA,GK,Minnesota,30,1988,34,0,0,0,0,0,0,,0,0,,,0,0,,0,0,Matches
361,Mauro Manotas/Mauro-Manotas,co COL,FW,Houston,23,1995,28.1,0.46,0.04,0.07,3.06,1,0.07,32.6,0.11,0.04,0.14,0.43,0.52,0.47,0.15,-0.06,-0.04,Matches
362,Paul Marie/Paul-Marie,fr FRA,DF,San Jose,23,1995,3.9,0,0,0,1.54,0.77,0,50,0.4,0.2,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
363,Chad Marshall/Chad-Marshall,us USA,DF,Seattle,34,1984,8,0,0,0,0.5,0.13,0,25,0.06,0.01,0,0,0.05,0.05,0.09,-0.05,-0.05,Matches
364,Collin Martin/Collin-Martin,us USA,MF,Minnesota,24,1994,2,0,0,0,0.5,0,0,0,0.24,0,0,,0,0,0.02,0,0,Matches
