Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
606,Florian Valot/Florian-Valot,fr FRA,MFFW,NY Red Bulls,25,1993,1.4,41.4,39.3,2.14,0,0,8.57,0,1.43,0,0,0,0,25,3.57,12.9,5.71,28.6,3.57,2.14,1.43,29.3,0,0,2.86,0.71,Matches
607,Peter-Lee Vassell/Peter-Lee-Vassell,jm JAM,MF,Los Angeles FC,20,1998,2,50,49.5,0.5,0.5,0.5,12,1,1,0,0,0,0,43.5,3.5,3,7,43,0,0,0,42,0,0.5,2.5,1.5,Matches
608,Brandon Vazquez/Brandon-Vazquez,us USA,FW,Atlanta,20,1998,7.1,24.4,22.4,1.97,0,0.14,6.62,0.56,0.7,0,0,0,0,16.1,4.79,3.52,3.52,17.2,1.13,0,0.56,18.3,0.14,0.56,0.56,0.56,Matches
609,Carlos Vela/Carlos-Vela,mx MEX,FW,Los Angeles FC,29,1989,30.3,40.3,32.8,7.46,2.54,0.4,7.72,2.31,6.86,3.76,2.01,1.06,0.33,24.9,6.04,9.37,34.6,4.46,0.2,0.83,0.17,27.1,0.36,0.73,1.12,2.18,Matches
610,Lucas Venuto/Lucas-Venuto,br BRA,FW,Vancouver,24,1995,12.6,29.4,28.4,0.95,0.24,0.08,5.79,0.79,1.9,0,0,0,0,22.6,3.97,2.78,1.75,26.1,0.87,0.4,0,22.5,0.08,0.24,0.87,1.19,Matches
611,Matías Vera/Matias-Vera,ar ARG,MF,Houston,23,1995,29.3,48.9,47.7,1.19,1.06,0.03,7.27,2.46,0.14,0,0,0,0,37.2,5.46,6.25,4.71,41.9,1.57,0.14,0.1,44.5,0.07,0.34,0.65,0.61,Matches
612,Jorge Villafaña/Jorge-Villafana,us USA,DF,Portland,29,1989,21.6,51.4,43.7,7.78,0.46,0,8.52,1.44,4.17,0,0,0,0,30.5,9.58,11.4,34.9,6.99,1.85,7.31,0.05,40.8,0.09,0.28,0.79,1.76,Matches
613,Héctor Villalba/Hector-Villalba,py PAR,FWMF,Atlanta,24,1994,10.4,37.3,35.7,1.63,0.29,0.29,5.48,1.15,3.75,0.19,0.1,0.1,0,25.3,5.77,6.25,7.6,26.3,1.54,1.06,0.58,27.9,0.1,0.48,1.06,1.92,Matches
614,Sam Vines/Sam-Vines,us USA,DF,Colorado,19,1999,23.9,36.6,29.1,7.49,0.38,0,3.81,1,1.13,0.04,0,0,0,20.9,6.15,9.54,25.1,3.1,1.17,7.07,0,29,0,1.17,0.63,0.46,Matches
615,Kai Wagner/Kai-Wagner,de GER,DF,Philadelphia,21,1997,29.9,55.9,46.7,9.2,0.74,0,7.09,1.37,3.44,0.03,0,0,0,33.2,11,11.7,37.4,6.39,2.68,8.39,0.27,45.1,0.2,0.94,0.7,1.67,Matches
616,Rodney Wallace/Rodney-Wallace,cr CRC,DF,Sporting KC,30,1988,0.3,23.3,20,3.33,0,0,3.33,0,0,0,0,0,0,13.3,6.67,3.33,13.3,3.33,0,3.33,0,23.3,0,0,0,0,Matches
617,Akeem Ward/Akeem-Ward,us USA,DF,D.C. United,23,1996,0.5,14,12,2,0,0,4,0,0,0,0,0,0,10,0,4,4,8,0,2,0,10,0,0,0,0,Matches
618,Kendall Waston/Kendall-Waston,cr CRC,DF,FC Cincinnati,31,1988,24.2,47.6,45.8,1.78,1.65,0.04,6.53,1.24,0,0,0,0,0,31.3,4.63,11.6,12,30.8,2.93,0.12,0.17,38.1,0.12,1.2,0.29,0.54,Matches
619,Quentin Westberg/Quentin-Westberg,us USA,GK,Toronto FC,32,1986,27.8,37.2,26.6,10.6,1.98,0,3.17,1.29,0,0,0,0,0,18.6,2.59,16,2.48,28.1,0.07,0,4.35,27.9,0.07,1.01,0.11,0.18,Matches
620,Brian White/Brian-White,us USA,FW,NY Red Bulls,22,1996,14.8,22,20.7,1.28,0.07,0,5.95,0,0.34,0.07,0,0.07,0,10.7,6.01,5.34,2.84,13.5,2.57,0.07,0.61,14,0.07,0.54,0.74,1.22,Matches
621,JJ Williams/JJ-Williams,us USA,FW,Columbus,21,1998,3.6,16.4,15.6,0.83,0,0,5.83,0.28,0.56,0,0,0,0,7.22,5,4.17,1.94,8.33,1.39,0,1.67,9.17,0,0.28,0.28,1.11,Matches
622,Josh Williams/Josh-Williams,us USA,DF,Columbus,30,1988,14.2,50.6,48,2.54,0.7,0,5.14,1.06,0.21,0,0,0,0,35.6,6.55,8.38,7.25,38.6,2.18,1.83,0.14,43.5,0.07,1.55,0.63,0.42,Matches
623,Romario Williams/Romario-Williams,jm JAM,FWDF,Atlanta,24,1994,0.4,45,42.5,2.5,0,0,10,0,2.5,0,0,0,0,7.5,27.5,10,7.5,25,5,2.5,0,20,0,2.5,0,0,Matches
624,Romario Williams/Romario-Williams,jm JAM,FWMF,Columbus,24,1994,1.4,14.3,13.6,0.71,0.71,0,2.86,0.71,0,0,0,0,0,9.29,2.86,2.14,2.86,8.57,2.14,0,0,8.57,0,0,0.71,1.43,Matches
625,Eryk Williamson/Eryk-Williamson,us USA,MFFW,Portland,21,1997,2.6,40,38.1,1.92,0,0,8.46,1.54,0,0,0,0,0,27.3,7.31,5.38,6.92,29.2,1.15,1.54,0,31.9,0,0,1.54,0.77,Matches
626,Joe Willis/Joe-Willis,us USA,GK,Houston,30,1988,27,29.5,19.2,10.3,2.37,0.04,1.37,0.78,0,0.04,0,0,0.04,12.7,1.56,15.3,15.4,5.93,0,0,5.63,18.8,0.07,0.74,0,0.04,Matches
627,Danny Wilson/Danny-Wilson,sco SCO,MFDF,Colorado,27,1991,14.8,33.5,31.8,1.69,1.49,0.07,5.27,1.35,0.07,0,0,0,0,19.5,4.32,9.73,22.1,8.18,1.69,0.07,0.07,25.1,0.27,0.88,0.14,0.81,Matches
628,Henry Wingo/Henry-Wingo,us USA,FW,Seattle,23,1995,2.2,33.6,32.7,0.91,0,0,5,1.82,2.73,0.45,0,0.45,0,26.8,4.09,2.73,4.55,27.3,0.91,0.45,0,25,0,0.45,1.36,3.18,Matches
629,Chris Wondolowski/Chris-Wondolowski,us USA,FW,San Jose,36,1983,22,17.3,15.1,2.18,0,0.18,3,0.27,0.14,0,0,0,0,11.1,3.95,2.23,3.5,11.4,1,0.27,0.5,13.2,0.27,0.36,0.36,0.45,Matches
630,Andrew Wooten/Andrew-Wooten,us USA,FW,Philadelphia,29,1989,3.9,25.1,23.8,1.28,0,0,8.21,0,1.03,0,0,0,0,17.7,3.33,4.1,5.38,16.9,1.54,0,0.51,19.7,0.26,0.26,0.51,1.03,Matches
631,Brian Wright/Brian-Wright,ca CAN,FWMF,New England,23,1995,0.1,10,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,10,0,0,0,0,Matches
632,Bradley Wright-Phillips/Bradley-Wright-Phillips,eng ENG,FW,NY Red Bulls,33,1985,12.3,26.5,24.6,1.87,0.24,0.16,8.29,0.24,0.33,0.08,0,0.08,0,16.7,4.47,5.28,3.33,17.7,2.2,0.24,0.57,17.6,0.08,0.33,0.89,1.22,Matches
633,Deklan Wynne/Deklan-Wynne,nz NZL,DF,Colorado,23,1995,10.2,37.2,33.8,3.33,0.78,0,4.31,0.69,0.49,0,0,0,0,22.7,5.2,9.22,26.6,5.59,1.86,2.55,0.1,29.5,0,0.69,0.78,0.69,Matches
634,Griffin Yow/Griffin-Yow,us USA,FW,D.C. United,16,2002,0.6,13.3,13.3,0,0,0,5,0,0,0,0,0,0,8.33,3.33,1.67,3.33,8.33,1.67,0,0,11.7,0,0,0,0,Matches
635,Jackson Yueill/Jackson-Yueill,us USA,MF,San Jose,21,1997,29.7,68.7,65.3,3.4,2.02,0.27,10.4,3.2,1.18,1.08,0.24,0.4,0.13,53.5,6.2,9.06,8.69,58.6,0.91,0.24,0.2,59.9,0.3,1.14,0.88,0.81,Matches
636,Wilfried Zahibo/Wilfried-Zahibo,cf CTA,MF,New England,25,1993,16.7,49.2,47.5,1.68,1.62,0.12,7.54,1.32,0.12,0,0,0,0,33.2,5.57,10.4,6.23,38.3,2.87,0.06,0.12,39,0.12,0.84,0.6,0.42,Matches
637,Renzo Zambrano/Renzo-Zambrano,ve VEN,MF,Portland,24,1994,8.7,54.4,53,1.38,1.15,0.11,5.63,3.79,0.69,0,0,0,0,40.9,5.4,8.05,9.31,43.2,0.92,0.23,0.11,48.7,0,0.46,1.03,0.11,Matches
638,Gyasi Zardes/Gyasi-Zardes,us USA,FW,Columbus,27,1991,27.5,17.6,16.6,0.98,0,0.11,4.76,0.11,0.07,0,0,0,0,11.9,3.96,1.75,2.62,11.9,1.56,0.04,0.33,13.2,0.07,0.47,0.29,0.84,Matches
639,Eriq Zavaleta/Eriq-Zavaleta,us USA,DF,Toronto FC,26,1992,11.3,56.5,54.6,1.86,0.97,0.09,6.73,2.21,0.09,0,0,0,0,46.3,4.16,6.02,4.78,48.4,1.5,0.88,0.27,51.2,0,0.88,0.27,0.88,Matches
640,Gedion Zelalem/Gedion-Zelalem,us USA,MF,Sporting KC,22,1997,4.8,48.8,47.9,0.83,0,0,4.58,1.46,1.04,0.42,0.21,0,0,39.8,4.58,4.38,2.29,46,0.42,0,0,43.3,0,1.04,1.04,0.63,Matches
641,Rodolfo Zelaya/Rodolfo-Zelaya,sv SLV,FW,Los Angeles FC,30,1988,1.3,21.5,19.2,2.31,0,0.77,2.31,0,1.54,0,0,0,0,15.4,3.08,3.08,2.31,18.5,0,0,0.77,13.8,0,2.31,0,2.31,Matches
642,Adrian Zendejas/Adrian-Zendejas,mx MEX,GK,Sporting KC,23,1995,1,44,37,7,1,0,1,1,0,0,0,0,0,35,1,8,1,33,0,0,8,38,0,2,0,0,Matches
643,Reto Ziegler/Reto-Ziegler,ch SUI,DF,FC Dallas,33,1986,32,63.8,61.2,2.56,1.72,0,6.16,2.38,0.19,0.06,0,0.06,0,47.7,5.66,10.4,34.4,25.4,2.53,0.78,0.13,56.6,0.16,0.78,0.75,0.47,Matches
644,Walker Zimmerman/Walker-Zimmerman,us USA,DF,Los Angeles FC,25,1993,24.1,54.5,53.2,1.29,0.95,0.08,7.26,1.04,0.08,0,0,0,0,39.1,7.47,7.93,6.85,42.5,2.74,0.33,0.33,47.3,0.04,0.71,0.5,0.25,Matches
645,Ethan Zubak/Ethan-Zubak,us USA,MFFW,LA Galaxy,20,1998,0.5,18,18,0,0,0,4,0,0,0,0,0,0,6,8,4,0,14,0,0,0,12,0,0,0,0,Matches
646,Graham Zusi/Graham-Zusi,us USA,DF,Sporting KC,32,1986,26.1,66.1,56.1,10.1,2.26,0.19,9.73,2.22,3.18,0.11,0.04,0.08,0,40,13.2,12.9,7.39,47.5,2.72,7.7,0.19,54.6,0.27,1.23,1.15,1.19,Matches
