Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
196,Benny Feilhaber/Benny-Feilhaber,us USA,MF,Colorado,34,1985,6.9,44.8,40.4,4.35,2.03,0.29,9.57,1.74,1.59,1.16,0.43,0.43,0.14,32.6,6.38,5.8,0.72,42.6,0.72,0,0.29,36.7,0,0.72,0.87,0.43,Matches
197,Felipe/Felipe,br BRA,MF,Vancouver,28,1990,12.7,49.1,46.9,2.2,1.34,0,8.58,1.5,0.79,0.39,0.08,0.16,0.16,36.1,5.98,7.01,5.67,42.2,0.55,0.24,0.24,42.2,0.16,0.79,0.31,0.79,Matches
198,Felipe/Felipe,br BRA,MF,D.C. United,28,1990,8.6,55.9,50.7,5.23,2.91,0.12,8.02,3.02,2.56,2.21,0.81,0.93,0.23,39.4,4.65,11.9,5.81,47.8,1.63,0,0.35,45.8,0.23,0.93,0.7,0.93,Matches
199,Luis Felipe/Luis-Felipe,br BRA,MF,San Jose,23,1996,0.5,36,34,2,2,0,4,4,0,0,0,0,0,28,0,8,20,12,2,0,0,32,0,2,0,0,Matches
200,Rolf Feltscher/Rolf-Feltscher,ve VEN,DF,LA Galaxy,28,1990,24.2,51.3,42.4,8.93,0.74,0.08,6.78,1.24,4.34,0,0,0,0,29.3,10.1,11.9,3.88,36.9,1.45,8.14,0.17,40.4,0.25,1.2,0.91,1.94,Matches
201,Gerso Fernandes/Gerso-Fernandes,gw GNB,FWMF,Sporting KC,27,1991,19.4,23.7,23,0.67,0.1,0.05,4.64,0.52,2.11,0.31,0.1,0.05,0,17.5,3.51,2.68,20.7,2.22,0.31,0.26,0.15,16.7,0.15,0.62,0.77,1.44,Matches
202,Brian Fernández/Brian-Fernandez,ar ARG,FW,Portland,24,1994,15.7,19.1,17.6,1.53,0.06,0.13,3.38,0.25,0.38,0,0,0,0,12.5,3.38,3.18,3.44,13.6,1.34,0.25,0.38,15.1,0,0.19,0.38,0.45,Matches
203,Omir Fernandez/Omir-Fernandez,us USA,FWMF,NY Red Bulls,19,1999,6.4,24.2,23,1.25,0.31,0.16,5,0,0.78,0.16,0,0,0,19.1,2.81,2.34,3.28,18.9,1.09,0.31,0.31,19.2,0,0.31,0.63,0.78,Matches
204,Juan Fernando Caicedo/Juan-Fernando-Caicedo,co COL,FW,New England,29,1989,11.9,21,18.1,2.94,0.08,0,4.87,0.17,0.34,0,0,0,0,14.5,3.36,3.19,0.92,17,1.18,0.25,0.42,16.3,0.08,0.25,0.92,0.67,Matches
205,Jesus Ferreira/Jesus-Ferreira,us USA,FWMF,FC Dallas,18,2000,27.1,33.2,31.7,1.51,0.3,0.04,6.2,0.63,0.41,0.04,0,0.04,0,23.4,6.61,3.25,2.69,29.2,0.89,0.15,0.11,27.2,0.26,0.74,0.63,0.77,Matches
206,Marcelo dos Santos Ferreira/Marcelo-dos-Santos-Ferreira,br BRA,DF,Chicago,29,1989,12.8,38.9,37.5,1.41,1.09,0,4.14,1.33,0.39,0,0,0,0,25.7,4.14,9.06,3.67,31.8,2.5,0.31,0,30.5,0,1.25,0.16,0.63,Matches
207,Carlos Fierro/Carlos-Fierro,mx MEX,FWMF,San Jose,24,1994,2.5,32.8,29.6,3.2,0,0,5.2,0.4,4.4,0.4,0,0,0.4,16.8,8.8,7.2,4.4,24.4,0.8,2.8,0,24.4,0,0,1.2,1.6,Matches
208,Maynor Figueroa/Maynor-Figueroa,hn HON,DF,Houston,35,1983,25,54,52.4,1.64,1.52,0.12,7.52,2.92,0.24,0,0,0,0,39.4,5.28,9.32,46,4.72,2.12,0.12,0.28,45.3,0.28,0.8,1.04,0.6,Matches
209,Ethan Finlay/Ethan-Finlay,us USA,FWMF,Minnesota,28,1990,21.2,21.3,20.9,0.38,0.05,0.05,3.16,0.61,2.45,0,0,0,0,13.7,3.58,4.06,3.21,16.3,1.04,0.33,0.19,14.2,0.05,0.47,0.42,1.42,Matches
210,Andrés Flores/Andres-Flores,sv SLV,MF,Portland,28,1990,8.6,41.4,40.5,0.93,0.58,0,7.09,0.47,0.35,0,0,0,0,32.2,5.12,4.07,3.02,36.3,1.05,0.35,0.12,35.6,0.12,0.35,1.16,0.47,Matches
211,Anthony Fontana/Anthony-Fontana,us USA,MFFW,Philadelphia,19,1999,1.4,53.6,50,3.57,0,0,10,0,0,0,0,0,0,47.9,2.14,3.57,5.71,45.7,0,1.43,0.71,47.9,1.43,0,0,0.71,Matches
212,Andreu Fontàs/Andreu-Fontas,es ESP,DF,Sporting KC,29,1989,10.7,74.3,72.3,1.96,1.87,0,7.29,1.87,0.09,0,0,0,0,60.8,5.79,7.66,61.1,9.35,2.9,0.09,0.19,67.2,0,1.03,0.75,0.47,Matches
213,Waylon Francis/Waylon-Francis,cr CRC,DF,Columbus,28,1990,15.4,54.5,43.6,10.8,0.52,0.06,6.49,0.52,2.47,0,0,0,0,29.6,9.87,15,36.6,4.48,2.01,10.3,0.06,43.3,0.26,0.26,0.65,1.1,Matches
214,Przemysław Frankowski/Przemyslaw-Frankowski,pl POL,FWMF,Chicago,23,1995,25.6,40.3,37.5,2.77,0.27,0.12,7.23,1.13,3.09,0.16,0,0.04,0,27.1,6.99,6.21,5.74,30,1.33,2.34,0.2,30.6,0.12,1.21,0.78,1.45,Matches
215,Liam Fraser/Liam-Fraser,ca CAN,MFDF,Toronto FC,20,1998,9,81.7,77.9,3.78,2.44,0.22,11.1,3.78,1.33,0.89,0.33,0.22,0.11,62.4,9.11,10.1,10.6,69,1,0.44,0.11,72.4,0.11,1.78,0.78,0.67,Matches
216,Matt Freese/Matt-Freese,us USA,GK,Philadelphia,20,1998,4.9,26.3,16.5,9.8,1.84,0,2.45,0.2,0,0,0,0,0,7.96,1.63,16.7,1.43,18,0.2,0,4.49,16.5,0,0,0,0,Matches
217,Stefan Frei/Stefan-Frei,ch SUI,GK,Seattle,32,1986,34,33.7,22,11.7,2.88,0,2.56,0.88,0,0,0,0,0,16.5,2.62,14.6,3.62,23.2,0,0,5.71,25.3,0.15,0.85,0.06,0.09,Matches
218,Alejandro Fuenmayor/Alejandro-Fuenmayor,ve VEN,DF,Houston,22,1996,7.8,51.7,49.7,1.92,1.67,0,4.49,1.92,0.26,0,0,0,0,41.4,3.21,7.05,9.1,40.4,1.28,0.26,0.26,45.3,0,0.51,0.26,0.64,Matches
219,Gilbert Fuentes/Gilbert-Fuentes,us USA,FW,San Jose,16,2002,0,3,3,0,0,0,2,0,0,0,0,0,0,3,0,0,0,3,0,0,0,2,0,0,1,0,Matches
220,Ray Gaddis/Ray-Gaddis,us USA,DF,Philadelphia,29,1990,32.9,49.3,42.2,7.14,0.3,0,5.68,0.73,1.12,0.06,0.03,0,0.03,34,7.99,7.36,4.35,36.1,1.73,6.78,0.12,41,0.21,0.91,0.7,1.22,Matches
221,Nicolás Gaitán/Nicolas-Gaitan,ar ARG,MF,Chicago,30,1988,22.3,45.8,39,6.82,2.24,0.27,7.67,4.04,6.41,3.59,1.75,1.17,0.09,23.5,6.91,15.5,39.1,4.22,1.21,0.4,0.45,29.8,0.36,1.52,0.94,1.48,Matches
222,Erickson Gallardo/Erickson-Gallardo,ve VEN,MFFW,Toronto FC,25,1993,2.7,31.9,31.1,0.74,0,0,6.67,0.74,3.33,0.74,0,0,0,21.9,5.19,4.81,1.85,27.4,0.74,0,0,22.2,0,0.37,0.74,1.48,Matches
223,Boniek García/Boniek-Garcia,hn HON,MF,Houston,34,1984,28.6,48.9,46.8,2.1,1.08,0.14,8.74,2.06,1.01,0.59,0.31,0.03,0.03,37.1,5.94,5.91,4.69,41.9,1.36,0.35,0.24,42.1,0.21,1.15,1.12,0.73,Matches
224,Kevin Garcia/Kevin-Garcia,us USA,DF,Houston,28,1990,9.1,49.5,45.6,3.85,0.99,0,6.59,0.99,0.33,0,0,0,0,33.8,5.05,10.5,17.7,24.9,2.75,2.86,0.44,40.3,0.22,0.77,0.77,0.99,Matches
225,Greg Garza/Greg-Garza,us USA,DF,FC Cincinnati,27,1991,10.1,58.1,49.1,9.01,0.99,0.1,5.35,1.49,1.68,0,0,0,0,37.3,10,10.8,44,3.17,2.67,8.02,0,48.8,0.3,0.89,0.79,1.09,Matches
226,Chase Gasper/Chase-Gasper,us USA,DF,Minnesota,23,1996,14.4,47,38.6,8.4,0.42,0,4.86,1.18,3.47,0,0,0,0,26.5,8.68,11.8,31.1,5,1.88,7.99,0.28,36.5,0.21,0.9,0.35,1.39,Matches
227,Carles Gil/Carles-Gil,es ESP,MFFW,New England,26,1992,33.9,62.5,53.7,8.73,4.28,0.38,9.53,2.98,6.11,3.69,1.68,1.06,0.44,41.3,8.14,13,53.1,7.85,0.83,0.5,0.21,47.4,0.29,1.06,1.71,1.47,Matches
228,Justen Glad/Justen-Glad,us USA,DF,Real Salt Lake,21,1997,22.9,47.8,46.5,1.27,1.18,0,5.9,1.79,0.09,0,0,0,0,35.4,5.41,6.94,4.63,38.7,3.01,0.09,0.17,41,0.09,0.83,0.44,0.44,Matches
229,Aníbal Godoy/Anibal-Godoy,pa PAN,MF,San Jose,28,1990,14.9,57.9,54.6,3.22,3.09,0.13,10.7,3.83,0,0,0,0,0,43.4,5.64,8.86,45,8.86,2.75,0.13,0.2,51.9,0.07,0.67,0.34,0.6,Matches
230,Erik Godoy/Erik-Godoy,ar ARG,DF,Vancouver,25,1993,28.9,46,43.9,2.11,1.28,0.03,5.71,1.45,0.28,0,0,0,0,30.7,4.57,10.7,3.36,40,1.38,0.83,0.03,37.9,0.1,0.9,0.52,0.45,Matches
231,Leandro González Pirez/Leandro-Gonzalez-Pirez,ar ARG,DF,Atlanta,26,1992,30,65,61.4,3.67,2.5,0.17,8.47,2.8,0.17,0,0,0,0,43.7,7.33,14,11.2,49.7,1.97,1.17,0.27,55.3,0.2,1.17,0.87,0.97,Matches
232,Giancarlo González/Giancarlo-Gonzalez,cr CRC,DF,LA Galaxy,30,1988,15.9,33.3,31.8,1.51,1.01,0,3.77,1.19,0.19,0,0,0,0,21.1,3.84,8.3,1.7,27.6,2.96,0.44,0.13,26.9,0.06,0.69,0.06,0.5,Matches
233,Jesse Gonzalez/Jesse-Gonzalez,mx MEX,GK,FC Dallas,23,1995,32,32.2,22.5,9.66,1.41,0,2.84,0.75,0.03,0,0,0,0,20.3,2.13,9.69,2.06,25.4,0.06,0,3.78,26.3,0.13,0.66,0.16,0.09,Matches
234,Omar Gonzalez/Omar-Gonzalez,us USA,DF,Toronto FC,30,1988,14,53.4,52.8,0.64,0.57,0.07,7.93,1.71,0,0,0,0,0,38.7,5.43,9.29,11.1,38.4,2.64,0.07,0.07,45.4,0.07,1,1.07,0.57,Matches
235,Ján Greguš/Jan-Gregus,sk SVK,MF,Minnesota,28,1991,29.7,64.1,56.4,7.74,3.23,0.13,8.48,4.92,5.45,4.21,1.78,1.72,0.3,42.4,6.7,15,10.7,49.9,2.19,0.2,0.34,52.4,0.2,0.71,0.98,0.67,Matches
236,Julian Gressel/Julian-Gressel,de GER,DFFW,Atlanta,25,1993,29.8,50.1,42.5,7.58,0.97,0.54,7.15,2.25,5.91,2.45,0.23,1.78,0.13,30.1,8.96,11,3.76,40.5,0.97,4.13,0.23,36.1,0.13,0.91,1.38,2.45,Matches
237,Carlos Gruezo/Carlos-Gruezo,ec ECU,MF,FC Dallas,23,1995,8.7,64,61.8,2.18,1.84,0,12.1,1.95,0.34,0,0,0,0,51.7,5.4,6.9,4.37,57.6,1.38,0.34,0.11,56.9,0,0.34,0.8,0.69,Matches
238,Felipe Gutiérrez/Felipe-Gutierrez,cl CHI,MF,Sporting KC,28,1990,30.2,53,49.1,3.87,1.85,0.33,8.34,2.05,2.15,1.16,0.23,0.6,0.17,36.8,7.28,8.94,44.5,5.79,1.42,0.63,0.1,44.6,0.2,1.06,0.73,0.93,Matches
239,Jeremiah Gutjahr/Jeremiah-Gutjahr,us USA,DF,Chicago,21,1997,5.6,41.1,35.4,5.71,0,0.36,7.5,0.36,1.61,0,0,0,0,22.1,5.54,13.4,8.75,23.8,1.43,5.71,0.18,29.8,0.36,1.07,0.54,1.43,Matches
240,Andrew Gutman/Andrew-Gutman,us USA,DF,FC Cincinnati,22,1996,5.4,51.9,41.5,10.4,1.11,0,5.74,0.37,3.33,0,0,0,0,26.5,13.7,11.7,35.7,3.7,2.96,9.26,0,40.4,0,0.93,0.19,1.48,Matches
241,Brad Guzan/Brad-Guzan,us USA,GK,Atlanta,34,1984,34,36.3,24.9,11.4,2.79,0.03,2.21,2.03,0.03,0,0,0,0,15.7,4.29,16.3,17.6,12.3,0,0,4.88,26.7,0.09,1.47,0.15,0,Matches
242,David Guzmán/David-Guzman,cr CRC,MF,Portland,28,1990,3.9,42.6,41.3,1.28,1.03,0,4.87,2.82,0.26,0,0,0,0,31.5,6.41,4.62,10.8,29.7,1.03,0.26,0.77,35.1,0.26,0.26,0.26,1.28,Matches
243,David Guzmán/David-Guzman,cr CRC,MF,Columbus,28,1990,12.6,56.9,52,4.92,3.02,0,8.02,3.25,1.83,1.19,0.71,0.08,0.16,36,7.86,13,15.2,39.4,1.19,0.48,0.24,46.3,0.16,1.27,0.71,0.95,Matches
244,Edwin Gyasi/Edwin-Gyasi,gh GHA,FW,FC Dallas,27,1991,0.9,27.8,27.8,0,0,0,3.33,1.11,4.44,0,0,0,0,17.8,5.56,4.44,22.2,5.56,0,0,0,16.7,0,1.11,1.11,4.44,Matches
245,Joe Gyau/Joe-Gyau,us USA,FWMF,FC Cincinnati,26,1992,5.1,27.8,27.3,0.59,0,0.2,6.27,0,1.18,0,0,0,0,21.4,3.53,2.94,2.35,23.9,0.59,0.39,0.39,23.1,0.2,0.39,0.78,0.78,Matches
246,Justin Haak/Justin-Haak,us USA,MF,NYCFC,17,2001,0.1,10,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,Matches
247,Nick Hagglund/Nick-Hagglund,us USA,DF,FC Cincinnati,26,1992,20,45.7,44.5,1.25,1.05,0.1,7.5,2.25,0.25,0,0,0,0,29,5.45,11.3,8.05,32.1,2.75,0.2,0.2,37,0.1,1,0.85,0.45,Matches
248,Marlon Hairston/Marlon-Hairston,us USA,FW,Houston,24,1994,4.6,29.8,28.5,1.3,0,0,6.52,0.43,1.74,0,0,0,0,23.7,3.91,2.17,4.13,22.6,1.52,0.87,0.22,23.3,0.22,0.43,0.22,2.61,Matches
249,Siad Haji/Siad-Haji,us USA,DFMF,San Jose,19,1999,0.5,56,56,0,0,0,8,0,4,0,0,0,0,44,6,6,2,54,0,0,0,44,2,0,0,0,Matches
250,Niko Hämäläinen/Niko-Hamalainen,fi FIN,DF,Los Angeles FC,21,1997,1.1,64.5,57.3,7.27,0,0,11.8,1.82,3.64,0,0,0,0,44.5,11.8,8.18,50,3.64,1.82,7.27,1.82,51.8,0,0.91,0,2.73,Matches
251,Bill Hamid/Bill-Hamid,us USA,GK,D.C. United,28,1990,33,26.4,15.1,11.3,1.73,0,1.12,0.88,0,0.03,0.03,0,0,10.4,1.33,14.7,1.06,19.2,0,0,4.09,16,0.09,0.73,0.12,0.03,Matches
252,Jordan Hamilton/Jordan-Hamilton,ca CAN,FW,Toronto FC,22,1996,6.9,18.8,18.1,0.72,0.14,0,5.07,0.29,0.14,0,0,0,0,12.6,5.22,1.01,11.6,5.36,0.43,0,0.87,15.9,0,0,0.29,0.43,Matches
253,Jordan Hamilton/Jordan-Hamilton,ca CAN,FW,Columbus,22,1996,0.7,24.3,22.9,1.43,0,0,4.29,1.43,0,0,0,0,0,14.3,4.29,5.71,14.3,2.86,2.86,0,2.86,17.1,0,0,0,1.43,Matches
254,Niko Hansen/Niko-Hansen,dk DEN,MFDF,Columbus,24,1994,2.8,47.1,43.9,3.21,0,0,7.5,1.07,2.5,0,0,0,0,33.2,7.5,6.43,4.64,36.4,1.43,3.21,0.71,38.9,0,0,0.71,0.71,Matches
255,Niko Hansen/Niko-Hansen,dk DEN,MFFW,Houston,24,1994,0.4,57.5,55,2.5,0,0,20,0,2.5,0,0,0,0,40,10,7.5,5,42.5,0,2.5,0,35,0,0,7.5,7.5,Matches
256,Jordan Harvey/Jordan-Harvey,us USA,DF,Los Angeles FC,35,1984,26.2,55.1,45.9,9.2,0.5,0,6.79,0.27,0.92,0.04,0.04,0,0,35.9,12.4,6.79,36.4,6.72,2.33,8.66,0.08,48.3,0.15,0.46,0.76,0.8,Matches
257,Nicolas Hasler/Nicolas-Hasler,li LIE,DF,Sporting KC,27,1991,7.1,57,47,10,0.7,0,7.18,0.99,0.99,0,0,0,0,38.7,8.17,10.1,4.23,41.5,1.55,9.3,0.14,46.5,0.14,1.27,1.97,1.41,Matches
258,Nicolas Hasler/Nicolas-Hasler,li LIE,DF,Chicago,27,1991,0.8,53.8,47.5,6.25,1.25,1.25,8.75,0,2.5,0,0,0,0,37.5,3.75,12.5,11.3,35,1.25,5,1.25,42.5,0,0,1.25,1.25,Matches
259,Jacori Hayes/Jacori-Hayes,us USA,MF,FC Dallas,23,1995,9.5,58.4,56.6,1.79,1.68,0,8.84,0.74,0.21,0,0,0,0,50.3,4.95,3.16,12.5,44.7,0.63,0.11,0.11,50.8,0.11,0.63,1.16,0.74,Matches
260,Héber/Heber,br BRA,FW,NYCFC,27,1991,17.5,26.9,25.1,1.77,0.17,0.11,6.06,0.51,0.17,0,0,0,0,17.6,6.17,3.09,7.14,16.5,1.09,0.17,1.03,20.9,0.29,0.69,0.91,0.86,Matches
261,Matt Hedges/Matt-Hedges,us USA,DF,FC Dallas,28,1990,32,59.3,58.3,0.97,0.81,0,7.13,1.91,0.03,0,0,0,0,45.8,5.5,8,5.28,50.5,2.41,0.16,0.19,52.8,0.09,0.78,0.66,0.13,Matches
262,Doneil Henry/Doneil-Henry,ca CAN,DF,Vancouver,25,1993,23.6,39,37.8,1.19,1.06,0.04,4.83,1.27,0,0,0,0,0,27.7,3.94,7.37,7.97,29,0.85,0.13,0.42,32.3,0.08,0.72,0.34,0.34,Matches
263,Fabian Herbers/Fabian-Herbers,de GER,MFFW,Chicago,25,1993,8.7,39.2,37.9,1.26,0.46,0,7.7,0.69,1.61,0.11,0,0,0,27.8,6.09,5.29,5.86,29.9,2.18,0.46,0.23,32.3,0.11,0.46,0.8,1.38,Matches
264,Felipe Hernandez/Felipe-Hernandez,us USA,MF,Sporting KC,20,1998,1.1,20,20,0,0,0,5.45,0,1.82,0,0,0,0,15.5,0,4.55,0,16.4,0.91,0,0.91,16.4,0,0.91,0,0.91,Matches
265,Aaron Herrera/Aaron-Herrera,us USA,DF,Real Salt Lake,21,1997,30.8,50.3,40.5,9.81,1.36,0.13,7.92,3.25,1.36,0,0,0,0,28.5,9.71,12.1,5.1,34.6,1.53,8.44,0.13,40.2,0.19,0.91,0.62,1.49,Matches
266,Federico Higuaín/Federico-Higuain,ar ARG,MF,Columbus,34,1984,12.5,66.1,58.2,7.84,2.32,0.56,8.32,3.52,4.88,3.36,1.68,0.96,0.48,41.2,11.4,13.4,6.16,56.8,1.44,0.48,0.88,51.5,0.4,0.88,0.96,0.96,Matches
267,Cristian Higuita/Cristian-Higuita,co COL,MF,Orlando City,25,1994,7.1,60.8,59.3,1.55,0.85,0.14,10.3,2.11,0.14,0,0,0,0,46.3,9.01,5.49,1.55,55.9,1.83,0.7,0.28,52.8,0.14,1.41,0.85,1.69,Matches
268,Danny Hoesen/Danny-Hoesen,nl NED,FW,San Jose,28,1991,16.4,22.6,20.5,2.07,0,0.18,4.51,0.73,0.85,0,0,0,0,16.2,3.54,2.8,2.38,19.1,0.37,0.18,0.24,16.6,0.06,0.43,0.24,1.22,Matches
269,Ryan Hollingshead/Ryan-Hollingshead,us USA,DF,FC Dallas,27,1991,32.9,53.9,46.4,7.57,0.94,0,7.81,1.22,1.06,0.09,0,0,0,35.7,11.2,6.99,16.7,26.7,2.71,6.5,0.09,45.1,0.15,0.91,1,1.03,Matches
270,Erik Holt/Erik-Holt,us USA,DF,Real Salt Lake,22,1996,4.1,33.4,32.7,0.73,0.49,0,2.2,0.98,0,0,0,0,0,22.2,4.15,7.07,3.66,25.1,4.15,0.24,0,25.6,0,0,0,0.24,Matches
271,Shandon Hopeau/Shandon-Hopeau,us USA,FW,Seattle,20,1998,0.4,30,30,0,0,0,15,0,0,0,0,0,0,20,7.5,2.5,2.5,22.5,2.5,0,0,25,0,0,0,2.5,Matches
272,André Horta/Andre-Horta,pt POR,MF,Los Angeles FC,22,1996,2,64,61,3,0.5,0.5,13.5,2,2.5,2.5,1.5,0.5,0,50.5,7.5,6,5,58,1,0,0,55.5,0,0.5,0.5,2.5,Matches
273,Tim Howard/Tim-Howard,us USA,GK,Colorado,39,1979,24,32.2,17.7,14.5,3.33,0,1.67,0.67,0,0,0,0,0,8.29,2.17,21.7,3,22,0,0,4.46,18,0.04,1.38,0.13,0,Matches
274,Justin Hoyte/Justin-Hoyte,tt TRI,DF,FC Cincinnati,34,1984,16.4,48.2,42.3,5.91,1.28,0,6.65,0.67,0.49,0.06,0.06,0,0,35.3,5.98,6.89,2.07,38.6,2.01,4.57,0.24,42.7,0.06,0.43,0.24,0.43,Matches
275,Erik Hurtado/Erik-Hurtado,us USA,FW,Sporting KC,28,1990,9.1,18.1,16.4,1.76,0,0,4.4,0.33,0,0,0,0,0,12.4,3.85,1.87,1.43,15.3,0.77,0,0.22,14.3,0,0.44,0.44,0.44,Matches
276,Emerson Hyndman/Emerson-Hyndman,us USA,MFFW,Atlanta,22,1996,11,39.5,38.2,1.27,0.55,0.18,9.09,0.64,0.64,0.09,0,0.09,0,32.1,4.18,3.18,2.45,34.8,0.91,0.64,0.18,33.8,0.36,0.36,0.73,0.82,Matches
277,Miguel Ibarra/Miguel-Ibarra,us USA,FWMF,Minnesota,28,1990,16.7,36,33.8,2.22,0.06,0,5.87,0.84,1.26,0.06,0.06,0,0,23.4,7.01,5.69,8.14,23.8,1.5,2.1,0.18,28.7,0.3,0.54,0.6,1.14,Matches
278,Romario Ibarra/Romario-Ibarra,ec ECU,FW,Minnesota,24,1994,4.2,19.3,18.3,0.95,0,0,4.52,0.24,1.19,0,0,0,0,13.1,4.29,1.9,3.57,14.3,0.71,0,0.24,11.7,0,0.71,1.67,1.9,Matches
279,Sebastien Ibeagha/Sebastien-Ibeagha,us USA,DF,NYCFC,27,1992,12.4,43.6,41.9,1.77,0.81,0,4.44,1.13,0.08,0,0,0,0,33.8,4.19,5.65,3.39,36.8,1.69,0.97,0.08,38,0.08,0.48,0.32,0.73,Matches
280,Zlatan Ibrahimović/Zlatan-Ibrahimovic,se SWE,FW,LA Galaxy,37,1981,29,33.9,30.8,3.07,0.07,0.31,9.24,0.93,0.69,0.1,0,0,0,19.9,7.21,6.76,3.62,24.1,1.52,0.34,0.83,24.3,0.34,0.52,1.03,1.45,Matches
281,Ilsinho/Ilsinho,br BRA,FWMF,Philadelphia,33,1985,12.2,58.4,54.5,3.85,0.25,0.57,8.52,0.41,0.98,0.74,0.08,0.08,0,46.4,7.79,4.18,2.3,51.2,0.74,2.87,0.41,49.3,0.41,0.66,1.8,1.23,Matches
282,Hwang In-beom/Hwang-In-beom,kr KOR,MF,Vancouver,22,1996,31.2,58.5,55.9,2.56,1.28,0.29,10.3,2.6,1.6,0.9,0.35,0.35,0.06,42.2,8.04,8.21,14,42,1.63,0.19,0.22,49.6,0.06,0.8,1.38,1.03,Matches
283,Clint Irwin/Clint-Irwin,us USA,GK,Colorado,29,1989,10,29,15.9,13.1,2.7,0,1.2,0.8,0,0,0,0,0,6.3,1.2,21.5,2.2,20,0,0,3.4,16.6,0.1,1,0.3,0,Matches
284,Andreas Ivan/Andreas-Ivan,ro ROU,FWMF,NY Red Bulls,24,1995,5.4,30.7,27.2,3.52,1.11,0,9.07,1.48,4.63,1.3,0.37,0,0,16.5,6.11,8.15,9.26,17.8,2.04,0.93,0,18.3,0.19,0.93,1.3,0.74,Matches
285,Niki Jackson/Niki-Jackson,us USA,FWMF,Colorado,23,1995,0.4,32.5,30,2.5,0,0,10,0,0,0,0,0,0,17.5,7.5,7.5,0,25,2.5,0,0,17.5,0,0,2.5,0,Matches
286,Anthony Jackson-Hamel/Anthony-Jackson-Hamel,ca CAN,FW,Montreal,25,1993,6.9,20.7,18.7,2.03,0,0,4.64,0.58,0.43,0,0,0,0,11.9,5.07,3.77,1.16,15.5,1.74,0,0.29,15.4,0,0.72,0,0.14,Matches
287,Modou Jadama/Modou-Jadama,us USA,DF,Portland,24,1994,1,43,38,5,0,0,6,1,3,0,0,0,0,25,3,15,4,32,0,5,0,33,0,5,1,0,Matches
288,Dejan Jakovic/Dejan-Jakovic,ca CAN,DF,Los Angeles FC,33,1985,2,42,40,2,2,0,4,0.5,0.5,0,0,0,0,34,4,4,3.5,36,1.5,0,0,37,0,0,1.5,0,Matches
289,Robin Jansson/Robin-Jansson,se SWE,DF,Orlando City,27,1991,26.9,36.5,35.3,1.19,0.82,0,4.13,1.12,0.07,0,0,0,0,27,2.86,6.62,29.4,4.87,1.56,0.37,0.19,31.1,0.15,0.52,0.26,0.63,Matches
290,Leonardo Jara/Leonardo-Jara,ar ARG,DF,D.C. United,27,1991,25.4,49.5,42.3,7.24,0.71,0.08,6.73,1.61,1.69,0.04,0,0.04,0,28.8,9.37,11.4,1.22,38.8,2.09,6.5,0.31,38.9,0.08,0.94,1.06,1.1,Matches
291,Hector Jiménez/Hector-Jimenez,us USA,DF,Columbus,30,1988,18,50.3,41.2,9.11,0.5,0.11,4.89,0.94,1.56,0,0,0,0,28.1,12.2,10.1,5.78,32.1,3.11,8.61,0.17,40.9,0.06,0.61,1,1.17,Matches
292,Sam Johnson/Sam-Johnson,lr LBR,FW,Real Salt Lake,25,1993,14.4,19.7,18.8,0.97,0,0,5.9,0.21,0.49,0,0,0,0,10.9,4.65,4.17,2.08,13.3,2.01,0,0.21,14.2,0,0.21,0.42,1.04,Matches
293,Sean Johnson/Sean-Johnson,us USA,GK,NYCFC,29,1989,29,37.9,24.7,13.2,3.9,0,2.28,1.45,0,0,0,0,0,20.8,2,15.1,5.72,25.7,0,0,4.17,27.9,0.07,1.14,0.17,0.1,Matches
294,Will Johnson/Will-Johnson,ca CAN,MF,Orlando City,32,1987,18.8,47.6,45.7,1.86,0.69,0,7.55,1.91,0.59,0.32,0.05,0.16,0.11,35.3,5.8,6.49,6.76,37.7,1.76,0.8,0.16,41.4,0.05,0.74,0.53,0.8,Matches
295,DeJuan Jones/DeJuan-Jones,us USA,DFMF,New England,21,1997,14.4,37.6,31.3,6.32,0.49,0,4.72,0.35,2.15,0.21,0,0,0,22.6,8.13,6.88,10.5,19,2.08,5.63,0.14,29,0,1.11,0.56,1.04,Matches
296,Derrick Jones/Derrick-Jones,us USA,MF,Philadelphia,21,1997,0.6,23.3,23.3,0,0,0,1.67,0,0,0,0,0,0,20,1.67,1.67,0,20,3.33,0,0,21.7,0,0,0,0,Matches
297,Joevin Jones/Joevin-Jones,tt TRI,FWDF,Seattle,27,1991,10.3,52.8,47.6,5.24,1.07,0.1,10.4,1.75,3.2,1.07,0.39,0.19,0.49,38.8,6.12,7.86,41.3,7.28,0.49,3.11,0.19,44.5,0,0.49,0.49,2.04,Matches
298,Judson/Judson,br BRA,MF,San Jose,25,1993,21.2,53.4,51.7,1.7,1.46,0.14,6.79,2.78,0.14,0.09,0,0,0,40.4,5.85,7.12,7.78,42.8,2.12,0.14,0.09,47.4,0.19,0.99,0.71,0.57,Matches
